%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 4
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,29,14,0,0,16,lcoafbgcllnambbbgnaelcaknecanckeciomfbabblmcancp,010101010001011100100110001101000000000000000000
1,36,17,0,1,19,mlcpbeockjagbjhababmocadmecbalkdbcdkclkaaciobajo,001010010010100111100110001110001110100000000000
2,31,12,1,0,19,ofmbhocacbphalcbhciakagnbpjjdlaehbcgcabacogndbea,000100011100101101010100100000100000000000000000
3,41,21,0,0,21,ipnncabkgbcabinecafcpkbfabcmmbajnchacinlachlbfif,000011100111100011010010111001100101100011000000
4,38,17,0,0,22,cobhbnnamfamjdecbfblmdcfajogoaccamhaicbkbacaifmc,101010010010000110100010100001111001011000000000
5,39,18,1,0,21,kcjgaahcbnbbckpacdfiabjconhbiaijchbannnbjekclcda,010011011011100110001001000101001011000100000000
6,39,17,2,0,21,dbnmcjaedacbjmkbahcgablkicjngbaacfbcjmhchclfpfab,010010100101000110101100010001111010000100000000
7,35,16,0,0,20,dcgnmhckoalalbibbgacpgacbkdlacbiolhbleamndcbaecb,010000100101010110110011100011100001000000000000
8,36,17,0,0,20,ckfbcaaemebbcmnmaaebcmpnbdcgcbojdkkgaagabpcalmkd,100111100011100011011000101011000000100000000000
9,30,14,0,0,17,bnaceiocedgaboplhabibhodcacnfbcbchedladlaobgmbac,101100010001100001101000111001100000000000000000
10,27,12,2,0,14,ehobclobanelcgakcclmlnbabaacbmkbafmhnpfcccbdhkib,000010011000101011000011110100000000000000000000
11,32,15,0,0,18,accaibbmkifdgkkidbaccapdlbeockpcbabapbihgaececpl,111101100000000001111100010010011000000000000000
