%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487796999750,1487797006615
1,1,34,34,0,1487797007617,1487797013815
2,0,52,52,0,1487797018451,1487797024583
2,1,36,36,0,1487797025551,1487797031583
2,2,368,368,0,1487797032551,1487797040383
2,3,208,208,0,1487797041352,1487797049784
2,4,2306,2306,0,1487797050786,1487797060518
2,5,5047,5047,0,1487797061487,1487797071052
2,6,41075,41075,0,1487797072020,1487797083752
2,7,31620,31620,0,1487797084721,1487797098153
2,8,281376,281376,0,1487797099122,1487797112387
2,9,816508,816508,0,1487797113390,1487797127488
2,10,4806317,4806317,0,1487797128457,1487797144222
2,11,0851680,051680,0,1487797145224,1487797166164
2,12,47081536,08741536,0,1487797167132,1487797187215
2,13,25408016,2508016,1,1487797188184,1487797211250
3,0,60,06,0,1487797218119,1487797224784
3,1,24,42,0,1487797225752,1487797231917
4,0,51,15,0,1487797239853,1487797246185
4,1,37,73,0,1487797247154,1487797253019
4,2,630,036,0,1487797253987,1487797261954
4,3,580,085,0,1487797262921,1487797270753
4,4,5683,3865,0,1487797271721,1487797281587
4,5,2841,1482,0,1487797282555,1487797293054
4,6,47812,21874,0,1487797294023,1487797308522
4,7,03415,51430,0,1487797309524,1487797323156
4,8,507613,316705,0,1487797324158,1487797338591
4,9,073280,082370,1,1487797339559,1487797361825
4,10,4083671,136084,1,1487797362793,1487797389826
4,11,8027308,8037208,0,1487797390829,1487797412428
4,12,52480873,3708425,0,1487797413430,1487797431329
4,13,41807263,3621804,0,1487797432297,1487797449130
