%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,3,1486151014642,-1,1486151014110
6,0,2,1,1,0,5,1486151017709,-1,1486151017180
6,0,3,1,1,0,6,1486151020710,-1,1486151020212
6,0,4,1,1,0,7,1486151023743,-1,1486151023246
6,0,5,1,1,0,4,1486151026810,-1,1486151026279
6,0,6,1,1,0,3,1486151029810,-1,1486151029312
6,0,7,1,1,0,6,1486151032877,-1,1486151032346
6,0,8,1,1,1,6,1486151035910,1486151036877,1486151035379
6,0,9,1,1,1,6,1486151038944,1486151039811,1486151038413
6,0,10,1,1,0,4,1486151042011,-1,1486151041480
6,0,11,1,1,1,4,1486151045077,1486151046011,1486151044547
6,1,1,1,1,3,6,1486151051444,-1,1486151050913
6,1,2,1,1,0,4,1486151054479,-1,1486151053947
6,1,3,1,1,1,4,1486151057545,1486151058212,1486151057014
6,1,4,1,1,0,0,1486151060578,-1,1486151060048
6,1,5,1,1,0,3,1486151063612,-1,1486151063081
6,1,6,1,1,1,3,1486151066645,1486151067480,1486151066115
6,1,7,1,1,0,0,1486151069712,-1,1486151069183
6,1,8,1,1,0,2,1486151072746,-1,1486151072248
6,1,9,1,1,0,6,1486151075813,-1,1486151075281
6,1,10,1,1,0,5,1486151078846,-1,1486151078349
6,1,11,1,1,0,1,1486151081913,-1,1486151081382
6,1,12,1,1,0,4,1486151084913,-1,1486151084415
6,1,13,1,1,0,0,1486151087980,-1,1486151087450
6,1,14,1,1,1,0,1486151091047,1486151091880,1486151090516
6,1,15,1,1,1,0,1486151094114,1486151094981,1486151093583
6,1,16,1,1,1,0,1486151097147,1486151097881,1486151096649
6,1,17,1,1,0,3,1486151100214,-1,1486151099685
6,1,18,1,1,0,2,1486151103247,-1,1486151102750
6,1,19,1,1,0,1,1486151106281,-1,1486151105750
6,1,20,1,1,1,1,1486151109314,1486151110081,1486151108784
6,1,21,1,1,0,0,1486151112381,-1,1486151111850
6,2,1,2,1,3,7,1486151133950,-1,1486151133417
6,2,2,2,1,3,6,1486151137016,-1,1486151136486
6,2,3,2,1,1,7,1486151140083,1486151140683,1486151139552
6,2,4,2,1,0,4,1486151143083,-1,1486151142585
6,2,5,2,1,0,1,1486151146151,-1,1486151145619
6,2,6,2,1,0,0,1486151149217,-1,1486151148686
6,2,7,2,1,0,7,1486151152250,-1,1486151151753
6,2,8,2,1,0,6,1486151155317,-1,1486151154786
6,2,9,2,1,0,2,1486151158384,-1,1486151157853
6,2,10,2,1,1,6,1486151161417,1486151162151,1486151160886
6,2,11,2,1,1,2,1486151164484,1486151165418,1486151163954
6,2,12,2,1,0,1,1486151167519,-1,1486151166986
6,3,1,2,1,3,2,1486151176986,-1,1486151176454
6,3,2,2,1,3,6,1486151180018,-1,1486151179521
6,3,3,2,1,1,2,1486151183052,1486151183586,1486151182555
6,3,4,2,1,0,1,1486151186120,-1,1486151185588
6,3,5,2,1,0,7,1486151189185,-1,1486151188655
6,3,6,2,1,0,0,1486151192219,-1,1486151191689
6,3,7,2,0,1,7,1486151195286,-1,1486151194755
6,3,8,2,1,0,4,1486151198320,-1,1486151197789
6,3,9,2,1,0,5,1486151201386,-1,1486151200855
6,3,10,2,1,0,3,1486151204420,-1,1486151203923
6,3,11,2,1,1,5,1486151207487,1486151209353,1486151206955
6,3,12,2,1,0,4,1486151210520,-1,1486151209990
6,3,13,2,1,0,0,1486151213554,-1,1486151213056
6,3,14,2,1,0,1,1486151216620,-1,1486151216090
6,3,15,2,1,0,5,1486151219687,-1,1486151219158
6,3,16,2,1,1,1,1486151222721,1486151223388,1486151222190
6,3,17,2,1,1,5,1486151225754,1486151226888,1486151225224
6,3,18,2,1,0,3,1486151228821,-1,1486151228291
6,3,19,2,1,0,4,1486151231888,-1,1486151231357
6,3,20,2,1,0,0,1486151234921,-1,1486151234391
6,3,21,2,1,0,1,1486151237955,-1,1486151237425
6,3,22,2,1,1,0,1486151241022,1486151241955,1486151240491
6,4,1,3,1,3,3,1486151262456,-1,1486151261924
6,4,2,3,1,3,7,1486151265490,-1,1486151264959
6,4,3,3,1,3,0,1486151268557,-1,1486151268026
6,4,4,3,0,1,3,1486151271558,-1,1486151271059
6,4,5,3,1,0,6,1486151274624,-1,1486151274093
6,4,6,3,1,0,4,1486151277624,-1,1486151277126
6,4,7,3,1,0,2,1486151280691,-1,1486151280160
6,4,8,3,1,0,2,1486151283724,-1,1486151283193
6,4,9,3,1,0,5,1486151286791,-1,1486151286260
6,4,10,3,1,1,2,1486151289858,1486151290825,1486151289327
6,4,11,3,1,0,4,1486151292892,-1,1486151292360
6,4,12,3,1,0,0,1486151295958,-1,1486151295427
6,4,13,3,1,1,2,1486151298992,1486151300592,1486151298462
6,5,1,3,1,3,7,1486151304859,-1,1486151304326
6,5,2,3,1,3,3,1486151307892,-1,1486151307362
6,5,3,3,1,3,0,1486151310926,-1,1486151310396
6,5,4,3,1,0,1,1486151313993,-1,1486151313462
6,5,5,3,1,0,6,1486151317026,-1,1486151316529
6,5,6,3,1,1,0,1486151320093,1486151321293,1486151319562
6,5,7,3,1,0,4,1486151323094,-1,1486151322596
6,5,8,3,1,0,7,1486151326160,-1,1486151325629
6,5,9,3,1,0,3,1486151329227,-1,1486151328696
6,5,10,3,1,0,5,1486151332260,-1,1486151331730
6,5,11,3,1,1,7,1486151335294,1486151336561,1486151334764
6,5,12,3,0,1,3,1486151338361,-1,1486151337830
6,5,13,3,1,1,5,1486151341394,1486151342728,1486151340863
6,5,14,3,0,0,4,1486151344461,1486151346361,1486151343930
6,5,15,3,1,0,2,1486151347462,-1,1486151346964
6,5,16,3,1,0,2,1486151350528,-1,1486151349997
6,5,17,3,1,0,1,1486151353595,-1,1486151353064
6,5,18,3,1,1,2,1486151356662,1486151358629,1486151356131
6,5,19,3,1,0,0,1486151359662,-1,1486151359164
6,5,20,3,1,0,5,1486151362722,-1,1486151362193
6,5,21,3,1,1,2,1486151365755,1486151367889,1486151365224
6,5,22,3,1,0,3,1486151368789,-1,1486151368258
6,5,23,3,1,0,7,1486151371822,-1,1486151371292
6,6,1,4,1,3,5,1486151377256,-1,1486151376757
6,6,2,4,1,3,1,1486151380323,-1,1486151379792
6,6,3,4,1,3,6,1486151383356,-1,1486151382826
6,6,4,4,1,3,3,1486151386423,-1,1486151385893
6,6,5,4,0,0,2,1486151389490,1486151391290,1486151388959
6,6,6,4,1,0,0,1486151392524,-1,1486151391992
6,6,7,4,1,0,4,1486151395590,-1,1486151395059
6,6,8,4,1,0,7,1486151398624,-1,1486151398093
6,6,9,4,1,0,4,1486151401691,-1,1486151401160
6,6,10,4,0,0,7,1486151404724,1486151406124,1486151404193
6,6,11,4,1,0,3,1486151407758,-1,1486151407260
6,6,12,4,1,0,0,1486151410825,-1,1486151410294
6,6,13,4,0,1,4,1486151413858,-1,1486151413361
6,6,14,4,1,0,6,1486151416925,-1,1486151416395
6,6,15,4,1,0,2,1486151419959,-1,1486151419461
6,6,16,4,1,1,0,1486151423025,1486151424159,1486151422494
6,6,17,4,1,0,5,1486151426092,-1,1486151425562
6,6,18,4,1,0,7,1486151429159,-1,1486151428628
6,6,19,4,0,1,2,1486151432192,-1,1486151431697
6,6,20,4,1,0,7,1486151435226,-1,1486151434728
6,6,21,4,1,1,5,1486151438293,1486151439460,1486151437764
6,6,22,4,1,0,1,1486151441360,-1,1486151440828
6,6,23,4,0,1,2,1486151444393,-1,1486151443895
6,6,24,4,0,1,7,1486151447426,-1,1486151446929
6,7,1,1,0,3,5,1486151453727,-1,1486151453194
6,7,2,1,1,0,0,1486151456760,-1,1486151456229
6,7,3,1,1,1,0,1486151459794,1486151460461,1486151459264
6,7,4,1,1,0,1,1486151462827,-1,1486151462296
6,7,5,1,1,0,4,1486151465894,-1,1486151465363
6,7,6,1,1,0,5,1486151468928,-1,1486151468397
6,7,7,1,1,0,6,1486151471961,-1,1486151471463
6,7,8,1,1,0,2,1486151474995,-1,1486151474465
6,7,9,1,1,0,4,1486151478029,-1,1486151477497
6,7,10,1,1,0,1,1486151481095,-1,1486151480564
6,7,11,1,1,1,1,1486151484128,1486151484929,1486151483597
6,7,12,1,1,1,1,1486151487162,1486151487996,1486151486631
6,7,13,1,1,0,3,1486151490196,-1,1486151489665
6,7,14,1,1,1,3,1486151493262,1486151493896,1486151492731
6,7,15,1,1,0,7,1486151496296,-1,1486151495765
6,7,16,1,1,1,7,1486151499363,1486151499964,1486151498831
6,7,17,1,1,0,4,1486151502396,-1,1486151501865
6,7,18,1,1,0,6,1486151505463,-1,1486151504932
6,7,19,1,1,0,5,1486151508530,-1,1486151507999
6,7,20,1,1,0,2,1486151511563,-1,1486151511032
6,7,21,1,1,1,2,1486151514630,1486151515197,1486151514099
6,8,1,2,1,3,2,1486151521197,-1,1486151520665
