%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1487034637767,1487034640768,1487034653008
1,G4,G,4,1487034654501,1487034657502,1487034664706
2,3W5,W,35,1487034666235,1487034670736,1487034675082
3,T7L,LT,7,1487034676602,1487034681103,1487034687352
4,1JA,AJ,1,1487034688886,1487034693388,1487034699276
0,L2,,2,1487034724405,1487034727406,1487034731935
1,6P,P,6,1487034733455,1487034736457,1487034740298
2,B5,B,5,1487034741822,1487034744824,1487034748392
3,F7L,FL,7,1487034749923,1487034754424,1487034761516
4,R4D,DR,4,1487034763041,1487034767542,1487034772494
5,H18,H,18,1487034774024,1487034778526,1487034783042
6,T9A3,T,3,1487034784575,1487034790576,1487034830551
7,V1J5,JV,15,1487034832078,1487034838079,1487034844939
8,7N4L,LN,47,1487034846462,1487034852464,1487034863134
9,8D6G1,DG,168,1487034864662,1487034872164,1487034885180
10,K2C7S,CKS,27,1487034886714,1487034894216,1487034905031
11,5P3Y9,PY,359,1487034906532,1487034914034,1487034936200
12,M4E7Q2,EMQ,247,1487034937700,1487034946702,1487034975421
13,W8H5F3,FHW,358,1487034976952,1487034985954,1487035021663
14,6G9A2S,AGS,269,1487035023188,1487035032190,1487035042058
15,R3B4Z1C,BCRZ,134,1487035043589,1487035054091,1487035074900
16,5T9B4K3,BKT,3459,1487035076424,1487035086926,1487035099234
17,E1H8R4D,DEHR,148,1487035100759,1487035111261,1487035156721
18,5H9S2N6A,AHNS,2569,1487035158246,1487035170248,1487035218366
19,D1R9B4K3,BDKR,1349,1487035219899,1487035231901,1487035249471
20,7M2T6F1Z,FMTZ,1267,1487035251001,1487035263003,1487035290676
