%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,6B,6B,,,0,1486414754823,,1486414757186,1486414763853
3,1,2,82,82,,,0,1486414765824,,1486414768186,1486414771087
3,2,3,4E3,4E3,,,0,1486414773092,,1486414776620,1486414779654
3,3,3,91C,91C,,,0,1486414781626,,1486414785154,1486414787988
10,0,0,,,1,1,0,1486414843126,1486414843124,1486414785154,1486414850191
10,1,0,,,1,1,0,1486414852192,1486414852192,1486414785154,1486414856792
10,2,0,,,0,0,0,1486414858792,1486414858792,1486414785154,1486414862558
10,3,0,,,0,0,0,1486414864560,1486414864559,1486414785154,1486414868559
10,4,0,,,0,0,0,1486414870527,1486414870527,1486414785154,1486414875192
10,5,0,,,1,1,0,1486414877193,1486414877193,1486414785154,1486414880559
10,6,0,,,1,1,0,1486414882560,1486414882560,1486414785154,1486414886293
10,7,0,,,0,0,0,1486414888260,1486414888260,1486414785154,1486414894261
10,8,0,,,0,Z,0,1486414896261,1486414896261,1486414785154,1486414906260
10,9,0,,,1,Z,0,1486414908295,1486414908295,1486414785154,1486414918294
10,10,0,,,1,1,0,1486414920329,1486414920329,1486414785154,1486414922262
10,11,0,,,0,1,0,1486414924262,1486414924262,1486414785154,1486414927729
10,12,0,,,0,0,0,1486414929729,1486414929729,1486414785154,1486414932729
10,13,0,,,0,0,0,1486414934730,1486414934730,1486414785154,1486414937629
10,14,0,,,1,1,0,1486414939597,1486414939597,1486414785154,1486414942997
10,15,0,,,1,0,0,1486414944997,1486414944997,1486414785154,1486414948730
10,0,0,,,0,0,0,1486414956047,1486414956047,1486414785154,1486414958280
10,1,0,,,1,1,0,1486414960281,1486414960281,1486414785154,1486414961847
10,2,0,,,0,0,0,1486414963815,1486414963815,1486414785154,1486414967648
10,3,0,,,1,1,0,1486414969649,1486414969649,1486414785154,1486414971281
10,4,0,,,1,1,0,1486414973282,1486414973282,1486414785154,1486414975115
10,5,0,,,1,0,0,1486414977083,1486414977082,1486414785154,1486414978915
10,6,0,,,0,0,0,1486414980915,1486414980915,1486414785154,1486414982282
10,7,0,,,0,0,0,1486414984282,1486414984282,1486414785154,1486414987015
10,8,0,,,0,1,0,1486414989016,1486414989016,1486414785154,1486414992382
10,9,0,,,1,1,0,1486414994383,1486414994383,1486414785154,1486414996316
10,10,0,,,0,0,0,1486414998316,1486414998316,1486414785154,1486415000316
10,11,0,,,1,1,0,1486415002317,1486415002317,1486414785154,1486415004250
10,12,0,,,1,1,0,1486415006250,1486415006250,1486414785154,1486415008483
10,13,0,,,0,0,0,1486415010451,1486415010451,1486414785154,1486415012117
10,14,0,,,0,1,0,1486415014118,1486415014118,1486414785154,1486415019751
10,15,0,,,1,1,0,1486415021752,1486415021751,1486414785154,1486415023717
13,0,2,61,A1,10,10,1,1486415060641,1486415067541,1486415069775,1486415080537
13,1,2,C0,C0,10,10,0,1486415082542,1486415087776,1486415089077,1486415090538
13,2,2,A8,A8,11,11,0,1486415092543,1486415098077,1486415099711,1486415100940
14,0,2,09,09,01,01,0,1486415114978,1486415120511,1486415121878,1486415123206
14,1,3,5C9,0C9,001,011,0,1486415125179,1486415136512,1486415138379,1486415140674
14,2,3,7FC,7FC,100,100,0,1486415142679,1486415152547,1486415154946,1486415161008
14,3,4,1E68,1ACF,1110,1110,0,1486415163013,1486415177714,1486415181315,1486415189277
14,4,3,53D,5AC3,001,001,0,1486415191281,1486415200483,1486415202016,1486415209778
14,5,5,79135,7AD53,10011,10011,1,1486415211782,1486415226418,1486415228918,1486415238947
14,6,2,19,91,00,00,0,1486415240951,1486415248118,1486415249918,1486415258514
14,7,2,C0,C0,11,11,0,1486415260519,1486415265652,1486415267619,1486415269116
14,8,4,CA9D,CA17,1010,101Z,0,1486415271119,1486415285786,1486415290820,1486415297716
14,9,4,92D3,92D3,1010,1010,0,1486415299721,1486415311321,1486415312823,1486415317185
14,10,5,EF843,EF53,11001,11001,0,1486415319189,1486415335524,1486415337058,1486415341786
14,11,5,5E708,5E70C,11100,11100,0,1486415343790,1486415357757,1486415359591,1486415362420
