%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486166915356,1486166921988
1,1,34,34,1,1486166922989,1486166933655
2,0,15,15,0,1486166936657,1486166943422
2,1,73,73,0,1486166944424,1486166950756
2,2,164,165,0,1486166951759,1486166960657
2,3,705,705,0,1486166961660,1486166970190
2,4,2173,2173,0,1486166971193,1486166981591
2,5,1504,504,0,1486166982593,1486166992425
2,6,42350,42350,0,1486166993427,1486167005892
2,7,24061,24061,0,1486167006895,1486167019026
2,8,061743,061743,0,1486167020028,1486167035127
2,9,625037,625037,0,1486167036129,1486167050428
2,10,7152305,125305,0,1486167051396,1486167069129
2,11,3157264,1257264,0,1486167070098,1486167087030
3,0,60,06,0,1486167097500,1486167104131
3,1,24,42,0,1486167105100,1486167110865
4,0,25,52,0,1486167120101,1486167125899
4,1,63,36,0,1486167126901,1486167133067
4,2,574,475,0,1486167134068,1486167142500
4,3,207,702,0,1486167143502,1486167151401
4,4,7305,5037,0,1486167152402,1486167162468
4,5,4130,0314,0,1486167163470,1486167173435
4,6,35741,14753,0,1486167174437,1486167187090
4,7,70526,62507,0,1486167188092,1486167200524
4,8,607251,152706,0,1486167201527,1486167215491
4,9,270643,346072,0,1486167216494,1486167231393
4,10,0416327,7236140,1,1486167232361,1486167249894
4,11,5632041,1420365,0,1486167250895,1486167267361
4,12,48256132,23165284,0,1486167268363,1486167285645
4,13,04523765,56732408,0,1486167286647,1486167307347
4,14,164751473,374154613,0,1486167308349,1486167329214
4,15,451387620,026781354,0,1486167330216,1486167352482
