% Tunnel Log: 
% debug seed: 1415131551
%
% SegEncNW { '0'=no panel, '1'=empty panel, '2'=player, '3'=match, '4'=nonmatch, '5'=obstacle, '6'=time warp }
% SegEncN
% SegEncNE
% SegEncE
% SegEncSE
% SegEncS
% SegEncSW
% SegEncW
% Event Number { 0, inf }
% Level Number { 0, inf }
% Task Type { 0=Color/Sound, 1=Shape/Sound, 2=Sound, 3=Holdout, 4=Recess }
% N-Back { 0, inf }
% Player Roll Base { 0, 359 }
% Player Roll Offset { 0, 359 }
% Player Roll Speed { -inf, inf }
% Player Loc { 0=Northwest ... 7=West }
% Pod Loc { -1=N/A, 0=Northwest ... 7=West }
% Pod Color { -1, inf }
% Pod Shape { -1, inf }
% Pod Sound { -1, inf }
% Pod Match { -1=N/A, 0=No, 1=Yes }
% Pod Taken { -1=N/A, 0=No, 1=Yes }
% Pod Zapped { -1=N/A, 0=No, 1=Yes }
% Timestamp (ms)
% Num Obstacles { 0, inf }
% Min Speed { 0, inf }
% Max Speed { 0, inf }
% Base Speed { 0, inf }
% Final Speed { 0, inf }
% Segment Direction { 0=Northwest ... 7=West }
% Segment Angle { 0, inf }
% Segment Panels { 0, inf }
%
% SegEncNW SecEncN SegEncNE SegEncE SegEncSE SegEncS SegEncSW SegEncW EventNumber LevelNumber TaskType N-Back PlayerRollBase PlayerRollOffset PlayerRollSpeed PlayerLoc PodLoc PodColor PodShape PodSound PodMatch PodTaken PodZapped Timestamp NumObs MinSpeed MaxSpeed BaseSpeed FinalSpeed SegmentDir SegmentAngle SegmentPanels
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 25066 0 10 40 24 60 2 3 3
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 25233 0 10 40 24 60 2 3 3
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 25433 0 10 40 24 42.24 2 3 3
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 25766 0 10 40 24 24 2 3 3
0 0 0 0 1 2 1 0 0 0 2 1 8 1 0 5 -1 -1 -1 -1 -1 -1 -1 26199 0 10 40 24 24 1 0 3
0 0 0 0 1 2 1 0 0 0 2 1 10 1 0 5 -1 -1 -1 -1 -1 -1 -1 26599 0 10 40 24 24 1 0 3
0 0 0 0 2 1 1 0 0 0 2 1 -22 -1 0 4 -1 -1 -1 -1 -1 -1 -1 27033 0 10 40 24 24 1 0 3
0 0 0 0 1 2 1 0 0 0 2 1 -4 1 0 5 -1 -1 -1 -1 -1 -1 -1 27433 0 10 40 24 24 1 0 3
0 0 0 0 1 2 1 0 0 0 2 1 -1 0 0 5 -1 -1 -1 -1 -1 -1 -1 27866 0 10 40 24 24 7 0 3
0 0 0 0 1 2 1 0 0 0 2 1 -1 0 0 5 -1 -1 -1 -1 -1 -1 -1 28266 0 10 40 24 24 7 0 3
0 0 0 0 1 4 1 0 0 0 2 1 -1 0 0 5 5 5 5 2 0 1 0 28699 0 10 40 24 24 7 0 3
0 0 0 0 1 2 1 0 0 0 2 1 -1 0 0 5 -1 -1 -1 -1 -1 -1 -1 29099 0 10 40 24 24 7 0 3
0 0 0 0 1 2 1 0 0 0 2 1 -2 0 0 5 -1 -1 -1 -1 -1 -1 -1 29533 0 10 40 24 24 2 0 3
0 0 0 0 1 2 1 0 0 0 2 1 -2 0 0 5 -1 -1 -1 -1 -1 -1 -1 29933 0 10 40 25 25 2 0 3
0 0 0 0 1 3 1 0 0 0 2 1 -2 0 0 5 5 5 5 2 1 1 1 30333 0 10 40 25 25 2 0 3
0 0 0 0 1 2 1 0 0 0 2 1 -2 0 0 5 -1 -1 -1 -1 -1 -1 -1 30733 0 10 40 25 25 2 0 3
0 0 0 0 1 2 1 0 0 0 2 1 -2 0 0 5 -1 -1 -1 -1 -1 -1 -1 31133 0 10 40 25 25 8 0 3
0 0 0 0 1 2 1 0 0 0 2 1 -2 0 0 5 -1 -1 -1 -1 -1 -1 -1 31533 0 10 40 26 26 2 3 3
0 0 0 0 1 3 1 0 0 0 2 1 -2 0 0 5 5 5 5 2 1 1 1 31899 0 10 40 26 26 2 3 3
0 0 0 0 1 2 1 0 0 0 2 1 -2 0 0 5 -1 -1 -1 -1 -1 -1 -1 32299 0 10 40 26 26 2 3 3
0 0 0 0 1 2 1 0 0 0 2 1 -2 0 0 5 -1 -1 -1 -1 -1 -1 -1 32666 0 10 40 26 26 2 3 3
0 0 0 0 1 1 2 0 0 0 2 1 27 0 0 6 -1 -1 -1 -1 -1 -1 -1 33066 0 10 40 26 26 1 0 3
0 0 0 0 1 1 4 0 0 0 2 1 37 0 0 6 6 5 5 1 0 1 0 33433 0 10 40 26 26 1 0 3
0 0 0 0 1 1 2 0 0 0 2 1 37 0 0 6 -1 -1 -1 -1 -1 -1 -1 33833 0 10 40 26 26 1 0 3
0 0 0 0 1 1 2 0 0 0 2 1 37 0 0 6 -1 -1 -1 -1 -1 -1 -1 34199 0 10 40 26 26 1 0 3
0 0 0 0 1 1 2 0 0 0 2 1 37 0 0 6 -1 -1 -1 -1 -1 -1 -1 34599 0 10 40 26 26 7 0 3
0 0 0 0 1 1 4 0 0 0 2 1 37 0 0 6 6 5 5 3 0 1 0 34999 0 10 40 26 26 7 0 3
0 0 0 0 1 1 2 0 0 0 2 1 36 0 0 6 -1 -1 -1 -1 -1 -1 -1 35366 0 10 40 26 26 7 0 3
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 35766 0 10 40 26 26 7 0 3
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 36133 0 10 40 26.5 26.5 2 0 3
0 0 0 0 1 3 1 0 0 0 2 1 0 0 0 5 5 5 5 3 1 1 1 36499 0 10 40 26.5 26.5 2 0 3
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 36899 0 10 40 26.5 26.5 2 0 3
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 37266 0 10 40 26.5 26.5 2 0 3
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 37633 0 10 40 26.5 26.5 8 0 3
0 0 0 0 1 4 1 0 0 0 2 1 0 0 0 5 5 5 5 1 0 1 0 38033 0 10 40 26.5 26.5 2 3 3
0 0 0 0 1 2 1 0 0 0 2 1 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 38399 0 10 40 26.5 26.5 2 3 3
0 0 0 0 1 2 1 0 0 0 2 1 7 0 0 5 -1 -1 -1 -1 -1 -1 -1 38766 0 10 40 26.5 26.5 2 3 3
0 0 0 0 1 1 2 0 0 0 2 1 39 0 0 6 -1 -1 -1 -1 -1 -1 -1 39166 0 10 40 26.5 26.5 2 3 3
0 0 0 0 1 1 4 0 0 0 2 1 39 0 0 6 6 5 5 3 0 1 0 39533 0 10 40 26.5 26.5 1 0 3
0 0 0 0 1 1 2 0 0 0 2 1 38 0 0 6 -1 -1 -1 -1 -1 -1 -1 39899 0 10 40 26.5 26.5 1 0 3
0 0 0 0 1 1 2 0 0 0 2 1 38 0 0 6 -1 -1 -1 -1 -1 -1 -1 40299 0 10 40 26.5 26.5 1 0 3
0 0 0 0 1 1 2 0 0 0 2 1 38 0 0 6 -1 -1 -1 -1 -1 -1 -1 40666 0 10 40 26.5 26.5 1 0 3
0 0 0 0 1 1 3 0 0 0 2 1 38 0 0 6 6 5 5 3 1 1 0 41033 0 10 40 26.5 26.5 7 0 3
0 0 0 0 1 1 2 0 0 0 2 1 38 0 0 6 -1 -1 -1 -1 -1 -1 -1 41433 0 10 40 24.5 24.5 7 0 3
