% Tunnel Log: 
% debug seed: 1415050017
%
% SegEncNW { '0'=no panel, '1'=empty panel, '2'=player, '3'=match, '4'=nonmatch, '5'=obstacle, '6'=time warp }
% SegEncN
% SegEncNE
% SegEncE
% SegEncSE
% SegEncS
% SegEncSW
% SegEncW
% Event Number { 0, inf }
% Level Number { 0, inf }
% Task Type { 0=Color/Sound, 1=Shape/Sound, 2=Sound, 3=Holdout, 4=Recess }
% N-Back { 0, inf }
% Player Roll Base { 0, 359 }
% Player Roll Offset { 0, 359 }
% Player Roll Speed { -inf, inf }
% Player Loc { 0=Northwest ... 7=West }
% Pod Loc { -1=N/A, 0=Northwest ... 7=West }
% Pod Color { -1, inf }
% Pod Shape { -1, inf }
% Pod Sound { -1, inf }
% Pod Match { -1=N/A, 0=No, 1=Yes }
% Pod Taken { -1=N/A, 0=No, 1=Yes }
% Pod Zapped { -1=N/A, 0=No, 1=Yes }
% Timestamp (ms)
% Num Obstacles { 0, inf }
% Min Speed { 0, inf }
% Max Speed { 0, inf }
% Base Speed { 0, inf }
% Final Speed { 0, inf }
% Segment Direction { 0=Northwest ... 7=West }
% Segment Angle { 0, inf }
% Segment Panels { 0, inf }
%
% SegEncNW SecEncN SegEncNE SegEncE SegEncSE SegEncS SegEncSW SegEncW EventNumber LevelNumber TaskType N-Back PlayerRollBase PlayerRollOffset PlayerRollSpeed PlayerLoc PodLoc PodColor PodShape PodSound PodMatch PodTaken PodZapped Timestamp NumObs MinSpeed MaxSpeed BaseSpeed FinalSpeed SegmentDir SegmentAngle SegmentPanels
0 0 0 0 1 2 1 0 0 0 4 0 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 107898 0 10 40 20 60 0 1 3
0 0 0 0 1 2 1 0 0 0 4 0 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 108065 0 10 40 20 60 0 1 3
0 0 0 0 1 2 1 0 0 0 4 0 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 108232 0 10 40 20 53.7778 0 1 3
0 0 0 0 1 2 1 0 0 0 4 0 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 108498 0 10 40 20 25.3333 0 1 3
0 0 0 0 1 2 1 0 0 0 4 0 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 108998 0 10 40 20 20 5 3 3
0 0 0 0 1 2 1 0 0 0 4 0 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 109498 0 10 40 20 20 5 3 3
0 0 0 0 1 2 1 0 0 0 4 0 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 109998 0 10 40 20 20 5 3 3
0 0 0 0 1 2 1 0 0 0 4 0 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 110498 0 10 40 20 20 5 3 3
0 0 0 0 1 2 1 0 0 0 4 0 0 0 0 5 -1 -1 -1 -1 -1 -1 -1 110998 0 10 40 20 20 3 0 3
0 0 0 0 2 1 1 0 0 0 4 0 333 -3 116 4 -1 -1 -1 -1 -1 -1 -1 111498 0 10 40 20 20 3 0 3
0 0 0 0 2 1 3 0 0 0 4 0 315 0 0 4 6 4 5 5 1 0 0 111998 0 10 40 20 20 3 0 3
0 0 0 0 2 1 1 0 0 0 4 0 315 0 0 4 -1 -1 -1 -1 -1 -1 -1 112498 0 10 40 20 20 3 0 3
0 0 0 0 1 2 1 0 0 0 4 0 5 1 52 5 -1 -1 -1 -1 -1 -1 -1 112998 0 10 40 20 20 7 3 3
0 0 0 0 1 1 2 0 0 0 4 0 22 1 30 6 -1 -1 -1 -1 -1 -1 -1 113498 0 10 40 20 20 7 3 3
0 0 0 0 1 1 3 0 0 0 4 0 23 0 0 6 6 4 5 5 1 1 0 113998 0 10 40 20 20 7 3 3
0 0 0 0 1 1 2 0 0 0 4 0 23 0 0 6 -1 -1 -1 -1 -1 -1 -1 114465 0 10 40 21 21 7 3 3
0 0 0 0 1 2 1 0 0 0 4 0 22 0 0 5 -1 -1 -1 -1 -1 -1 -1 114931 0 10 40 21 21 8 0 3
0 0 0 0 1 2 1 0 0 0 4 0 10 -1 0 5 -1 -1 -1 -1 -1 -1 -1 115431 0 10 40 21 21 0 1 3
0 0 0 0 1 3 1 0 0 0 4 0 -16 0 0 5 5 4 5 5 1 0 0 115898 0 10 40 21 21 0 1 3
0 0 0 0 1 1 2 0 0 0 4 0 34 1 0 6 -1 -1 -1 -1 -1 -1 -1 116365 0 10 40 21 21 0 1 3
0 0 0 0 1 1 2 0 0 0 4 0 32 0 0 6 -1 -1 -1 -1 -1 -1 -1 116831 0 10 40 21 21 0 1 3
0 0 0 0 1 1 2 0 0 0 4 0 42 0 0 6 -1 -1 -1 -1 -1 -1 -1 117331 0 10 40 21 21 5 3 3
0 0 0 0 3 1 1 0 0 0 4 0 -32 -5 0 4 4 4 5 5 1 0 0 117798 0 10 40 21 21 5 3 3
0 0 0 0 2 1 1 0 0 0 4 0 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 213683 0 10 40 21 21 5 3 3
0 0 0 0 2 1 1 0 0 0 4 0 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 214183 0 10 40 21 21 5 3 3
0 0 0 0 2 1 1 0 0 0 4 0 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 214650 0 10 40 21 21 3 0 3
0 0 0 0 3 1 1 0 0 0 4 0 -44 0 0 4 4 4 5 5 1 1 0 215116 0 10 40 21 21 3 0 3
0 0 0 0 2 1 1 0 0 0 4 0 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 215583 0 10 40 22 22 3 0 3
0 0 0 0 2 1 1 0 0 0 4 0 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 216050 0 10 40 22 22 3 0 3
0 0 0 0 2 1 1 0 0 0 4 0 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 216483 0 10 40 22 22 7 3 3
0 0 0 0 3 1 1 0 0 0 4 0 -44 0 0 4 4 4 5 5 1 1 0 216950 0 10 40 22 22 7 3 3
0 0 0 0 2 1 1 0 0 0 4 0 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 217384 0 10 40 22.5 22.5 7 3 3
0 0 0 0 2 1 1 0 0 0 4 0 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 217850 0 10 40 22.5 22.5 7 3 3
0 0 0 0 2 1 1 0 0 0 4 0 -44 0 0 4 -1 -1 -1 -1 -1 -1 -1 218284 0 10 40 22.5 22.5 8 0 3
0 0 0 0 3 1 1 0 0 0 4 0 -44 0 0 4 4 4 5 5 1 1 0 218717 0 10 40 22.5 22.5 0 1 3
0 0 0 0 1 2 1 0 0 0 4 0 -22 0 0 5 -1 -1 -1 -1 -1 -1 -1 219151 0 10 40 23 23 0 1 3
0 0 0 0 1 2 1 0 0 0 4 0 -15 0 0 5 -1 -1 -1 -1 -1 -1 -1 219584 0 10 40 23 23 0 1 3
0 0 0 0 2 1 1 0 0 0 4 0 -34 0 0 4 -1 -1 -1 -1 -1 -1 -1 220018 0 10 40 23 23 0 1 3
0 0 0 0 3 1 1 0 0 0 4 0 -34 0 0 4 4 4 5 5 1 1 0 220484 0 10 40 23 23 5 3 3
