%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,23,13,0,0,11,bjcaapobldcdcbhiijacagbbckchnibejjaogapaibkpchaj,101110010010110000111011000000000000000000000000
1,22,13,0,0,10,bignckkdcbaaabicpbcofabgifjilcdhbcafabeahhaipooc,100010001111110101100110000000000000000000000000
2,30,16,0,0,15,ccbafoebabeomcemapabchjmmjjabcbcoanfilibekdaccif,111100011100010010111000000111100000000000000000
3,37,14,2,0,22,aochhfenclaoifbeipdbbbeacnncamdbdcpbaincankcbaco,101000000010001000011101100110010101000000000000
4,41,19,0,0,23,jcbegonhbcahabdbnocggcaalpaoblmnjabilccmmcificba,011000001110110100100111001010000110011001000000
5,40,19,1,0,21,eabjlhkccpabcblnlaabcgcojhonajajbhpcbhgabjhclmbl,011000011011010001111010000010101001100110000000
6,35,15,0,0,21,idanhcdbnfajbgclmcbfajchbodjikaekacabdcgbiacmibb,001001010010101001101010100000100111000000000000
7,32,17,1,0,15,cnclkaabkkbbiichcbaahiahcackkbembjlebdhackkahhhd,101001110011001011110010101001001000000000000000
8,38,16,1,1,21,nacpdabcmkhpjbjbjmccgpjdbaabifgbaicgncdaaafbmbme,011001110000010100110000111000011010011000000000
9,28,12,2,0,15,dogpcpblacajbcnadkmafmbbcpbdbidcdklpcahkabbafcki,000010101010100100010011101010000000000000000000
10,35,16,0,1,19,pabjbacomlnmcdalcbbhacnpaapdmfcgmidbicgbbpbdcpga,011011100000101011101100110100100001000000000000
11,27,12,0,0,16,hngbcmaacebbgchcfakeimdbjomamcgbgiaafgjfbcppabca,000110111011010101000001000100000000000000000000
