%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486157100124,1486157106822
1,1,34,34,0,1486157107824,1486157114323
2,0,15,15,0,1486157128225,1486157136090
2,1,73,73,0,1486157137092,1486157143324
2,2,164,164,0,1486157144326,1486157153024
2,3,705,705,0,1486157153993,1486157162658
2,4,2173,2173,0,1486157163627,1486157173959
2,5,1504,1504,0,1486157174927,1486157185526
2,6,42350,24350,0,1486157186528,1486157205696
2,7,24061,24601,1,1486157206696,1486157229862
3,0,60,06,0,1486157242915,1486157251647
3,1,24,42,0,1486157252648,1486157259880
4,0,25,52,0,1486157275483,1486157283415
4,1,63,36,0,1486157284418,1486157290549
4,2,574,475,0,1486157291551,1486157299883
4,3,207,702,0,1486157300852,1486157308950
4,4,7305,5037,0,1486157309952,1486157319917
4,5,4130,0314,0,1486157320886,1486157330518
4,6,35741,14753,0,1486157331520,1486157344318
4,7,70526,62507,0,1486157345287,1486157357219
4,8,607251,152706,0,1486157358221,1486157374387
4,9,270643,3460725,0,1486157375389,1486157390954
4,10,0416327,7236140,0,1486157391923,1486157413323
4,11,5632041,1402365,0,1486157414324,1486157431957
4,12,48256132,23168524,0,1486157432958,1486157465859
4,13,04523765,57635240,0,1486157466861,1486157490927
