%Recollect Version 2.3. Scene/Level: nback1, Session: 2, GameNumber: 4
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,3,1,3,0,2.13074,1488391313959,4.63092,1488391316459
0,3,1,3,2,5.13092,1488391316950,7.63098,1488391319453
0,3,1,3,7,8.13104,1488391319950,10.63129,1488391322454
0,3,1,1,0,11.13123,1488391322950,11.99854,1488391323820
0,3,1,0,3,14.13141,1488391325950,16.63177,1488391328454
0,3,1,2,3,17.13177,1488391328951,19.63165,1488391331454
0,3,1,0,1,20.13177,1488391331951,22.63208,1488391334453
0,3,1,0,4,23.13171,1488391334950,25.63202,1488391337453
0,3,1,2,0,26.13214,1488391337952,28.63226,1488391340455
0,3,1,0,2,29.13257,1488391340952,31.63300,1488391343455
0,3,1,1,4,32.13245,1488391343951,32.93243,1488391344754
0,3,1,0,6,35.13269,1488391346951,37.63306,1488391349454
0,3,1,0,7,38.13354,1488391349953,40.63330,1488391352455
0,3,1,0,1,41.13293,1488391352953,43.63324,1488391355457
0,3,1,2,1,44.13361,1488391355953,46.63312,1488391358455
0,3,1,1,7,47.13318,1488391358952,48.30005,1488391360122
0,3,1,1,1,50.13348,1488391361954,50.97107,1488391362792
0,3,1,2,7,53.10022,1488391364920,55.60120,1488391367422
0,3,1,0,3,56.10059,1488391367920,58.60114,1488391370423
0,3,1,0,4,59.10065,1488391370921,61.60077,1488391373422
0,3,1,0,2,62.10089,1488391373920,64.60089,1488391376423
0,3,1,2,2,65.10114,1488391376921,67.60114,1488391379424
0,3,1,0,6,68.10120,1488391379921,70.60138,1488391382423
0,3,1,2,6,71.10138,1488391382923,73.60162,1488391385423
0,3,1,1,2,74.10181,1488391385921,75.20294,1488391387025
0,3,1,1,6,77.10199,1488391388923,77.96832,1488391389791
0,3,1,1,6,80.10175,1488391391922,80.96893,1488391392791
0,3,1,2,6,83.10217,1488391394921,85.60211,1488391397424
0,3,1,0,3,86.10199,1488391397921,88.60205,1488391400421
0,3,1,2,2,89.10229,1488391400923,91.60242,1488391403424
0,3,1,2,2,92.10260,1488391403922,94.60260,1488391406425
0,3,1,0,7,95.10284,1488391406922,97.60297,1488391409426
0,3,1,1,2,98.10266,1488391409922,99.03595,1488391410856
0,3,1,2,7,101.10300,1488391412922,103.60310,1488391415425
0,3,1,1,7,104.10300,1488391415922,104.93680,1488391416759
0,3,1,0,1,107.06990,1488391418889,109.57030,1488391421391
0,3,1,0,4,110.07030,1488391421889,112.57100,1488391424392
0,3,1,1,7,113.07080,1488391424889,113.87050,1488391425691
0,3,1,1,1,116.07070,1488391427890,116.90420,1488391428727
0,3,1,2,1,119.07070,1488391430889,121.57080,1488391433393
0,3,1,1,7,122.07070,1488391433889,124.23750,1488391436060
0,3,1,2,7,125.07180,1488391436891,127.57230,1488391439394
0,3,1,0,2,128.07150,1488391439891,130.57130,1488391442395
