%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486172852511,1486172860410
1,1,34,34,0,1486172861413,1486172868377
2,0,52,52,0,1486172875012,1486172881444
2,1,36,36,0,1486172882446,1486172888911
2,2,368,368,0,1486172889880,1486172898145
2,3,208,208,0,1486172899114,1486172907346
2,4,2306,2306,1,1486172908347,1486172924013
2,5,5047,5047,0,1486172925015,1486172935714
2,6,41075,41075,0,1486172936682,1486172950381
2,7,31620,31620,0,1486172951383,1486172967049
2,8,281376,281367,0,1486172968052,1486172984383
2,9,816508,816508,0,1486172985385,1486173001718
2,10,4806317,480613,0,1486173002720,1486173021352
2,11,0851680,0851680,0,1486173022321,1486173040120
2,12,47081536,4715863,0,1486173041122,1486173062988
2,13,25408016,25048516,0,1486173063990,1486173083340
3,0,60,06,0,1486173090458,1486173096723
3,1,24,42,0,1486173097725,1486173104123
4,0,51,15,0,1486173109092,1486173115491
4,1,37,73,0,1486173116492,1486173122724
4,2,630,036,0,1486173123727,1486173131825
4,3,580,085,0,1486173132794,1486173141059
4,4,5683,3865,0,1486173142060,1486173152059
4,5,2841,1824,1,1486173153061,1486173169460
4,6,47812,21874,0,1486173170429,1486173183261
4,7,03415,51430,0,1486173184230,1486173197395
4,8,507613,317605,0,1486173198397,1486173216597
4,9,073280,082730,0,1486173217599,1486173233331
