%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,17,11,0,0,7,obmbaccepagbbamaecphpmjlcbmpicniacdbhijikacabeap,010111100101110101000000000000000000000000000000
1,35,17,0,0,19,bgbacpolceaailmgbopabiiccbcgeghhchaabpmhhfaicmcb,101110001011000010011001111000001011000000000000
2,35,15,1,0,20,hkiolbkcboaagcgohkahhbbhccahcabkgopbhcnikacbahbi,000001001011010000100110111011100001000000000000
3,25,13,1,0,12,ankcecpbhbaccojoaibbgaiapafjichiclbfbjhcapncadoh,100101010110100010110101010000000000000000000000
4,28,13,1,0,15,gcnadbcbacnkbgoniabpcoanaifbhackcjbkejeaickadkcf,010101111100100001001010100100000000000000000000
5,32,14,3,0,16,icdamagopffcjbblamokcgacobbnbaccbhfkapfcgailebch,010101000001011010001010011011100000000000000000
6,28,13,1,0,15,aldbcfpenbkomlfcaclbflbcapacabdaonbflecacbclmjnj,100110000100000101010011101110000000000000000000
7,33,14,0,0,20,mhbachpoabcgjabojdcfmbfeacgnlpakibmbapeoccdccbnb,001110001110011000100100110000100100000000000000
8,31,15,0,0,17,hgdebeiahblccaceibjgacfgbaiaenccjobbajgkacibbnih,000010010101111001001100110100110000000000000000
9,31,13,2,0,17,idobkdaicgbhjaikdcbacacflhpibbabmdcpghpcacaebofb,000100101010010001101110000011010000000000000000
10,29,14,1,0,15,cnfbcbadlakjbfepcbocgapiaaaigcelnbbcidjplpaeamcb,100101100100100011010100111001000000000000000000
11,30,15,0,0,16,babcajdhdccgcmiamhbbmiffalecaecjapmbhbnbgclbonmc,111110000110100100110000100110100000000000000000
