%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487797491728,1487797498347
1,1,34,34,0,1487797499316,1487797506581
2,0,15,15,0,1487797511816,1487797518548
2,1,73,73,0,1487797519551,1487797526116
2,2,164,164,0,1487797527117,1487797535516
2,3,705,705,0,1487797536518,1487797545550
2,4,2173,2173,0,1487797546551,1487797557451
2,5,1504,1504,0,1487797558453,1487797569351
2,6,42350,42350,0,1487797570353,1487797582952
2,7,24061,24061,0,1487797583920,1487797596586
2,8,061743,071643,0,1487797597588,1487797612920
2,9,625037,625304,0,1487797613922,1487797630855
3,0,60,06,0,1487797637458,1487797643855
3,1,24,42,0,1487797644858,1487797651322
4,0,25,52,0,1487797655891,1487797663256
4,1,63,36,0,1487797664226,1487797670458
4,2,574,475,0,1487797671459,1487797679658
4,3,207,702,0,1487797680660,1487797689258
4,4,7305,5037,0,1487797690227,1487797700592
4,5,4130,0314,0,1487797701560,1487797712360
4,6,35741,14753,0,1487797713362,1487797727327
4,7,70526,60547,0,1487797728329,1487797741794
4,8,607251,152806,0,1487797742796,1487797758162
4,9,270643,346082,0,1487797759164,1487797779964
