%Recollect Version 2.3; iPad: ; User: Rlb101; Session: 0
%Span:2,Continent,Difficulty,Game Number,Highest Span Length Achieved,Current Span Length
%NBack:4,Game Number,Scene/Level Played,Highest N Level Achieved,Current N Level
%MultiObject:8,Continent,Difficulty,Game Number,Highest Number of Concurrent Bugs,Current Number of Concurrent Bugs
%LameBack:32,Algorithm,Session,GameNumber,Accuracy,EndingNLevel,HighestNLevel,BayesianEstimates
32,5,0,8,1,1,0,algoNotBayesian
32,5,0,8,1,2,2,algoNotBayesian
32,5,0,8,1,3,3,algoNotBayesian
32,5,0,8,0.5,4,4,algoNotBayesian
32,5,0,8,0.6666667,3,4,algoNotBayesian
32,5,0,8,1,2,4,algoNotBayesian
32,5,0,8,0.6666667,3,4,algoNotBayesian
32,5,0,8,0.7857143,2,4,algoNotBayesian
32,5,0,8,1,2,4,algoNotBayesian
32,5,0,8,0.4444444,3,4,algoNotBayesian
32,5,0,8,1,2,4,algoNotBayesian
32,5,0,8,0.5555556,3,4,algoNotBayesian
32,5,0,8,0.5833333,2,4,algoNotBayesian
32,5,0,8,1,1,4,algoNotBayesian
32,5,0,8,0.5,2,4,algoNotBayesian
32,5,0,8,0.25,1,4,algoNotBayesian
32,5,0,8,0.6363636,1,4,algoNotBayesian
32,5,0,8,0.5833333,1,4,algoNotBayesian
32,5,1,0,0.9166667,2,4,algoNotBayesian
32,5,1,0,0.5,3,4,algoNotBayesian
32,5,1,0,0.7142857,2,4,algoNotBayesian
32,5,1,0,1,2,4,algoNotBayesian
32,5,1,0,1,3,4,algoNotBayesian
32,5,1,0,0.4285714,4,4,algoNotBayesian
32,5,1,0,0.5714286,3,4,algoNotBayesian
32,5,1,0,1,2,4,algoNotBayesian
32,5,1,0,0.4,3,4,algoNotBayesian
32,5,1,0,1,2,4,algoNotBayesian
32,5,1,0,0.625,3,4,algoNotBayesian
32,5,1,0,0.9090909,2,4,algoNotBayesian
32,5,1,0,0.5,3,4,algoNotBayesian
32,5,1,0,1,2,4,algoNotBayesian
32,5,1,0,0.8461539,3,4,algoNotBayesian
32,5,1,0,1,4,4,algoNotBayesian
32,5,1,0,0.4,5,5,algoNotBayesian
32,5,1,0,0.8571429,4,5,algoNotBayesian
32,5,2,0,0.5,4,5,algoNotBayesian
32,5,2,0,0.5294118,3,5,algoNotBayesian
32,5,2,0,0.8888889,2,5,algoNotBayesian
32,5,2,0,0,3,5,algoNotBayesian
32,5,2,0,0.5,2,5,algoNotBayesian
32,5,2,0,0,2,5,algoNotBayesian
32,5,2,0,0.6,2,5,algoNotBayesian
32,5,2,0,0.625,2,5,algoNotBayesian
32,5,2,0,1,2,5,algoNotBayesian
32,5,2,0,0,3,5,algoNotBayesian
32,5,2,0,0.8571429,2,5,algoNotBayesian
32,5,2,0,0.6666667,3,5,algoNotBayesian
32,5,2,0,0.3333333,2,5,algoNotBayesian
32,5,2,0,1,2,5,algoNotBayesian
32,5,2,0,0.3333333,3,5,algoNotBayesian
32,5,2,0,1,2,5,algoNotBayesian
32,5,2,0,0.4285714,3,5,algoNotBayesian
32,5,2,0,0.3333333,2,5,algoNotBayesian
32,5,2,0,1,2,5,algoNotBayesian
32,5,2,0,0.25,3,5,algoNotBayesian
32,5,2,0,1,2,5,algoNotBayesian
32,5,3,0,1,2,5,algoNotBayesian
32,5,3,0,0,3,5,algoNotBayesian
32,5,3,0,1,2,5,algoNotBayesian
32,5,3,0,1,3,5,algoNotBayesian
32,5,3,0,0.5,4,5,algoNotBayesian
32,5,3,0,0.5,3,5,algoNotBayesian
32,5,3,0,0.8888889,2,5,algoNotBayesian
32,5,3,0,0.3333333,3,5,algoNotBayesian
32,5,3,0,1,2,5,algoNotBayesian
32,5,3,0,0.3333333,3,5,algoNotBayesian
32,5,3,0,0.875,2,5,algoNotBayesian
32,5,3,0,0,3,5,algoNotBayesian
32,5,3,0,1,2,5,algoNotBayesian
32,5,3,0,0.6666667,3,5,algoNotBayesian
32,5,3,0,1,2,5,algoNotBayesian
32,5,3,0,0,3,5,algoNotBayesian
32,5,3,0,1,2,5,algoNotBayesian
32,5,3,0,0.6923077,3,5,algoNotBayesian
