%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,2,1486173309551,-1,1486173309018
6,0,2,1,1,1,2,1486173312585,1486173313685,1486173312054
6,0,3,1,1,0,1,1486173315618,-1,1486173315088
6,0,4,1,1,0,5,1486173318652,-1,1486173318121
6,0,5,1,1,0,2,1486173321685,-1,1486173321154
6,0,6,1,1,1,2,1486173324719,1486173326019,1486173324188
6,0,7,1,1,0,4,1486173327785,-1,1486173327254
6,0,8,1,1,0,0,1486173330852,-1,1486173330321
6,0,9,1,1,1,0,1486173333886,1486173334819,1486173333355
6,0,10,1,1,0,5,1486173336952,-1,1486173336422
6,0,11,1,1,0,6,1486173339986,-1,1486173339455
6,1,1,1,1,3,0,1486173358554,-1,1486173358021
6,1,2,1,1,0,6,1486173361621,-1,1486173361090
6,1,3,1,1,0,7,1486173364654,-1,1486173364126
6,1,4,1,1,1,7,1486173367721,1486173368355,1486173367191
6,1,5,1,1,0,2,1486173370755,-1,1486173370224
6,1,6,1,1,1,2,1486173373821,1486173374655,1486173373291
6,1,7,1,1,0,1,1486173376855,-1,1486173376324
6,1,8,1,1,1,1,1486173379922,1486173380756,1486173379390
6,1,9,1,1,0,3,1486173382922,-1,1486173382426
6,1,10,1,1,0,2,1486173385989,-1,1486173385459
6,1,11,1,1,0,1,1486173389056,-1,1486173388525
6,1,12,1,1,1,1,1486173392089,1486173393023,1486173391558
6,1,13,1,1,0,6,1486173395089,-1,1486173394593
6,1,14,1,1,0,7,1486173398156,-1,1486173397625
6,1,15,1,1,0,2,1486173401189,-1,1486173400659
6,1,16,1,1,0,0,1486173404256,-1,1486173403726
6,1,17,1,1,0,1,1486173407290,-1,1486173406759
6,1,18,1,1,0,4,1486173410357,-1,1486173409826
6,1,19,1,1,1,4,1486173413390,1486173414291,1486173412893
6,1,20,1,1,0,3,1486173416457,-1,1486173415926
