%Recollect Version 2.3. Scene/Level: , Session: 12, GameNumber: 7
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,0,0,1487809484333,1487809485066
1,1,1,1,1,1487809486067,1487809486666
1,2,1,1,1,1487809487667,1487809488199
1,3,1,0,0,1487809489168,1487809489733
2,0,1,1,1,1487809491450,1487809492416
2,1,1,1,1,1487809493417,1487809494117
2,2,1,0,0,1487809495117,1487809495783
2,3,1,0,0,1487809496751,1487809497316
2,4,1,0,0,1487809498317,1487809498917
2,5,1,1,1,1487809499884,1487809500483
2,6,1,1,1,1487809501484,1487809502383
2,7,1,0,0,1487809503384,1487809504051
2,8,1,1,1,1487809505018,1487809505617
2,9,1,1,1,1487809506585,1487809507117
2,10,1,0,0,1487809508118,1487809508651
2,11,1,0,0,1487809509651,1487809510217
3,0,0,1,0,1487809512852,1487809513517
3,1,0,1,0,1487809514518,1487809515184
3,2,0,0,1,1487809516186,1487809516783
3,3,0,0,1,1487809517785,1487809518384
4,0,0,0,1,1487809523002,1487809523635
4,1,0,0,1,1487809524635,1487809525235
4,2,0,1,0,1487809526202,1487809526768
4,3,0,0,1,1487809527736,1487809528302
4,4,0,1,0,1487809529302,1487809531101
4,5,0,1,0,1487809532069,1487809532635
4,6,0,1,0,1487809533636,1487809534168
4,7,0,0,1,1487809535169,1487809535735
4,8,0,1,0,1487809536703,1487809537301
4,9,0,0,1,1487809538270,1487809538836
4,10,0,0,1,1487809539803,1487809540469
4,11,0,1,0,1487809541470,1487809542136
5,0,1,1,0,1487809544054,1487809544786
5,1,0,0,1,1487809545787,1487809547019
5,2,1,0,0,1487809548021,1487809549019
5,3,0,1,0,1487809550020,1487809551887
6,0,1,0,0,1487809553654,1487809554453
6,1,0,1,0,1487809555421,1487809556553
6,2,1,0,0,1487809557521,1487809558320
6,3,1,1,1,1487809559287,1487809560120
6,4,1,1,1,1487809561087,1487809561753
6,5,0,0,1,1487809562721,1487809563587
6,6,1,1,1,1487809564554,1487809565254
6,7,0,0,1,1487809566254,1487809567120
6,8,1,1,1,1487809568088,1487809568754
6,9,1,1,1,1487809569755,1487809570420
6,10,1,1,1,1487809571388,1487809572021
6,11,0,0,1,1487809572988,1487809573887
6,12,1,0,0,1487809574888,1487809575721
6,13,1,0,0,1487809576722,1487809577454
6,14,1,1,1,1487809578422,1487809579088
6,15,0,0,1,1487809580055,1487809580921
6,16,0,0,1,1487809581889,1487809582688
6,17,0,1,0,1487809583656,1487809584354
6,18,1,0,0,1487809585355,1487809586288
6,19,1,0,0,1487809587256,1487809587955
6,20,0,0,1,1487809588956,1487809589822
6,21,0,1,0,1487809590790,1487809591622
6,22,0,0,1,1487809592589,1487809593589
6,23,1,1,1,1487809594590,1487809595389
6,24,1,0,0,1487809596356,1487809597089
6,25,0,1,0,1487809598090,1487809598888
6,26,0,1,0,1487809599855,1487809600555
6,27,0,0,1,1487809601555,1487809602256
6,28,1,0,0,1487809603223,1487809603956
6,29,0,1,0,1487809604923,1487809605789
6,30,0,0,1,1487809606790,1487809607623
6,31,0,1,0,1487809608623,1487809609323
6,32,1,1,1,1487809610291,1487809611123
6,33,0,0,1,1487809612125,1487809613057
6,34,0,1,0,1487809614057,1487809614790
6,35,1,1,1,1487809615790,1487809616590
6,36,0,1,0,1487809617591,1487809618390
6,37,1,0,0,1487809619391,1487809620257
6,38,1,1,1,1487809621225,1487809622057
6,39,0,0,1,1487809623025,1487809623957
6,40,0,1,0,1487809624958,1487809625691
6,41,1,0,0,1487809626691,1487809627490
6,42,0,1,0,1487809628490,1487809629290
6,43,1,0,0,1487809630257,1487809631057
6,44,1,1,1,1487809632025,1487809632857
6,45,0,0,1,1487809633825,1487809634724
6,46,1,0,0,1487809635724,1487809636490
6,47,0,1,0,1487809637457,1487809638257
