%Recollect Version 2.3. Scene/Level: , Session: 20, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487970532676,1487970539141
1,1,34,34,0,1487970540143,1487970546242
2,0,15,15,0,1487970551677,1487970558509
2,1,73,73,0,1487970559512,1487970565543
2,2,164,164,0,1487970566511,1487970576077
2,3,705,705,0,1487970577079,1487970586044
2,4,2173,2173,0,1487970587012,1487970597078
2,5,1504,1504,0,1487970598046,1487970608678
2,6,42350,42350,0,1487970609680,1487970621412
2,7,24061,24061,0,1487970622415,1487970634646
2,8,061743,061743,0,1487970635615,1487970649147
2,9,625037,625037,0,1487970650149,1487970665215
2,10,7152305,7152305,0,1487970666217,1487970684449
2,11,3157264,3157264,0,1487970685451,1487970704050
2,12,64527631,64527613,0,1487970705019,1487970732269
2,13,05631742,05631724,0,1487970733271,1487970763437
3,0,60,06,0,1487970768323,1487970774288
3,1,24,42,0,1487970775290,1487970781788
4,0,25,52,0,1487970785357,1487970792622
4,1,63,36,0,1487970793624,1487970799256
4,2,574,475,0,1487970800224,1487970807990
4,3,207,702,0,1487970808958,1487970816857
4,4,7305,5037,0,1487970817859,1487970827791
4,5,4130,0314,0,1487970828760,1487970839458
4,6,35741,14753,1,1487970840460,1487970855126
4,7,70526,62507,0,1487970856094,1487970873593
4,8,607251,152706,0,1487970874562,1487970888927
4,9,270643,,0,1487970889896,1487970920329
4,10,0416327,2731640,0,1487970921365,1487970936263
4,11,5632041,1402365,0,1487970937232,1487970955198
4,12,48256132,23165284,0,1487970956200,1487970974966
4,13,04523765,56732540,0,1487970975934,1487970996634
4,14,164751473,374156471,0,1487970997602,1487971022769
4,15,451387620,027651438,0,1487971023737,1487971048137
