%Recollect Version 2.3. Scene/Level: , Session: 23, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,2,1488234941827,-1,1488234941294
6,0,2,1,1,1,2,1488234944894,1488234945594,1488234944364
6,0,3,1,1,0,7,1488234947927,-1,1488234947396
6,0,4,1,1,0,3,1488234950994,-1,1488234950463
6,0,5,1,1,1,3,1488234954061,1488234954728,1488234953530
6,0,6,1,1,0,1,1488234957061,-1,1488234956564
6,0,7,1,1,1,1,1488234960128,1488234960761,1488234959597
6,0,8,1,1,0,3,1488234963195,-1,1488234962664
6,0,9,1,1,0,6,1488234966228,-1,1488234965700
6,0,10,1,1,0,0,1488234969295,-1,1488234968765
6,0,11,1,1,0,4,1488234972329,-1,1488234971798
6,1,1,1,1,3,7,1488234977396,-1,1488234976896
6,1,2,1,1,0,0,1488234980462,-1,1488234979932
6,1,3,1,1,0,7,1488234983496,-1,1488234982966
6,1,4,1,1,0,1,1488234986529,-1,1488234986000
6,1,5,1,1,0,4,1488234989596,-1,1488234989066
6,1,6,1,1,0,3,1488234992663,-1,1488234992133
6,1,7,1,1,0,7,1488234995730,-1,1488234995199
6,1,8,1,1,0,4,1488234998797,-1,1488234998266
6,1,9,1,1,0,3,1488235001830,-1,1488235001300
6,1,10,1,1,0,6,1488235004897,-1,1488235004366
6,1,11,1,1,0,0,1488235007930,-1,1488235007400
6,1,12,1,1,1,0,1488235010964,1488235011564,1488235010433
6,1,13,1,1,0,1,1488235013998,-1,1488235013500
6,1,14,1,1,1,1,1488235017064,1488235017565,1488235016534
6,1,15,1,1,1,1,1488235020131,1488235020865,1488235019601
6,1,16,1,1,1,1,1488235023198,1488235023865,1488235022668
6,1,17,1,1,0,2,1488235026231,-1,1488235025701
6,1,18,1,1,0,3,1488235029298,-1,1488235028769
6,1,19,1,1,0,7,1488235032365,-1,1488235031835
6,1,20,1,1,1,7,1488235035399,1488235035966,1488235034868
6,1,21,1,1,1,7,1488235038432,1488235039299,1488235037936
6,2,1,2,1,3,4,1488235084868,-1,1488235084368
6,2,2,2,1,3,0,1488235087935,-1,1488235087406
6,2,3,2,1,0,2,1488235090968,-1,1488235090438
6,2,4,2,1,0,6,1488235094002,-1,1488235093471
6,2,5,2,1,1,2,1488235097069,1488235097603,1488235096538
6,2,6,2,1,0,5,1488235100102,-1,1488235099572
6,2,7,2,1,0,3,1488235103136,-1,1488235102606
6,2,8,2,0,0,1,1488235106203,1488235108003,1488235105672
6,2,9,2,1,1,3,1488235109270,1488235109903,1488235108739
6,2,10,2,1,1,1,1488235112336,1488235113203,1488235111806
6,2,11,2,1,0,4,1488235115370,-1,1488235114840
6,2,12,2,1,0,7,1488235118437,-1,1488235117907
6,3,1,2,1,3,1,1488235125231,-1,1488235124698
6,3,2,2,1,3,6,1488235128298,-1,1488235127767
6,3,3,2,1,0,5,1488235131332,-1,1488235130800
6,3,4,2,1,0,0,1488235134398,-1,1488235133868
6,3,5,2,1,0,1,1488235137432,-1,1488235136901
6,3,6,2,1,0,4,1488235140498,-1,1488235139968
6,3,7,2,1,1,1,1488235143532,1488235144567,1488235143002
6,3,8,2,1,0,3,1488235146599,-1,1488235146069
