%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,4F,4F,,,0,1486428904830,,1486428907192,1486428911027
3,1,2,8B,8B,,,0,1486428913031,,1486428915393,1486428917293
3,2,3,C12,C12,,,0,1486428919264,,1486428922760,1486428925427
3,3,3,034,034,,,0,1486428927432,,1486428930927,1486428932894
10,0,0,,,0,0,0,1486428956629,1486428956629,1486428930927,1486428962696
10,1,0,,,1,1,0,1486428964696,1486428964696,1486428930927,1486428967996
10,2,0,,,0,0,0,1486428969997,1486428969997,1486428930927,1486428974097
10,3,0,,,0,0,0,1486428976098,1486428976098,1486428930927,1486428980663
10,4,0,,,1,1,0,1486428982664,1486428982664,1486428930927,1486428986130
10,5,0,,,0,0,0,1486428988131,1486428988131,1486428930927,1486428994164
10,6,0,,,0,0,0,1486428996132,1486428996132,1486428930927,1486428997997
10,7,0,,,1,1,0,1486428999966,1486428999966,1486428930927,1486429002998
10,8,0,,,1,1,0,1486429004965,1486429004965,1486428930927,1486429008498
10,9,0,,,0,0,0,1486429010499,1486429010499,1486428930927,1486429015832
10,10,0,,,1,1,0,1486429017833,1486429017833,1486428930927,1486429021266
10,11,0,,,1,1,0,1486429023234,1486429023233,1486428930927,1486429027766
10,12,0,,,0,0,0,1486429029733,1486429029733,1486428930927,1486429037633
10,13,0,,,1,1,0,1486429039634,1486429039634,1486428930927,1486429044367
10,14,0,,,0,0,0,1486429046335,1486429046334,1486428930927,1486429048200
10,15,0,,,1,1,0,1486429050201,1486429050201,1486428930927,1486429053168
13,0,2,94,94,00,00,0,1486429064440,1486429071906,1486429076707,1486429081336
13,1,2,69,69,01,01,0,1486429083341,1486429089408,1486429092576,1486429094636
13,2,2,B0,B0,00,00,0,1486429096608,1486429103175,1486429104842,1486429109071
14,0,2,72,72,10,10,0,1486429116675,1486429123909,1486429125776,1486429127939
14,1,4,34FB,34FB,1100,1100,0,1486429129943,1486429149711,1486429152512,1486429157474
14,2,3,C3F,C3F,110,1Z0,0,1486429159445,1486429177146,1486429179647,1486429184541
14,3,3,B05,B05,100,100,0,1486429186546,1486429196681,1486429198114,1486429200276
14,4,4,5DA1,5DA1,0100,0100,0,1486429202247,1486429215381,1486429217849,1486429220243
14,5,5,867F0,867F0,11110,01110,0,1486429222252,1486429241550,1486429243616,1486429246545
14,6,5,D7F35,D7F36,01000,01000,0,1486429248517,1486429264750,1486429266753,1486429273246
14,7,5,F36B8,F36B4,01011,01011,0,1486429275252,1486429292886,1486429296786,1486429303350
14,8,4,6058,6195,0101,0101,1,1486429305353,1486429320486,1486429324688,1486429336250
14,9,3,E5A,E5A,100,100,0,1486429338223,1486429351122,1486429353790,1486429356119
14,10,2,0C,0C,00,00,0,1486429358122,1486429363556,1486429364990,1486429367918
14,11,2,9B,9B,11,11,0,1486429369923,1486429376991,1486429380391,1486429382419
