%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1487888178251,1487888181252,1487888189294
1,G4,G,4,1487888190818,1487888193825,1487888200890
2,3W5,W,35,1487888202419,1487888206924,1487888211853
3,T7L,TL,7,1487888213386,1487888217889,1487888225054
4,1JA,AJ,1,1487888228087,1487888232588,1487888237942
0,F4,F,4,1487888242638,1487888245606,1487888250744
1,1J,J,1,1487888252272,1487888255273,1487888259455
2,A7,A,7,1487888260989,1487888263990,1487888269333
3,L1H,HL,1,1487888270856,1487888275362,1487888282894
4,T2S,ST,2,1487888284424,1487888288929,1487888295029
5,K43,K,34,1487888296557,1487888301060,1487888306787
6,R5B2,BR,25,1487888308309,1487888314310,1487888319487
7,N3L9,LN,39,1487888321009,1487888327010,1487888337410
8,5V8P,PV,58,1487888338943,1487888344949,1487888349672
9,4M7S1,MS,147,1487888351227,1487888358732,1487888367762
10,L3E1D,DEL,13,1487888369295,1487888376797,1487888383916
11,9M6K2,KM,269,1487888385446,1487888392951,1487888410997
12,D1B5R9,BDR,159,1487888412533,1487888421499,1487888428288
13,G9T2A5,AGT,259,1487888429815,1487888438818,1487888446857
14,3W5A1G,AGW,135,1487888448383,1487888457384,1487888463633
15,B6H7A5K,ABHK,567,1487888465167,1487888475669,1487888487385
16,8H4R1C2,AHR,248,1487888488918,1487888499420,1487888516626
17,C7B5N9Y,BCNY,579,1487888518153,1487888528656,1487888534847
18,3Q8D4R6F,DQRH,348,1487888536371,1487888548374,1487888564127
19,P2H8F4Y6,HPRY,2468,1487888565656,1487888577658,1487888592593
20,7D9T3E4S,DHRT,3479,1487888594125,1487888606126,1487888620376
