%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 0
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1487007942416
1,0,3,1487007945849
1,0,4,1487007948151
1,0,6,1487007949749
2,0,6,1487007951083
1,0,8,1487007953916
1,0,11,1487007955451
1,0,12,1487007956683
1,0,13,1487007958017
9,0,-1,1487007960050
1,1,4,1487007963117
-1,1,3,1487007964951
-1,1,3,1487007966417
-1,1,3,1487007967151
-1,1,3,1487007968150
-1,1,3,1487007969084
-1,1,3,1487007970551
-1,1,3,1487007971352
1,1,6,1487007973184
1,1,7,1487007975118
1,1,12,1487007977418
1,1,15,1487007978719
-1,1,14,1487007980418
9,1,-1,1487007981056
1,2,0,1487007982853
1,2,4,1487007984518
1,2,8,1487007986285
1,2,9,1487007987652
1,2,10,1487007988686
1,2,12,1487007991852
1,2,13,1487007993019
1,2,15,1487007995453
1,2,16,1487007997319
1,2,17,1487007998352
1,2,19,1487007999920
2,2,19,1487008000419
9,2,-1,1487008002087
-1,2,20,1487008002286
1,3,2,1487008005219
1,3,3,1487008007020
1,3,5,1487008008620
1,3,10,1487008012721
1,3,13,1487008014753
1,3,15,1487008016187
1,3,17,1487008017754
1,3,18,1487008018720
1,3,20,1487008020087
1,3,25,1487008021787
2,3,25,1487008022821
9,3,-1,1487008023089
-1,3,24,1487008023554
1,4,1,1487008025321
1,4,4,1487008027387
1,4,5,1487008027987
1,4,10,1487008030388
1,4,13,1487008032488
1,4,14,1487008033955
1,4,17,1487008038521
1,4,19,1487008040155
1,4,21,1487008041722
9,4,-1,1487008044090
-1,4,25,1487008044522
1,5,3,1487008046322
2,5,3,1487008047123
1,5,2,1487008048455
1,5,6,1487008051023
1,5,7,1487008051655
1,5,10,1487008053689
1,5,11,1487008056789
1,5,13,1487008060123
1,5,16,1487008062056
1,5,18,1487008063590
1,5,20,1487008064891
9,5,-1,1487008065090
1,6,3,1487008067856
2,6,3,1487008068523
1,6,5,1487008069923
1,6,7,1487008071323
1,6,8,1487008072254
1,6,10,1487008073483
1,6,14,1487008074712
1,6,15,1487008076246
1,6,16,1487008077113
1,6,17,1487008077712
1,6,18,1487008078546
1,6,19,1487008079279
1,6,21,1487008080713
1,6,22,1487008081379
1,6,29,1487008084646
1,6,31,1487008086013
9,6,-1,1487008086080
1,7,1,1487008088447
1,7,7,1487008091080
1,7,9,1487008093114
1,7,11,1487008094414
1,7,12,1487008095247
1,7,14,1487008096714
1,7,19,1487008099514
1,7,21,1487008101415
1,7,22,1487008102649
1,7,23,1487008103115
1,7,25,1487008104848
1,7,26,1487008105447
1,7,27,1487008106215
9,7,-1,1487008107082
1,8,2,1487008109348
1,8,3,1487008111148
1,8,4,1487008112315
1,8,5,1487008112982
1,8,7,1487008113881
1,8,8,1487008114181
1,8,11,1487008115215
1,8,12,1487008115782
1,8,14,1487008116848
1,8,16,1487008117515
1,8,17,1487008118015
1,8,19,1487008118949
2,8,19,1487008119582
1,8,20,1487008121682
1,8,22,1487008123116
1,8,26,1487008125115
1,8,29,1487008126415
1,8,31,1487008127815
9,8,-1,1487008128083
1,9,1,1487008130249
1,9,3,1487008131882
1,9,7,1487008134383
1,9,8,1487008135483
1,9,10,1487008137316
1,9,11,1487008138716
1,9,12,1487008139583
1,9,16,1487008141750
1,9,18,1487008142717
1,9,20,1487008143616
1,9,21,1487008144550
1,9,22,1487008145550
1,9,24,1487008147318
1,9,25,1487008148518
1,9,26,1487008148983
9,9,-1,1487008149083
1,10,2,1487008155517
1,10,5,1487008157850
1,10,10,1487008162118
9,10,-1,1487008170086
1,11,1,1487008172619
1,11,4,1487008174985
1,11,10,1487008178885
1,11,12,1487008180252
2,11,12,1487008180918
-1,11,6,1487008186253
-1,11,6,1487008187219
-1,11,6,1487008187785
-1,11,6,1487008188352
-1,11,6,1487008189086
-1,11,6,1487008190252
