%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487790637664,1487790644296
1,1,34,34,0,1487790645298,1487790651496
2,0,52,52,0,1487790657632,1487790664030
2,1,36,36,0,1487790665033,1487790671431
2,2,368,368,0,1487790672434,1487790680498
2,3,208,208,0,1487790681467,1487790689265
2,4,2306,2306,0,1487790690267,1487790699966
2,5,5047,5047,0,1487790700935,1487790710600
2,6,41075,41075,0,1487790711602,1487790723734
2,7,31620,31620,0,1487790724702,1487790736235
2,8,281376,281376,0,1487790737203,1487790750735
2,9,816508,51608,1,1487790751704,1487790779971
2,10,4806317,4806713,0,1487790780973,1487790800738
2,11,0851680,508160,0,1487790801740,1487790820306
3,0,60,06,0,1487790826208,1487790832473
3,1,24,42,0,1487790833442,1487790839141
4,0,51,15,0,1487790842642,1487790849775
4,1,37,73,0,1487790850777,1487790856975
4,2,630,036,0,1487790857943,1487790867175
4,3,580,085,0,1487790868177,1487790876076
4,4,5683,3865,0,1487790877045,1487790888776
4,5,2841,1482,0,1487790889745,1487790900877
4,6,47812,21874,1,1487790901879,1487790920879
4,7,03415,51430,0,1487790921880,1487790933912
4,8,507613,316705,0,1487790934914,1487790948647
4,9,073280,08273,0,1487790949615,1487790964381
4,10,4083671,1763804,0,1487790965349,1487790980815
4,11,8027308,8073240,0,1487790981818,1487791002850
4,12,52480873,3780425,0,1487791003818,1487791022284
4,13,41807263,36782140,0,1487791023253,1487791040969
