%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486429735870,1486429742436
1,1,34,34,1,1486429743405,1486429754436
2,0,52,52,0,1486429761939,1486429767704
2,1,36,36,0,1486429768706,1486429775071
2,2,368,368,0,1486429776039,1486429783704
2,3,208,208,0,1486429784674,1486429792139
2,4,2306,2306,0,1486429793108,1486429802706
2,5,5047,5047,0,1486429803708,1486429812873
2,6,41075,41075,0,1486429813841,1486429826040
2,7,31620,31620,1,1486429827042,1486429840908
2,8,281376,281376,0,1486429841911,1486429855175
2,9,816508,816508,0,1486429856177,1486429872310
2,10,4806317,0486317,0,1486429873313,1486429889411
2,11,0851680,0851680,0,1486429890412,1486429906279
2,12,47081536,4801536,1,1486429907280,1486429930680
2,13,25408016,2540816,0,1486429931682,1486429954748
3,0,60,06,0,1486429974584,1486429981016
3,1,24,42,0,1486429982018,1486429988116
4,0,51,15,0,1486429992418,1486429999051
4,1,37,73,0,1486430000052,1486430005584
4,2,630,036,0,1486430006586,1486430014518
4,3,580,085,1,1486430015521,1486430025318
4,4,5683,3685,0,1486430026320,1486430036520
4,5,2841,1482,0,1486430037521,1486430046653
4,6,47812,21874,0,1486430047621,1486430059120
4,7,03415,51430,0,1486430060122,1486430071021
4,8,507613,316705,0,1486430072024,1486430084955
4,9,073280,082730,0,1486430085957,1486430098789
4,10,4083671,176804,0,1486430099792,1486430116491
4,11,8027308,0378284,0,1486430117459,1486430140192
