%Recollect Version 2.3. Scene/Level: , Session: 22, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488239613685,1488239620183
1,1,34,34,0,1488239621185,1488239627617
2,0,52,52,0,1488239635286,1488239641318
2,1,36,36,0,1488239642319,1488239648718
2,2,368,368,0,1488239649720,1488239658119
2,3,208,208,0,1488239659120,1488239666919
2,4,2306,2306,0,1488239667888,1488239679353
2,5,5047,5047,0,1488239680355,1488239691087
2,6,41075,41075,0,1488239692056,1488239704688
2,7,31620,31620,0,1488239705656,1488239717722
2,8,281376,281376,0,1488239718690,1488239732289
2,9,816508,816508,0,1488239733258,1488239747724
2,10,4806317,4806317,0,1488239748692,1488239764159
2,11,0851680,0851638,0,1488239765126,1488239781659
2,12,47081536,40781536,0,1488239782627,1488239803477
2,13,25408016,25408016,0,1488239804480,1488239821745
2,14,315706824,315706824,0,1488239822747,1488239843112
2,15,427601358,427601358,1,1488239844115,1488239867914
3,0,60,06,0,1488239874483,1488239880315
3,1,24,42,0,1488239881317,1488239887148
4,0,51,15,0,1488239890350,1488239896449
4,1,37,73,0,1488239897451,1488239903982
4,2,630,036,0,1488239904951,1488239912616
4,3,580,085,0,1488239913585,1488239921750
4,4,5683,3865,0,1488239922752,1488239933651
4,5,2841,1482,0,1488239934619,1488239944885
4,6,47812,21874,0,1488239945886,1488239957819
4,7,03415,51430,0,1488239958787,1488239970920
4,8,507613,316705,0,1488239971921,1488239988287
4,9,073280,082370,0,1488239989289,1488240007922
4,10,4083671,1763804,0,1488240008891,1488240024289
4,11,8027308,8073208,0,1488240025258,1488240042023
4,12,52480873,37808425,0,1488240042992,1488240063092
4,13,41807263,,1,1488240064093,1488240093593
4,14,672183054,450382167,0,1488240094595,1488240115294
4,15,734127416,,1,1488240116263,1488240147429
