%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 19
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1488240666991
1,0,3,1488240669758
1,0,5,1488240670824
1,0,6,1488240671791
1,0,7,1488240672425
1,0,8,1488240673024
1,0,9,1488240673591
1,0,44,1488240674958
-1,0,11,1488240675624
-1,0,11,1488240676358
-1,0,11,1488240676992
-1,0,11,1488240677458
-1,0,11,1488240679725
-1,0,11,1488240680292
-1,0,11,1488240680726
-1,0,11,1488240681292
-1,0,11,1488240681758
-1,0,11,1488240682158
-1,0,11,1488240682725
-1,0,12,1488240683491
-1,0,11,1488240683825
-1,0,12,1488240684425
-1,0,12,1488240684958
-1,0,11,1488240685158
9,0,-1,1488240685259
1,1,0,1488240690826
1,1,1,1488240691426
1,1,4,1488240692526
1,1,5,1488240693059
1,1,7,1488240693926
1,1,8,1488240694759
1,1,10,1488240695559
1,1,11,1488240696259
1,1,12,1488240696992
1,1,13,1488240697626
1,1,14,1488240698193
1,1,15,1488240698793
1,1,16,1488240699359
1,1,17,1488240699893
1,1,19,1488240700826
1,1,20,1488240701359
1,1,22,1488240702293
1,1,28,1488240704827
1,1,29,1488240705693
1,1,30,1488240706226
9,1,-1,1488240706260
1,2,1,1488240708562
1,2,3,1488240709493
1,2,5,1488240710260
1,2,7,1488240710960
1,2,9,1488240711794
1,2,10,1488240712360
1,2,11,1488240712927
1,2,12,1488240713727
1,2,13,1488240714227
1,2,15,1488240714861
1,2,17,1488240715693
2,2,17,1488240716393
1,2,19,1488240717862
1,2,21,1488240718961
2,2,21,1488240719560
1,2,22,1488240720261
1,2,23,1488240720794
1,2,24,1488240721260
1,2,26,1488240722527
1,2,27,1488240722961
1,2,29,1488240723661
2,2,29,1488240724427
1,2,30,1488240725227
1,2,32,1488240726395
1,2,33,1488240727061
9,2,-1,1488240727262
1,3,0,1488240728928
1,3,1,1488240729328
1,3,2,1488240729728
1,3,4,1488240730561
1,3,5,1488240731228
2,3,5,1488240731728
1,3,6,1488240732328
1,3,8,1488240733395
1,3,9,1488240734395
1,3,10,1488240734929
1,3,12,1488240735828
1,3,15,1488240737562
1,3,17,1488240738328
1,3,21,1488240740162
1,3,25,1488240742396
2,3,25,1488240742829
1,3,26,1488240743662
1,3,27,1488240744195
1,3,30,1488240745262
1,3,32,1488240745862
2,3,32,1488240746196
1,3,31,1488240747329
1,3,32,1488240747829
9,3,-1,1488240748264
-1,3,33,1488240748362
1,4,1,1488240752430
1,4,2,1488240753530
1,4,3,1488240754029
1,4,5,1488240755129
1,4,6,1488240755662
1,4,9,1488240757263
1,4,12,1488240759163
1,4,13,1488240760196
1,4,15,1488240761263
1,4,17,1488240762130
1,4,19,1488240763030
1,4,22,1488240763997
2,4,22,1488240764463
1,4,23,1488240765230
1,4,26,1488240766163
2,4,26,1488240767264
1,4,25,1488240767730
1,4,27,1488240768797
9,4,-1,1488240769264
1,5,3,1488240771664
1,5,4,1488240772598
1,5,5,1488240773131
1,5,7,1488240773997
1,5,8,1488240774664
1,5,10,1488240775430
1,5,11,1488240777064
1,5,12,1488240777597
1,5,14,1488240778431
1,5,17,1488240780631
1,5,18,1488240781698
1,5,23,1488240783631
-1,5,22,1488240784531
-1,5,22,1488240785064
-1,5,22,1488240785598
2,5,23,1488240785965
1,5,22,1488240786297
1,5,23,1488240786632
1,5,24,1488240787297
1,5,25,1488240787864
1,5,28,1488240789165
1,5,29,1488240789998
9,5,-1,1488240790266
-1,5,30,1488240790464
1,6,0,1488240791998
1,6,1,1488240792465
1,6,2,1488240793065
