%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,36,36,,,0,1486166786695,,1486166789057,1486166791991
3,1,2,A4,A4,,,0,1486166793963,,1486166796292,1486166798058
3,2,3,751,751,,,0,1486166800029,,1486166803592,1486166805791
3,3,3,EB9,EB9,,,0,1486166807796,,1486166811292,1486166813325
10,0,0,,,0,0,0,1486166856530,1486166856528,1486166811292,1486166865429
10,1,0,,,0,0,0,1486166867429,1486166867429,1486166811292,1486166869662
10,2,0,,,0,0,0,1486166871662,1486166871662,1486166811292,1486166874995
10,3,0,,,1,1,0,1486166876996,1486166876996,1486166811292,1486166879262
10,4,0,,,0,0,0,1486166881263,1486166881263,1486166811292,1486166884996
10,5,0,,,1,1,0,1486166886997,1486166886997,1486166811292,1486166888529
10,6,0,,,1,1,0,1486166890530,1486166890530,1486166811292,1486166892497
10,7,0,,,0,0,0,1486166894497,1486166894497,1486166811292,1486166896663
10,8,0,,,0,0,0,1486166898664,1486166898664,1486166811292,1486166900530
10,9,0,,,1,1,0,1486166902531,1486166902531,1486166811292,1486166904197
10,10,0,,,1,1,0,1486166906198,1486166906198,1486166811292,1486166907964
10,11,0,,,1,1,0,1486166909964,1486166909964,1486166811292,1486166912431
10,12,0,,,1,1,0,1486166914431,1486166914431,1486166811292,1486166916964
10,13,0,,,1,1,0,1486166918965,1486166918965,1486166811292,1486166920898
10,14,0,,,0,0,0,1486166922900,1486166922900,1486166811292,1486166924565
10,15,0,,,0,0,0,1486166926565,1486166926565,1486166811292,1486166928932
13,0,2,8A,8A,01,01,1,1486167004108,1486167010975,1486167012342,1486167017237
13,1,2,9F,9F,00,00,0,1486167019208,1486167024175,1486167025242,1486167027505
13,2,2,3B,2B,11,11,0,1486167029475,1486167034275,1486167035943,1486167038704
14,0,5,E819A,E819A,10011,10011,0,1486167053277,1486167066511,1486167068378,1486167072290
14,1,3,043,143,011,011,0,1486167074295,1486167081561,1486167083229,1486167086458
14,2,3,237,237,001,001,0,1486167088428,1486167096430,1486167098096,1486167101058
14,3,4,1C60,1C60,0100,0100,0,1486167103063,1486167113830,1486167115064,1486167118559
14,4,4,F674,F674,0010,0010,0,1486167120530,1486167130732,1486167132065,1486167134927
14,5,2,4F,4F,01,01,0,1486167136931,1486167141698,1486167142798,1486167145694
14,6,5,372C8,272C8,11110,11110,0,1486167147699,1486167162133,1486167164168,1486167168029
14,7,4,70B9,70B9,1011,1011,0,1486167170033,1486167180968,1486167182468,1486167185796
14,8,3,45F,45F,001,001,0,1486167187768,1486167194969,1486167196002,1486167198864
14,9,2,E8,E8,10,10,0,1486167200868,1486167205302,1486167206602,1486167208998
14,10,2,15,15,00,00,0,1486167210970,1486167215736,1486167216871,1486167219131
14,11,5,786C1,786C1,10100,10100,0,1486167221136,1486167235238,1486167237138,1486167240566
