%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486151951050,1486151954052,1486151982092
1,G4,G,4,1486151983618,1486151986620,1486151993562
2,3W5,W,35,1486151995089,1486151999591,1486152007862
3,T7L,LT,7,1486152009390,1486152013892,1486152026042
4,1JA,AJ,1,1486152027574,1486152032076,1486152038550
0,L2,L,2,1486152043042,1486152046043,1486152051867
1,6P,P,6,1486152053392,1486152056394,1486152062225
2,B5,P,5,1486152063743,1486152066744,1486152073710
3,F7L,FL,7,1486152075210,1486152079712,1486152086537
4,R4D,DR,4,1486152088061,1486152092562,1486152099548
5,H18,H,18,1486152101078,1486152105580,1486152110881
6,T9A3,AT,39,1486152112412,1486152118414,1486152138089
7,V1J5,VJ,15,1486152139614,1486152145615,1486152151948
8,7N4L,LN,47,1486152153481,1486152159483,1486152173216
9,8D6G1,DG,168,1486152174716,1486152182218,1486152201450
10,K2C7S,CKS,27,1486152202951,1486152210452,1486152228522
11,5P3Y9,PY,359,1486152230052,1486152237554,1486152258248
12,M4E7Q2,EMQ,247,1486152259771,1486152268773,1486152302506
13,W8H5F3,HQW,358,1486152304040,1486152313042,1486152367072
14,6G9A2S,GS,269,1486152368593,1486152377595,1486152412469
15,R3B4Z1C,BRZ,134,1486152413996,1486152424498,1486152472599
16,5T9B4K3,BR,359,1486152474133,1486152484635,1486152514818
17,E1H8R4D,EHR,148,1486152516352,1486152526853,1486152593199
