%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487796450649,1487796457681
1,1,34,34,0,1487796458683,1487796464948
2,0,52,52,0,1487796469550,1487796475782
2,1,36,36,0,1487796476751,1487796482949
2,2,368,368,0,1487796483917,1487796492349
2,3,208,208,0,1487796493318,1487796501417
2,4,2306,2306,0,1487796502385,1487796513218
2,5,5047,5047,0,1487796514219,1487796526985
2,6,41075,41075,0,1487796527986,1487796539652
2,7,31620,31620,0,1487796540654,1487796552687
2,8,281376,281376,0,1487796553656,1487796567954
2,9,816508,716058,1,1487796568956,1487796592589
2,10,4806317,0846317,0,1487796593591,1487796614956
2,11,0851680,0651860,0,1487796615958,1487796636092
3,0,60,06,0,1487796641826,1487796650992
3,1,24,42,0,1487796651960,1487796658126
4,0,51,15,0,1487796662561,1487796668826
4,1,37,73,0,1487796669828,1487796676160
4,2,630,036,0,1487796677162,1487796684960
4,3,580,085,0,1487796685963,1487796693894
4,4,5683,3685,1,1487796694863,1487796713229
4,5,2841,1482,0,1487796714230,1487796724229
4,6,47812,21784,0,1487796725198,1487796737497
4,7,03415,51430,1,1487796738498,1487796756331
4,8,507613,316750,0,1487796757333,1487796771965
4,9,073280,082630,0,1487796772967,1487796788166
