%Recollect Version 2.3. Scene/Level: , Session: 20, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,B,6,1487887176601,1487887179603,1487887189140
1,G4,G,4,1487887192169,1487887195137,1487887200296
2,3W5,W,35,1487887201820,1487887206321,1487887211653
3,T7L,LT,7,1487887213154,1487887217656,1487887222746
4,1JA,AJ,1,1487887224271,1487887228772,1487887233539
0,L2,L,2,1487887238372,1487887241407,1487887245103
1,6P,P,6,1487887246622,1487887249624,1487887253328
2,B5,B,5,1487887254856,1487887257857,1487887262039
3,F7L,FL,7,1487887263573,1487887268075,1487887273012
4,R4D,DR,4,1487887274540,1487887279042,1487887283136
5,H18,H,18,1487887284658,1487887289159,1487887292958
6,T9A3,AT,39,1487887294491,1487887300493,1487887305532
7,V1J5,JV,15,1487887307059,1487887313061,1487887317614
8,7N4L,LN,47,1487887319143,1487887325145,1487887333377
9,8D6G1,DG,168,1487887334877,1487887342379,1487887347801
10,K2C7S,CKS,27,1487887349328,1487887356830,1487887363036
11,5P3Y9,PY,359,1487887364563,1487887372064,1487887377845
12,M4E7Q2,EMQ,247,1487887379363,1487887388365,1487887396597
13,W8H5F3,FHW,358,1487887398131,1487887407133,1487887419298
14,6G9A2S,AGS,269,1487887420799,1487887429801,1487887437135
15,R3B4Z1C,BCGR,134,1487887438661,1487887449149,1487887459836
16,5T9B4K3,BKT,3459,1487887461365,1487887471867,1487887482873
17,E1H8R4D,DER,148,1487887484400,1487887494902,1487887507657
18,5H9S2N6A,ADHS,2569,1487887509185,1487887521186,1487887536019
19,D1R9B4K3,BDKR,1349,1487887537553,1487887549555,1487887558910
20,7M2T6F1Z,MSTZ,1267,1487887560438,1487887572440,1487887587492
