%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,C7,C7,,,0,1486149509226,,1486149511622,1486149514823
3,1,2,7A,7A,,,0,1486149516793,,1486149519122,1486149520723
3,2,3,519,519,,,0,1486149522694,,1486149526223,1486149528556
3,3,3,EC8,EC8,,,0,1486149530528,,1486149534057,1486149535424
10,0,0,,,1,1,0,1486149572628,1486149572626,1486149534057,1486149574959
10,1,0,,,1,1,0,1486149576926,1486149576926,1486149534057,1486149579659
10,2,0,,,0,0,0,1486149581660,1486149581660,1486149534057,1486149582793
10,3,0,,,0,0,0,1486149584793,1486149584793,1486149534057,1486149587493
10,4,0,,,1,1,0,1486149589494,1486149589494,1486149534057,1486149591993
10,5,0,,,0,1,0,1486149593994,1486149593994,1486149534057,1486149597727
10,6,0,,,0,0,0,1486149599728,1486149599728,1486149534057,1486149602360
10,7,0,,,1,1,0,1486149604361,1486149604361,1486149534057,1486149605961
10,8,0,,,0,0,0,1486149607961,1486149607961,1486149534057,1486149609861
10,9,0,,,0,0,0,1486149611863,1486149611863,1486149534057,1486149613961
10,10,0,,,1,1,0,1486149615928,1486149615928,1486149534057,1486149617628
10,11,0,,,1,1,0,1486149619629,1486149619629,1486149534057,1486149621528
10,12,0,,,0,0,0,1486149623529,1486149623529,1486149534057,1486149625128
10,13,0,,,1,1,0,1486149627129,1486149627129,1486149534057,1486149629395
10,14,0,,,0,0,0,1486149631396,1486149631396,1486149534057,1486149633063
10,15,0,,,0,0,0,1486149635063,1486149635063,1486149534057,1486149636397
13,0,2,10,10,01,01,0,1486149654184,1486149660652,1486149662418,1486149664547
13,1,2,18,18,10,10,0,1486149666553,1486149671652,1486149672920,1486149674749
13,2,2,A0,A0,11,11,0,1486149676719,1486149681086,1486149682154,1486149683549
14,0,5,9723F,9723F,01111,11111,1,1486149691186,1486149703320,1486149704422,1486149716434
14,1,4,FC94,FC94,1000,1000,0,1486149718438,1486149730438,1486149731572,1486149733901
14,2,3,510,510,100,100,0,1486149735872,1486149743240,1486149744341,1486149746535
14,3,4,C34F,C34F,0000,0100,0,1486149748540,1486149759908,1486149761308,1486149763836
14,4,2,D4,D4,01,01,0,1486149765808,1486149770474,1486149771708,1486149774103
14,5,2,5D,5D,11,11,0,1486149776074,1486149781176,1486149783075,1486149785571
14,6,2,03,13,10,10,0,1486149787575,1486149791809,1486149792813,1486149794838
14,7,4,A10C,A10C,1111,1111,0,1486149796809,1486149807555,1486149810019,1486149812181
14,8,5,4AFE0,4AFE0,11001,11001,0,1486149814152,1486149826653,1486149827787,1486149830582
14,9,3,057,057,001,001,0,1486149832553,1486149840121,1486149840854,1486149843016
14,10,5,47C28,47C82,00000,00000,0,1486149845020,1486149862155,1486149863989,1486149866650
14,11,3,206,206,101,101,0,1486149868655,1486149877689,1486149878690,1486149880752
