%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486415235870,1486415243036
1,1,34,34,0,1486415244038,1486415250769
2,0,52,52,0,1486415258372,1486415265537
2,1,36,36,0,1486415266539,1486415273371
2,2,368,368,0,1486415274340,1486415283238
2,3,208,208,0,1486415284240,1486415293005
2,4,2306,2306,0,1486415294007,1486415304607
2,5,5047,5047,0,1486415305608,1486415316674
2,6,41075,41075,0,1486415317676,1486415331008
2,7,31620,31620,0,1486415332009,1486415346042
2,8,281376,28136,0,1486415347010,1486415362409
2,9,816508,816508,0,1486415363411,1486415379410
2,10,4806317,4806137,1,1486415380412,1486415401878
2,11,0851680,0851680,0,1486415402846,1486415420446
2,12,47081536,08413563,0,1486415421414,1486415441297
2,13,25408016,25408016,0,1486415442266,1486415460865
2,14,315706824,31507624,0,1486415461866,1486415483332
2,15,427601358,427603158,0,1486415484335,1486415506400
3,0,60,06,0,1486415513070,1486415520268
3,1,24,42,0,1486415521270,1486415527935
4,0,51,15,0,1486415534804,1486415541702
4,1,37,73,0,1486415542704,1486415549269
4,2,630,036,0,1486415550238,1486415558703
4,3,580,085,0,1486415559705,1486415568271
4,4,5683,3865,0,1486415569273,1486415579771
4,5,2841,1482,0,1486415580740,1486415591305
4,6,47812,21874,0,1486415592307,1486415606206
4,7,03415,51430,0,1486415607208,1486415626375
4,8,507613,316702,0,1486415627343,1486415644242
4,9,073280,082370,0,1486415645210,1486415664443
4,10,4083671,1736480,0,1486415665411,1486415683177
4,11,8027308,487320,0,1486415684145,1486415699412
