%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 7
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,1,1,1488247714488,1488247715854
1,1,1,0,1,1488247716855,1488247720187
1,2,1,0,0,1488247721155,1488247722321
1,3,1,1,1,1488247723289,1488247724287
2,0,1,1,1,1488247738839,1488247739738
2,1,1,0,0,1488247740706,1488247741338
2,2,1,1,1,1488247742306,1488247743039
2,3,1,1,1,1488247744006,1488247744772
2,4,1,0,0,1488247745739,1488247746406
2,5,1,1,1,1488247747373,1488247748139
2,6,1,0,0,1488247749106,1488247749773
2,7,1,0,0,1488247750740,1488247751373
2,8,1,1,1,1488247752373,1488247752973
2,9,1,0,0,1488247753940,1488247754540
2,10,1,0,0,1488247755508,1488247756106
2,11,1,1,1,1488247757073,1488247757706
3,0,0,1,1,1488247761274,1488247762140
3,1,0,1,0,1488247763108,1488247764773
3,2,0,0,1,1488247765741,1488247766440
3,3,0,0,1,1488247767408,1488247768107
4,0,0,0,1,1488247770742,1488247771440
4,1,0,1,0,1488247772408,1488247773074
4,2,0,0,1,1488247774041,1488247774607
4,3,0,1,0,1488247775575,1488247776140
4,4,0,0,1,1488247777108,1488247777674
4,5,0,0,1,1488247778675,1488247779441
4,6,0,0,1,1488247780408,1488247781108
4,7,0,1,0,1488247782108,1488247782807
4,8,0,1,0,1488247783775,1488247784574
4,9,0,1,0,1488247785542,1488247786274
4,10,0,0,1,1488247787242,1488247787908
4,11,0,1,0,1488247788876,1488247789541
5,0,1,0,0,1488247792892,1488247793825
5,1,0,0,1,1488247794826,1488247795992
5,2,1,1,1,1488247796993,1488247798025
5,3,0,1,0,1488247798993,1488247799725
6,0,1,0,0,1488247801460,1488247802392
6,1,0,0,1,1488247803360,1488247804159
6,2,0,1,0,1488247805127,1488247805825
6,3,0,0,1,1488247806793,1488247807525
6,4,1,1,1,1488247808526,1488247809426
6,5,1,1,1,1488247810427,1488247811060
6,6,0,0,1,1488247812059,1488247812926
6,7,1,1,1,1488247813927,1488247814759
6,8,0,1,0,1488247815760,1488247816759
6,9,1,1,1,1488247817727,1488247818559
6,10,0,0,1,1488247819560,1488247820393
6,11,1,0,0,1488247821361,1488247822227
6,12,1,1,1,1488247823194,1488247823827
6,13,0,0,1,1488247824794,1488247825626
6,14,0,0,1,1488247826594,1488247827326
6,15,1,0,1,1488247828294,1488247828860
6,16,1,1,1,1488247829861,1488247830526
6,17,1,0,0,1488247831495,1488247832227
6,18,0,1,0,1488247833195,1488247834060
6,19,0,1,0,1488247835061,1488247835760
6,20,1,1,1,1488247836762,1488247837494
6,21,0,0,1,1488247838461,1488247839561
6,22,1,1,1,1488247840529,1488247841261
6,23,0,1,0,1488247842228,1488247843061
6,24,1,0,0,1488247844029,1488247844928
6,25,0,1,0,1488247845928,1488247846828
6,26,1,1,1,1488247847796,1488247848494
6,27,1,0,0,1488247849495,1488247850028
6,28,1,1,1,1488247850996,1488247851628
6,29,0,1,0,1488247852629,1488247853495
6,30,1,0,0,1488247854462,1488247855195
6,31,0,1,0,1488247856162,1488247857895
6,32,0,1,0,1488247858863,1488247859529
6,33,0,1,0,1488247860496,1488247861062
6,34,1,0,0,1488247862030,1488247862862
6,35,1,0,0,1488247863830,1488247864662
6,36,0,0,1,1488247865631,1488247866562
6,37,1,1,1,1488247867530,1488247868396
6,38,0,0,1,1488247869363,1488247870296
6,39,0,1,0,1488247871264,1488247872129
6,40,0,0,1,1488247873097,1488247873829
6,41,1,1,1,1488247874797,1488247875530
6,42,0,0,1,1488247876530,1488247877930
6,43,1,0,0,1488247878897,1488247879696
6,44,0,0,1,1488247880664,1488247881496
6,45,0,1,0,1488247882464,1488247883263
6,46,1,0,0,1488247884264,1488247885063
6,47,1,0,0,1488247886065,1488247886964
