%Recollect Version 2.3. Scene/Level: , Game Number: 005
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486148852343,1486148860142
1,1,34,34,1,1486148861144,1486148871809
2,0,15,15,0,1486148875162,1486148881460
2,1,73,73,0,1486148882462,1486148888660
2,2,164,164,0,1486148889663,1486148897728
2,3,705,705,0,1486148898696,1486148906795
2,4,2173,2173,0,1486148907797,1486148917862
2,5,1504,1504,0,1486148918864,1486148929196
2,6,42350,42350,0,1486148930198,1486148942330
2,7,24061,24061,0,1486148943299,1486148955031
2,8,061743,071643,0,1486148956033,1486148970465
2,9,625037,625037,0,1486148971467,1486148984232
2,10,7152305,7152035,0,1486148985202,1486149002800
2,11,3157264,3152764,0,1486149003802,1486149021001
3,0,60,06,0,1486149030003,1486149037602
3,1,24,42,0,1486149038604,1486149044169
4,0,25,52,0,1486149047205,1486149053003
4,1,63,36,0,1486149054005,1486149059537
4,2,574,475,1,1486149060538,1486149069838
4,3,207,702,0,1486149070806,1486149078838
4,4,7305,5037,0,1486149079840,1486149089372
4,5,4130,0314,0,1486149090340,1486149100506
4,6,35741,14753,0,1486149101507,1486149112940
4,7,70526,62507,0,1486149113909,1486149125041
4,8,607251,1520736,0,1486149126009,1486149141208
4,9,270643,3406172,0,1486149142210,1486149166076
