%Recollect Version 2.3. Scene/Level: , Session: 9, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,C8,C8,,,0,1487721498635,,1487721500997,1487721503330
3,1,2,A1,A1,,,0,1487721505303,,1487721507697,1487721509331
3,2,3,2D8,2D8,,,0,1487721511303,,1487721514864,1487721517348
3,3,3,5C7,5C7,,,0,1487721519353,,1487721522848,1487721524882
10,0,0,,,0,0,0,1487721535683,1487721535683,1487721522848,1487721538082
10,1,0,,,0,0,0,1487721540301,1487721540301,1487721522848,1487721541966
10,2,0,,,1,1,0,1487721543968,1487721543967,1487721522848,1487721545600
10,3,0,,,1,1,0,1487721547567,1487721547567,1487721522848,1487721549333
10,4,0,,,1,1,0,1487721551301,1487721551301,1487721522848,1487721552933
10,5,0,,,0,0,0,1487721554901,1487721554901,1487721522848,1487721556167
10,6,0,,,0,0,0,1487721558135,1487721558135,1487721522848,1487721559300
10,7,0,,,0,0,0,1487721561268,1487721561268,1487721522848,1487721563267
10,8,0,,,1,1,0,1487721565235,1487721565235,1487721522848,1487721567700
10,9,0,,,0,0,0,1487721569669,1487721569669,1487721522848,1487721570868
10,10,0,,,1,1,0,1487721572869,1487721572869,1487721522848,1487721574201
10,11,0,,,1,1,0,1487721576202,1487721576202,1487721522848,1487721577734
10,12,0,,,0,0,0,1487721579703,1487721579703,1487721522848,1487721580902
10,13,0,,,1,1,0,1487721582870,1487721582869,1487721522848,1487721584268
10,14,0,,,0,0,0,1487721586237,1487721586237,1487721522848,1487721587502
10,15,0,,,1,1,0,1487721589470,1487721589470,1487721522848,1487721590835
13,0,2,6C,AC,10,Z0,0,1487721599975,1487721606042,1487721607873,1487721611354
13,1,2,93,D3,11,01,0,1487721613558,1487721618659,1487721619860,1487721622087
13,2,2,15,15,10,10,0,1487721624060,1487721628760,1487721630260,1487721631888
14,0,2,05,05,10,10,0,1487721640293,1487721644760,1487721645761,1487721647456
14,1,5,97D6B,97D6B,10110,10110,1,1487721649644,1487721662745,1487721664345,1487721673807
14,2,3,EB0,EB1,110,110,0,1487721675812,1487721683313,1487721684413,1487721688074
14,3,5,6EADC,6EAD,00011,00011,0,1487721690047,1487721702647,1487721703615,1487721707809
14,4,2,6B,6B,00,00,0,1487721709781,1487721714315,1487721715381,1487721717843
14,5,3,E16,E16,101,101,0,1487721719848,1487721726815,1487721727782,1487721729676
14,6,4,ED4B,ED4B,1010,1011,0,1487721731649,1487721741316,1487721743750,1487721750544
14,7,4,17D3,1BD6,1110,11Z0,0,1487721752733,1487721764768,1487721766132,1487721770962
14,8,2,6D,6D,10,10,0,1487721773151,1487721777551,1487721778684,1487721781346
14,9,5,2F86E,2F5A,00010,00010,0,1487721783535,1487721796769,1487721798770,1487721803963
14,10,4,50A9,50A9,1011,0111,0,1487721805969,1487721816137,1487721817270,1487721819565
14,11,3,43C,43D,001,001,0,1487721821754,1487721828888,1487721829955,1487721831982
