%Recollect Version 2.3. Scene/Level: , Game Number: 003
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,2E,2E,,,0,1486161320807,,1486161323136,1486161327135
3,1,2,58,58Z,,,0,1486161329141,,1486161331469,1486161334469
3,2,3,C48,C48,,,0,1486161336474,,1486161340037,1486161341869
3,3,3,736,736,,,0,1486161343841,,1486161347370,1486161349903
10,0,0,,,1,1,0,1486161411676,1486161411674,1486161347370,1486161414607
10,1,0,,,1,Z,0,1486161416608,1486161416608,1486161347370,1486161426608
10,2,0,,,0,0,0,1486161428642,1486161428642,1486161347370,1486161431175
10,3,0,,,1,1,0,1486161433175,1486161433175,1486161347370,1486161436575
10,4,0,,,0,0,0,1486161438576,1486161438576,1486161347370,1486161440508
10,5,0,,,0,0,0,1486161442476,1486161442476,1486161347370,1486161444642
10,6,0,,,1,1,0,1486161446643,1486161446643,1486161347370,1486161448709
10,7,0,,,1,1,0,1486161450710,1486161450710,1486161347370,1486161453076
10,8,0,,,0,0,0,1486161455076,1486161455076,1486161347370,1486161456909
10,9,0,,,1,1,0,1486161458910,1486161458910,1486161347370,1486161461176
10,10,0,,,0,0,0,1486161463178,1486161463177,1486161347370,1486161464710
10,11,0,,,0,0,0,1486161466710,1486161466710,1486161347370,1486161469510
10,12,0,,,1,1,0,1486161471511,1486161471511,1486161347370,1486161473777
10,13,0,,,0,0,0,1486161475778,1486161475778,1486161347370,1486161477877
10,14,0,,,0,0,0,1486161479878,1486161479878,1486161347370,1486161482811
10,15,0,,,0,0,0,1486161484812,1486161484811,1486161347370,1486161487411
13,0,2,8D,D,01,Z1,0,1486161565853,1486161572821,1486161575121,1486161578416
13,1,2,2D,2D,00,00,0,1486161580421,1486161586588,1486161589589,1486161591917
13,2,2,8D,2D,00,00,0,1486161593889,1486161599556,1486161601589,1486161605351
14,0,5,B052E,B02E,11000,11000,0,1486161629590,1486161645392,1486161647292,1486161652590
14,1,4,0A59,092,0111,0111,0,1486161654591,1486161667160,1486161668894,1486161674222
14,2,3,B38,B38,010,010,0,1486161676226,1486161684093,1486161685461,1486161687823
14,3,2,7F,B3,01,01,0,1486161689794,1486161695793,1486161697927,1486161703357
14,4,3,A75,A75,000,001,0,1486161705361,1486161714895,1486161717496,1486161719958
14,5,5,2EA94,27A5,01111,01Z11,0,1486161721929,1486161741463,1486161744997,1486161750859
14,6,4,1C4F,5CBBF,0110,0110,0,1486161752864,1486161766997,1486161768699,1486161778928
14,7,4,A16D,DDDD6,0010,1010,1,1486161780932,1486161795834,1486161798968,1486161809346
14,8,2,B3,B3,01,01,0,1486161811350,1486161817585,1486161819651,1486161823280
14,9,5,0B2D5,0B3D5,11100,11100,0,1486161825285,1486161841486,1486161844419,1486161851348
14,10,2,92,92,11,11,0,1486161853353,1486161858653,1486161860454,1486161864116
14,11,3,4E2,4E2,001,001,0,1486161866120,1486161873887,1486161875189,1486161877351
