%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,A0,A0,,,0,1488240240282,,1488240242611,1488240246878
3,1,2,25,25,,,0,1488240248849,,1488240251178,1488240253245
3,2,3,2AB,2AB,,,0,1488240255250,,1488240258745,1488240261078
3,3,3,BFE,BFE,,,0,1488240263084,,1488240266646,1488240268779
10,0,0,,,0,0,0,1488240287216,1488240287214,1488240266646,1488240290413
10,1,0,,,0,0,0,1488240292381,1488240292381,1488240266646,1488240294014
10,2,0,,,1,1,0,1488240295982,1488240295982,1488240266646,1488240297215
10,3,0,,,0,0,0,1488240299215,1488240299214,1488240266646,1488240301115
10,4,0,,,0,0,0,1488240303115,1488240303115,1488240266646,1488240304282
10,5,0,,,1,1,0,1488240306282,1488240306282,1488240266646,1488240307848
10,6,0,,,0,0,0,1488240309848,1488240309848,1488240266646,1488240311648
10,7,0,,,1,1,0,1488240313615,1488240313615,1488240266646,1488240315348
10,8,0,,,0,Z,0,1488240317349,1488240317349,1488240266646,1488240327349
10,9,0,,,1,0,0,1488240329383,1488240329383,1488240266646,1488240331916
10,10,0,,,1,1,0,1488240333917,1488240333917,1488240266646,1488240336683
10,11,0,,,1,1,0,1488240338684,1488240338683,1488240266646,1488240340384
10,12,0,,,0,0,0,1488240342384,1488240342384,1488240266646,1488240343950
10,13,0,,,0,0,0,1488240345950,1488240345950,1488240266646,1488240348250
10,14,0,,,0,0,0,1488240350251,1488240350251,1488240266646,1488240351817
10,15,0,,,0,0,0,1488240353785,1488240353785,1488240266646,1488240355518
13,0,2,15,15,01,01,1,1488240365122,1488240369957,1488240370989,1488240374285
13,1,2,D3,D3,01,01,0,1488240376289,1488240381192,1488240382257,1488240385219
13,2,2,3F,3F,11,11,0,1488240387225,1488240392358,1488240393825,1488240396819
14,0,3,847,847,110,110,0,1488240415792,1488240423392,1488240424392,1488240426889
14,1,5,8C29E,8C2AE,10001,10001,0,1488240428859,1488240444293,1488240445827,1488240448990
14,2,4,F19A,F19A,0011,0011,0,1488240450960,1488240462261,1488240463462,1488240466823
14,3,2,A4,A4,10,10,0,1488240468795,1488240474462,1488240475896,1488240478524
14,4,3,B26,B26,011,011,0,1488240480528,1488240489497,1488240491296,1488240494091
14,5,4,E623,E623,1001,Z001,0,1488240496063,1488240509564,1488240510631,1488240522227
14,6,2,4D,4D,01,01,0,1488240524232,1488240528932,1488240530198,1488240533227
14,7,4,C391,C391,0101,0101,0,1488240535233,1488240546000,1488240547100,1488240555195
14,8,5,EFC6B,EFC6B,11010,11010,0,1488240557200,1488240572034,1488240573168,1488240577996
14,9,5,B0E41,B0E41,00011,00011,0,1488240579967,1488240596003,1488240598269,1488240613231
14,10,3,38A,,001,ZZZ,0,1488240615270,1488240626842,1488240630110,1488240640138
14,11,2,D8,D8,10,10,0,1488240642143,1488240648010,1488240649912,1488240653005
