%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486160812623,1486160815624,1486160826661
1,G4,G,4,1486160828190,1486160831191,1486160839280
2,3W5,W,35,1486160840807,1486160845309,1486160852375
3,T7L,TL,7,1486160853875,1486160858377,1486160874559
4,1JA,AJ,1,1486160877593,1486160882094,1486160889527
0,F4,F,4,1486160895727,1486160898729,1486160904828
1,1J,J,1,1486160906361,1486160909363,1486160914467
2,A7,A,7,1486160915995,1486160918997,1486160924634
3,L1H,HL,1,1486160926162,1486160930664,1486160941831
4,T2S,ST,2,1486160943363,1486160947865,1486160956047
5,K43,K,34,1486160957581,1486160962082,1486160969385
6,R5B2,BR,25,1486160970915,1486160976917,1486160991512
7,N3L9,LN,39,1486160993033,1486160999034,1486161013654
8,5V8P,PV,58,1486161015184,1486161021185,1486161030501
9,4M7S1,MS,14,1486161032035,1486161039536,1486161063191
10,L3E1D,DEL,31,1486161064720,1486161072222,1486161104672
11,9M6K2,KM,269,1486161106206,1486161113708,1486161165692
12,D1B5R9,DR,159,1486161167226,1486161176228,1486161193394
13,G9T2A5,ADG,259,1486161194928,1486161203929,1486161223819
14,3W5A1G,GDW,539,1486161225346,1486161234347,1486161262831
