%Recollect Version 2.3. Scene/Level: , Session: 22, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487901576767,1487901583498
1,1,34,34,0,1487901584501,1487901590400
2,0,15,15,0,1487901593268,1487901599599
2,1,73,73,0,1487901600568,1487901606766
2,2,164,164,0,1487901607735,1487901615834
2,3,705,705,0,1487901616802,1487901625668
2,4,2173,2173,0,1487901626669,1487901637035
2,5,1504,1504,0,1487901638037,1487901648769
2,6,42350,42350,0,1487901649771,1487901662270
2,7,24061,24061,0,1487901663239,1487901676004
2,8,061743,061734,0,1487901676973,1487901691571
2,9,625037,625037,0,1487901692573,1487901706505
2,10,7152305,1752305,0,1487901707507,1487901728440
2,11,3157264,317256,0,1487901729410,1487901753675
3,0,60,60,0,1487901756744,1487901763575
3,1,24,42,0,1487901764544,1487901770276
4,0,25,52,0,1487901774111,1487901780043
4,1,63,36,0,1487901781012,1487901787443
4,2,574,475,0,1487901788412,1487901796844
4,3,207,702,0,1487901797813,1487901806245
4,4,7305,5037,0,1487901807213,1487901817112
4,5,4130,0314,0,1487901818080,1487901827947
4,6,35741,14753,0,1487901828914,1487901841546
4,7,70526,62507,0,1487901842515,1487901854780
4,8,607251,152706,0,1487901855782,1487901869648
4,9,270643,340627,0,1487901870650,1487901892816
4,10,0416327,7236140,0,1487901893785,1487901908950
4,11,5632041,1402365,0,1487901909919,1487901925618
4,12,48256132,23162485,0,1487901926586,1487901951336
4,13,04523765,56732045,0,1487901952304,1487901976871
