%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1488233906755,1488233913585
1,1,34,34,0,1488233914555,1488233920686
2,0,52,52,0,1488233928489,1488233934720
2,1,36,36,0,1488233935690,1488233941987
2,2,368,368,0,1488233942957,1488233950886
2,3,208,208,0,1488233951857,1488233960421
2,4,2306,2306,1,1488233961391,1488233981172
2,5,5047,5047,0,1488233982142,1488233992273
2,6,41075,41075,0,1488233993276,1488234007824
2,7,31620,31620,0,1488234008794,1488234021820
2,8,281376,281376,0,1488234022790,1488234042038
2,9,816508,816508,0,1488234043008,1488234058606
2,10,4806317,4806317,0,1488234059609,1488234077173
2,11,0851680,0851680,0,1488234078143,1488234095708
2,12,47081536,47081536,0,1488234096711,1488234118259
2,13,25408016,2480507166,0,1488234119229,1488234150594
2,14,315706824,31570648,0,1488234151597,1488234175962
2,15,427601358,427601358,0,1488234176932,1488234201163
3,0,60,06,0,1488234208451,1488234214815
3,1,24,42,0,1488234215818,1488234222282
4,0,51,15,0,1488234247486,1488234253917
4,1,37,73,0,1488234254886,1488234261184
4,2,630,036,0,1488234262154,1488234270418
4,3,580,085,0,1488234271387,1488234279618
4,4,5683,3865,0,1488234280588,1488234291985
4,5,2841,1482,1,1488234292955,1488234308586
4,6,47812,21784,0,1488234309556,1488234326354
4,7,03415,51340,0,1488234327324,1488234349555
