%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Row,lastInteractedCharacter,Ht,Ms,FA,CR,Sequence,Responses
0,44,21,0,0,24,mjcbgjdcoailgbaachfocabmlmlbgbobmcaacbfmdodbaeap,001100010100011110001110000101010111110000011000
1,46,22,0,0,25,ebhpdcobaonacfcaabcbofimmibagcndfffchkabakcbdgaj,010001011001101111110000001101000001001110110010
2,46,21,1,0,25,bacdjcageembccbaeobapmcfaaodgbhckbighbljemcaigae,111001100000111100110010110001010100010000110010
3,44,19,1,0,25,mihcblcfaagifpbbmhnaccboajpiebkcobpeaacealdjcfcb,000110101100001100011110000001010100111010001000
4,43,21,0,0,23,dbaageicbcahmbbcpcpneaagofoegabcblhnoecpebccjimb,011100011110011101000110000001111000001001110000
5,45,21,0,0,25,eabebgeamncogdpcigcnahaifclbgbncaabemcolbimbbacl,011010010010000100101010010101011110010010011100
6,45,21,1,0,24,feanikbbkccgeldljanmkbacnncpbaehcamcgahbnbcbabjp,001000110110000001000111001011001101010101110100
7,46,22,0,0,25,mbpcbomcaoapgfajbmddcncpobajecabkhjibcapcgkpbabd,010110011010001010001010011001110000111010001110
8,43,20,1,0,23,fcgbhcaobachonabafbdihmcaommencepbhbckaibjcacdik,010101101110001110100001100000100101101010010000
9,45,21,1,0,24,bgpnfccpbdaajfacbfbckaambbiekjeoikccpadoiacpbceo,100001101011001110110110110000000011010000101100
10,47,22,0,0,26,abpoccbmdggfajcnloenaabclnbgmbgdcgkbckapaeboocba,110011100000101000001111001001001001101010100111
11,44,21,1,0,23,kececdabbambccaapnfbajkebnpbedcchadkpdkcajaiboem,001010111101111100011000100100110100000010101000
