%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486170872787,1486170875788,1486170887163
1,G4,G,4,1486170888688,1486170891690,1486170898690
2,3W5,,35,1486170900222,1486170904723,1486170908150
3,T7L,LT,7,1486170911172,1486170915674,1486170922280
4,1JA,AJ,1,1486170923807,1486170928308,1486170933024
0,L2,L,2,1486170939324,1486170942325,1486170946643
1,6P,P,6,1486170948174,1486170951177,1486170954991
2,B5,B,5,1486170956525,1486170959526,1486170964225
3,F7L,FL,7,1486170965759,1486170970260,1486170975182
4,R4D,RD,4,1486170976709,1486170981211,1486170986033
5,H18,H,18,1486170987561,1486170992062,1486170996398
6,T9A3,AT,39,1486170997927,1486171003929,1486171009461
7,V1J5,JV,15,1486171010995,1486171016996,1486171022056
8,7N4L,LN,47,1486171023579,1486171029580,1486171035357
9,8D6G1,DG,168,1486171036879,1486171044382,1486171050487
10,K2C7S,CKS,27,1486171052014,1486171059515,1486171065231
11,5P3Y9,PY,359,1486171066764,1486171074267,1486171079582
12,M4E7Q2,EMQ,247,1486171081115,1486171090117,1486171095780
13,W8H5F3,FHW,358,1486171097299,1486171106301,1486171115979
14,6G9A2S,AGS,269,1486171117501,1486171126502,1486171131594
15,R3B4Z1C,BCRZ,135,1486171133118,1486171143620,1486171153371
16,5T9B4K3,BKT,3459,1486171154903,1486171165405,1486171176354
17,E1H8R4D,EHKR,148,1486171177887,1486171188389,1486171204139
18,5H9S2N6A,HNS,2459,1486171205672,1486171217674,1486171230440
19,D1R9B4K3,BDKR,1349,1486171231974,1486171243976,1486171255979
20,7M2T6F1Z,FMNT,1678,1486171257509,1486171269511,1486171298094
