%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1486154401421
1,0,2,1486154402187
1,0,3,1486154402854
1,0,5,1486154403520
1,0,6,1486154404987
1,0,12,1486154408321
1,0,13,1486154409754
1,0,14,1486154410254
1,0,17,1486154411754
1,0,19,1486154412921
1,0,24,1486154415221
1,0,27,1486154416688
1,0,28,1486154417021
9,0,-1,1486154419456
-1,0,34,1486154420088
1,1,1,1486154422089
1,1,2,1486154423121
1,1,5,1486154424121
1,1,7,1486154424955
1,1,8,1486154425355
1,1,9,1486154426022
1,1,12,1486154427222
1,1,14,1486154427989
1,1,18,1486154429055
1,1,20,1486154430222
1,1,22,1486154431289
1,1,24,1486154432755
1,1,25,1486154433155
1,1,26,1486154433823
1,1,29,1486154435255
1,1,32,1486154437255
1,1,33,1486154437589
1,1,35,1486154438922
1,1,36,1486154440023
9,1,-1,1486154440456
-1,1,37,1486154440555
1,2,1,1486154442624
1,2,3,1486154443522
1,2,5,1486154444889
1,2,6,1486154445522
1,2,8,1486154446189
1,2,14,1486154448623
1,2,17,1486154449556
1,2,18,1486154450157
1,2,19,1486154451290
1,2,20,1486154451690
2,2,20,1486154452323
1,2,20,1486154453156
1,2,22,1486154454690
1,2,27,1486154456890
1,2,31,1486154458290
1,2,32,1486154458690
1,2,33,1486154459623
1,2,36,1486154461057
1,2,37,1486154461357
9,2,-1,1486154461457
1,3,3,1486154463623
1,3,4,1486154464057
1,3,5,1486154465591
1,3,11,1486154468091
1,3,13,1486154468824
1,3,16,1486154470757
1,3,18,1486154471524
1,3,22,1486154473124
1,3,23,1486154474425
1,3,26,1486154475324
1,3,27,1486154476357
1,3,28,1486154476824
1,3,31,1486154478191
1,3,32,1486154478991
1,3,33,1486154479891
1,3,35,1486154480424
-1,3,34,1486154481258
2,3,35,1486154482259
9,3,-1,1486154482459
-1,3,34,1486154482791
1,4,1,1486154485392
1,4,3,1486154486192
1,4,5,1486154487025
1,4,6,1486154489259
1,4,10,1486154490325
1,4,13,1486154491426
1,4,14,1486154492459
1,4,15,1486154492893
1,4,16,1486154493626
1,4,18,1486154495493
2,4,18,1486154496125
1,4,24,1486154498892
1,4,26,1486154500126
1,4,27,1486154500792
1,4,29,1486154501759
1,4,30,1486154502192
1,4,33,1486154503459
9,4,-1,1486154503464
1,5,2,1486154506293
1,5,3,1486154506759
1,5,5,1486154507660
1,5,6,1486154507959
1,5,7,1486154508426
1,5,8,1486154508860
1,5,10,1486154509860
1,5,12,1486154510693
1,5,13,1486154512260
1,5,21,1486154514827
1,5,23,1486154516262
1,5,27,1486154517927
1,5,28,1486154519794
1,5,30,1486154520860
1,5,31,1486154521694
1,5,33,1486154523027
1,5,35,1486154523928
9,5,-1,1486154524461
1,6,0,1486154526861
1,6,1,1486154527862
1,6,4,1486154528661
1,6,5,1486154529228
1,6,6,1486154529661
1,6,7,1486154530128
1,6,8,1486154531228
1,6,12,1486154532794
1,6,16,1486154535128
1,6,17,1486154535528
1,6,19,1486154536562
1,6,20,1486154537594
1,6,23,1486154538728
1,6,24,1486154539296
1,6,28,1486154541195
1,6,29,1486154542695
1,6,30,1486154544295
9,6,-1,1486154545463
-1,6,31,1486154545862
1,7,0,1486154548062
1,7,3,1486154549662
1,7,6,1486154550795
1,7,7,1486154551362
1,7,8,1486154552596
1,7,9,1486154554096
1,7,11,1486154554996
1,7,12,1486154556796
1,7,16,1486154559096
1,7,18,1486154560129
1,7,21,1486154561930
1,7,23,1486154562696
1,7,27,1486154564130
1,7,32,1486154565997
9,7,-1,1486154566464
-1,7,33,1486154566729
1,8,1,1486154568563
1,8,3,1486154569830
1,8,9,1486154572030
1,8,10,1486154572464
1,8,13,1486154573330
1,8,16,1486154574330
2,8,16,1486154575530
1,8,15,1486154575963
1,8,16,1486154576430
1,8,19,1486154579330
1,8,23,1486154580530
1,8,26,1486154581665
1,8,28,1486154582497
1,8,31,1486154583231
1,8,33,1486154584831
1,8,35,1486154585097
2,8,35,1486154585964
2,8,33,1486154586331
1,8,35,1486154587431
9,8,-1,1486154587465
1,9,4,1486154592565
2,9,4,1486154593331
1,9,4,1486154594032
1,9,5,1486154594531
1,9,9,1486154595932
1,9,11,1486154597031
1,9,14,1486154598231
1,9,15,1486154598632
1,9,18,1486154599732
1,9,19,1486154600432
1,9,20,1486154600632
1,9,21,1486154601365
1,9,22,1486154601598
1,9,24,1486154602699
1,9,25,1486154602898
1,9,27,1486154604299
1,9,32,1486154606165
1,9,33,1486154606599
2,9,33,1486154607033
9,9,-1,1486154608471
-1,9,35,1486154608500
1,10,4,1486154610966
1,10,5,1486154612632
1,10,7,1486154614099
1,10,12,1486154616132
-1,10,11,1486154617466
2,10,12,1486154617932
1,10,11,1486154618499
1,10,12,1486154618832
1,10,14,1486154620333
1,10,17,1486154621833
1,10,19,1486154622866
1,10,21,1486154623800
1,10,23,1486154624667
1,10,24,1486154625834
1,10,27,1486154626766
1,10,28,1486154626967
9,10,-1,1486154629470
-1,10,33,1486154629533
1,11,3,1486154632602
1,11,5,1486154633500
1,11,6,1486154634000
1,11,7,1486154634533
1,11,8,1486154634900
1,11,9,1486154635367
1,11,11,1486154636400
1,11,13,1486154637767
1,11,17,1486154639134
1,11,18,1486154640534
1,11,21,1486154641700
1,11,25,1486154643134
1,11,29,1486154644534
1,11,30,1486154644801
1,11,31,1486154646067
1,11,33,1486154646601
1,11,37,1486154649235
