%Recollect Version 2.3. Scene/Level: , Session: 25, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487959617463,1487959623728
1,1,34,34,1,1487959624731,1487959639530
2,0,15,15,0,1487959644498,1487959651030
2,1,73,73,0,1487959651999,1487959657997
2,2,164,164,0,1487959658966,1487959666931
2,3,705,,0,1487959667900,1487959675165
2,4,2173,2173,0,1487959676133,1487959686665
2,5,1504,1504,0,1487959687634,1487959697799
2,6,42350,42350,0,1487959698801,1487959710533
2,7,24061,24061,0,1487959711501,1487959723900
2,8,061743,061743,0,1487959724902,1487959739302
2,9,625037,625037,0,1487959740270,1487959756245
2,10,7152305,7152305,0,1487959757210,1487959777476
2,11,3157264,3157264,0,1487959778445,1487959800677
2,12,64527631,64527631,0,1487959801646,1487959821245
2,13,05631742,05631742,0,1487959822214,1487959840279
2,14,164751743,164713528,0,1487959841281,1487959869315
2,15,2084365170,8240651370,0,1487959870316,1487959901916
3,0,60,06,0,1487959906919,1487959913352
3,1,24,42,0,1487959914319,1487959920317
4,0,25,52,0,1487959923020,1487959928684
4,1,63,36,0,1487959929653,1487959935951
4,2,574,475,0,1487959936920,1487959945719
4,3,207,702,0,1487959946720,1487959954819
4,4,7305,5037,0,1487959955788,1487959965420
4,5,4130,0314,0,1487959966421,1487959976487
4,6,35741,14753,0,1487959977456,1487959991421
4,7,70526,62507,0,1487959992390,1487960006155
4,8,607251,152706,0,1487960007124,1487960023690
4,9,270643,,0,1487960024659,1487960053658
4,10,0416327,7231604,0,1487960054660,1487960075726
4,11,5632041,1042365,0,1487960076728,1487960095827
