%Recollect Version 2.3. Scene/Level: , Session: 20, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,7D,7D,,,0,1488390498834,,1488390501163,1488390503463
3,1,2,EF,EF,,,0,1488390505435,,1488390507797,1488390509130
3,2,3,423,423,,,0,1488390511134,,1488390514630,1488390515998
3,3,3,142,142,,,0,1488390517969,,1488390521497,1488390523231
10,0,0,,,0,0,0,1488390553301,1488390553299,1488390521497,1488390554999
10,1,0,,,0,0,0,1488390557000,1488390557000,1488390521497,1488390559300
10,2,0,,,1,1,0,1488390561300,1488390561300,1488390521497,1488390562766
10,3,0,,,1,1,0,1488390564767,1488390564767,1488390521497,1488390566600
10,4,0,,,0,0,0,1488390568600,1488390568600,1488390521497,1488390569800
10,5,0,,,0,0,0,1488390571801,1488390571801,1488390521497,1488390574200
10,6,0,,,1,1,0,1488390576201,1488390576201,1488390521497,1488390577300
10,7,0,,,1,1,0,1488390579301,1488390579301,1488390521497,1488390580767
10,8,0,,,0,0,0,1488390582735,1488390582735,1488390521497,1488390584101
10,9,0,,,0,0,0,1488390586070,1488390586070,1488390521497,1488390587534
10,10,0,,,1,1,0,1488390589502,1488390589501,1488390521497,1488390590734
10,11,0,,,1,1,0,1488390592702,1488390592702,1488390521497,1488390594369
10,12,0,,,1,1,0,1488390596369,1488390596369,1488390521497,1488390597968
10,13,0,,,1,1,0,1488390599969,1488390599969,1488390521497,1488390601569
10,14,0,,,0,0,0,1488390603569,1488390603569,1488390521497,1488390604902
10,15,0,,,1,1,0,1488390606903,1488390606902,1488390521497,1488390608268
13,0,2,F0,F0,00,00,0,1488390641775,1488390646976,1488390648244,1488390650438
13,1,2,E1,E1,10,10,0,1488390652410,1488390657043,1488390658043,1488390659805
13,2,2,C3,C3,01,01,0,1488390661777,1488390666777,1488390668011,1488390669472
14,0,5,C0E23,C0D23,00100,00100,0,1488390676010,1488390690211,1488390692212,1488390699491
14,1,5,8D127,4D167,11001,Z0001,0,1488390701496,1488390716130,1488390717130,1488390720758
14,2,4,6E13,6E53,1100,1100,0,1488390722763,1488390733031,1488390734199,1488390738460
14,3,5,F4C76,4923,00110,0011Z,2,1488390740464,1488390753532,1488390756000,1488390771895
14,4,4,2084,2084,1011,1011,0,1488390773866,1488390784400,1488390785301,1488390787862
14,5,2,18,18,11,11,0,1488390789834,1488390794468,1488390795535,1488390798029
14,6,3,392,392,001,001,0,1488390800000,1488390807501,1488390808569,1488390810730
14,7,2,B4,B4,01,01,0,1488390812702,1488390817135,1488390818236,1488390819864
14,8,2,CE,CE,01,01,0,1488390821869,1488390827269,1488390829069,1488390832132
14,9,3,8CB,C8B,110,110,1,1488390834104,1488390842037,1488390843370,1488390851766
14,10,3,396,396,011,011,0,1488390853771,1488390861171,1488390862307,1488390863900
14,11,4,5978,5978,0100,0100,0,1488390865904,1488390877205,1488390878773,1488390883734
