%Recollect Version 2.3. Scene/Level: , Session: 9, GameNumber: 9
%D2:Action,Row,Character,TimeOfResponse
1,0,2,1487721851102
1,0,3,1487721851602
1,0,4,1487721854968
1,0,6,1487721855769
1,0,8,1487721856502
1,0,9,1487721857235
1,0,10,1487721857902
1,0,11,1487721858336
1,0,12,1487721858702
1,0,13,1487721859202
1,0,16,1487721860235
1,0,18,1487721861269
1,0,21,1487721862669
1,0,23,1487721863336
9,0,-1,1487721864603
1,1,0,1487721866068
1,1,1,1487721866403
1,1,3,1487721867336
1,1,4,1487721867836
1,1,5,1487721868436
1,1,7,1487721869168
1,1,8,1487721869736
1,1,9,1487721870436
1,1,11,1487721871270
1,1,12,1487721871770
1,1,13,1487721872170
1,1,15,1487721873303
1,1,17,1487721873970
1,1,18,1487721874837
1,1,23,1487721876737
1,1,24,1487721877337
1,1,26,1487721878337
1,1,29,1487721879903
1,1,31,1487721880804
1,1,32,1487721881370
1,1,35,1487721882570
1,1,38,1487721883771
1,1,39,1487721884204
9,1,-1,1487721885605
1,2,0,1487721889439
1,2,2,1487721889770
1,2,5,1487721891503
1,2,7,1487721892038
1,2,10,1487721893171
1,2,12,1487721894004
1,2,15,1487721895071
1,2,16,1487721895471
1,2,17,1487721895971
1,2,19,1487721896605
1,2,21,1487721897371
1,2,22,1487721898071
1,2,25,1487721899205
1,2,27,1487721900105
2,2,27,1487721901506
1,2,28,1487721902005
1,2,29,1487721903039
1,2,30,1487721903405
1,2,32,1487721904205
1,2,33,1487721904605
1,2,34,1487721905072
1,2,36,1487721905705
1,2,37,1487721906372
9,2,-1,1487721906607
-1,2,38,1487721906705
-1,2,39,1487721906905
1,3,2,1487721908770
1,3,4,1487721909472
1,3,5,1487721909907
1,3,8,1487721910506
1,3,9,1487721911239
1,3,12,1487721912606
2,3,12,1487721913273
1,3,14,1487721914306
1,3,16,1487721915172
1,3,18,1487721916139
1,3,20,1487721916672
1,3,21,1487721917172
1,3,22,1487721917673
1,3,23,1487721918073
1,3,25,1487721918773
1,3,27,1487721919639
1,3,28,1487721919939
1,3,29,1487721920406
1,3,30,1487721920706
1,3,31,1487721921106
1,3,32,1487721921506
2,3,32,1487721922006
1,3,33,1487721922473
1,3,34,1487721923140
1,3,35,1487721923640
1,3,36,1487721924006
1,3,37,1487721924573
1,3,38,1487721924939
1,3,40,1487721925706
2,3,40,1487721926273
1,3,41,1487721926874
1,3,42,1487721927140
9,3,-1,1487721927606
-1,3,43,1487721928006
1,4,2,1487721929440
1,4,4,1487721930306
1,4,5,1487721930740
1,4,6,1487721931040
1,4,8,1487721931841
1,4,9,1487721932407
1,4,11,1487721933274
2,4,11,1487721933708
1,4,16,1487721935774
1,4,17,1487721936341
1,4,18,1487721936707
1,4,19,1487721937008
2,4,19,1487721937574
1,4,20,1487721938241
1,4,22,1487721939341
1,4,23,1487721939708
1,4,25,1487721940607
1,4,27,1487721941274
2,4,27,1487721941641
1,4,28,1487721942141
1,4,30,1487721942741
1,4,31,1487721943208
2,4,31,1487721943641
1,4,33,1487721944575
2,4,33,1487721945808
1,4,32,1487721946541
1,4,33,1487721946841
1,4,34,1487721947674
1,4,35,1487721948207
9,4,-1,1487721948608
-1,4,36,1487721948641
1,5,0,1487721950241
1,5,1,1487721950841
1,5,3,1487721951708
1,5,5,1487721952541
1,5,6,1487721952875
1,5,9,1487721954141
