%Recollect Version 2.3. Scene/Level: , Session: 9, GameNumber: 7
%HeartsAndFlowers:Stage,TrailNum,Target,TargetPos,ChoicePos,TimeOfPresentation,TimeOfResponse
1,0,1,0,0,1487723430843,1487723432175
1,1,1,1,1,1487723433143,1487723434342
1,2,1,0,0,1487723435310,1487723436010
1,3,1,1,1,1487723436978,1487723437576
2,0,1,1,1,1487723445527,1487723446160
2,1,1,1,1,1487723447160,1487723447726
2,2,1,0,0,1487723448727,1487723449294
2,3,1,1,1,1487723450261,1487723450827
2,4,1,0,0,1487723451827,1487723452294
2,5,1,0,0,1487723453294,1487723453860
2,6,1,1,1,1487723454861,1487723455327
2,7,1,1,1,1487723456328,1487723456861
2,8,1,0,0,1487723457861,1487723458294
2,9,1,1,1,1487723459294,1487723459727
2,10,1,0,0,1487723460728,1487723461160
2,11,1,0,0,1487723462162,1487723462627
3,0,0,0,1,1487723464662,1487723465494
3,1,0,0,1,1487723466462,1487723467061
3,2,0,1,0,1487723468063,1487723468627
3,3,0,1,0,1487723469629,1487723470160
4,0,0,0,1,1487723472595,1487723473295
4,1,0,1,0,1487723474262,1487723474961
4,2,0,1,0,1487723475962,1487723476561
4,3,0,0,1,1487723477562,1487723478062
4,4,0,1,0,1487723479030,1487723479695
4,5,0,1,0,1487723480663,1487723481328
4,6,0,1,0,1487723482296,1487723482829
4,7,0,0,1,1487723483796,1487723484296
4,8,0,0,1,1487723485263,1487723485895
4,9,0,0,1,1487723486863,1487723487429
4,10,0,1,0,1487723488397,1487723488962
4,11,0,0,1,1487723489930,1487723490462
5,0,1,0,0,1487723492480,1487723493379
5,1,1,1,1,1487723494347,1487723495179
5,2,0,1,0,1487723496147,1487723496879
5,3,0,0,1,1487723497881,1487723498546
6,0,1,0,0,1487723500413,1487723501046
6,1,1,1,1,1487723502014,1487723502746
6,2,1,1,1,1487723503714,1487723504213
6,3,0,0,1,1487723505214,1487723505880
6,4,0,0,1,1487723506847,1487723507580
6,5,0,1,0,1487723508547,1487723509113
6,6,1,1,1,1487723510081,1487723510746
6,7,0,1,0,1487723511748,1487723512447
6,8,0,0,1,1487723513414,1487723514147
6,9,0,0,1,1487723515148,1487723515880
6,10,1,1,1,1487723516881,1487723517714
6,11,0,0,1,1487723518682,1487723519381
6,12,1,0,1,1487723520382,1487723521014
6,13,0,1,0,1487723521982,1487723523014
6,14,0,0,1,1487723523981,1487723524681
6,15,0,0,1,1487723525682,1487723526414
6,16,1,0,0,1487723527415,1487723528147
6,17,1,1,1,1487723529149,1487723529948
6,18,0,1,0,1487723530949,1487723531814
6,19,0,1,0,1487723532815,1487723533414
6,20,1,0,0,1487723534382,1487723535081
6,21,1,1,1,1487723536049,1487723536681
6,22,1,0,0,1487723537683,1487723538681
6,23,0,1,0,1487723539649,1487723540382
6,24,1,0,0,1487723541349,1487723542148
6,25,1,1,1,1487723543116,1487723543982
6,26,0,1,0,1487723544949,1487723545515
6,27,1,1,1,1487723546483,1487723547282
6,28,1,0,0,1487723548283,1487723549116
6,29,0,1,0,1487723550116,1487723551249
6,30,0,0,1,1487723552217,1487723553049
6,31,1,0,0,1487723554016,1487723555049
6,32,1,0,0,1487723556017,1487723556582
6,33,0,1,0,1487723557550,1487723558383
6,34,0,0,1,1487723559350,1487723560016
6,35,0,0,1,1487723560984,1487723561716
6,36,1,1,1,1487723562684,1487723563349
6,37,1,1,1,1487723564317,1487723565050
6,38,1,1,1,1487723566017,1487723566783
6,39,0,0,1,1487723567751,1487723568616
6,40,1,0,0,1487723569584,1487723570217
6,41,1,0,0,1487723571217,1487723571783
6,42,0,1,0,1487723572784,1487723573384
6,43,1,1,1,1487723574384,1487723575117
6,44,0,1,0,1487723576084,1487723576684
6,45,1,0,0,1487723577651,1487723578217
6,46,0,0,0,1487723579186,1487723579684
6,47,0,1,0,1487723580651,1487723581351
