%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1486771761646,1486771768710
1,1,34,34,1,1486771769680,1486771779677
2,0,15,15,0,1486771782747,1486771789178
2,1,73,73,0,1486771790148,1486771796178
2,2,164,164,0,1486771797148,1486771804812
2,3,705,705,0,1486771805815,1486771814612
2,4,2173,2173,0,1486771815582,1486771826046
2,5,1504,1504,0,1486771827016,1486771836947
2,6,42350,24350,1,1486771837917,1486771853632
2,7,24061,24061,0,1486771854601,1486771865865
2,8,061743,061743,0,1486771866835,1486771880233
2,9,625037,6254037,0,1486771881203,1486771894434
2,10,7152305,7152305,0,1486771895404,1486771911301
2,11,3157264,3157264,0,1486771912305,1486771929069
2,12,64527631,64527631,1,1486771930039,1486771950337
2,13,05631742,05631742,1,1486771951307,1486771972110
2,14,164751743,1643751834,0,1486771973113,1486771996628
2,15,2084365170,20846317425,1,1486771997599,1486772024347
3,0,60,06,0,1486772027233,1486772033097
3,1,24,42,0,1486772034067,1486772044831
4,0,25,52,0,1486772057402,1486772063966
4,1,63,36,1,1486772064936,1486772071933
4,2,574,475,0,1486772072903,1486772081066
4,3,207,702,0,1486772082036,1486772089667
4,4,7305,5037,0,1486772090637,1486772100734
4,5,4130,0314,0,1486772101704,1486772112602
4,6,35741,14753,0,1486772113605,1486772124836
4,7,70526,62507,0,1486772125806,1486772138036
4,8,607251,152706,0,1486772139040,1486772151871
4,9,270643,346072,0,1486772152841,1486772166371
4,10,0416327,7236140,0,1486772167341,1486772185839
4,11,5632041,,0,1486772186809,1486772213207
4,12,48256132,,0,1486772214211,1486772246209
4,13,04523765,5673042,0,1486772247246,1486772266510
