%Recollect Version 2.3. Scene/Level: nback0, Session: 1, GameNumber: 5
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,2,1,3,7,1.12622,1488333752616,3.64014,1488333755135
0,2,1,3,3,4.14014,1488333755629,6.64014,1488333758131
0,2,1,0,4,7.14014,1488333758629,9.64038,1488333761132
0,2,1,0,0,10.14038,1488333761630,12.64063,1488333764133
0,2,1,2,3,13.14111,1488333764630,15.64063,1488333767133
0,2,1,0,5,16.14087,1488333767630,18.64087,1488333770133
0,2,1,1,3,19.14087,1488333770630,20.00757,1488333771498
0,2,1,1,5,22.14111,1488333773631,22.84155,1488333774334
0,2,1,0,1,25.14136,1488333776631,27.64160,1488333779133
0,2,0,2,3,28.14160,1488333779631,29.24194,1488333780735
0,2,1,1,1,31.14160,1488333782631,31.90869,1488333783401
0,2,1,0,4,34.14185,1488333785631,36.64185,1488333788133
0,2,1,1,1,37.14185,1488333788631,38.27539,1488333789768
0,2,1,0,5,40.14209,1488333791631,42.64209,1488333794134
0,2,1,0,7,43.14233,1488333794632,45.64233,1488333797134
0,2,1,0,0,46.14258,1488333797632,48.64258,1488333800135
0,2,1,0,2,49.14258,1488333800632,51.64282,1488333803135
0,2,1,0,6,52.14258,1488333803632,54.64282,1488333806135
0,2,1,1,2,55.14282,1488333806634,56.14307,1488333807635
0,2,1,1,6,58.14307,1488333809632,58.90991,1488333810402
0,2,1,0,4,61.14331,1488333812633,63.64331,1488333815135
0,2,1,2,4,64.14355,1488333815633,66.64355,1488333818135
0,2,1,2,2,67.14355,1488333818633,69.64380,1488333821135
0,2,1,2,6,70.14380,1488333821634,72.64404,1488333824137
0,2,1,2,4,73.14404,1488333824633,75.64404,1488333827136
0,2,1,0,0,76.14429,1488333827633,78.64551,1488333830136
0,2,1,0,3,79.14429,1488333830633,81.64453,1488333833136
0,2,0,2,4,82.14453,1488333833634,84.14453,1488333835637
0,2,1,1,3,85.14453,1488333836634,86.64551,1488333838138
0,2,1,1,4,88.14502,1488333839634,88.91138,1488333840403
0,2,1,1,3,91.14502,1488333842634,91.71167,1488333843204
0,2,1,0,7,94.14526,1488333845634,96.64526,1488333848137
0,2,1,1,3,97.14526,1488333848635,97.97852,1488333849470
0,2,1,2,3,100.14550,1488333851635,102.64580,1488333854137
0,2,1,1,3,103.14580,1488333854635,104.14580,1488333855636
0,2,1,0,2,106.14600,1488333857635,108.64620,1488333860137
0,2,1,1,3,109.14600,1488333860635,109.81270,1488333861305
0,2,1,2,3,112.14620,1488333863635,114.64650,1488333866138
0,2,0,2,2,115.14670,1488333866636,115.78000,1488333867272
0,2,0,2,2,118.14650,1488333869636,119.64670,1488333871139
0,2,1,0,7,121.14650,1488333872636,123.64670,1488333875138
0,2,1,2,3,124.14700,1488333875636,126.64700,1488333878138
