%Recollect Version 2.3. Scene/Level: nback0, Session: 1, GameNumber: 7
%Note: All true/false values are represented as "1" and "0" respectively.
%Damage:1,Player X Position,Player Y Position,Hearts Left,Time (Relative),Time (Absolute)
%NBackObject:0,NLevel,IsCorrect,IsTarget,Type,PresentationTime(R),PresentationTime(A),TimeOutTime(R),TimeOutTime(A)
%Possible values for "Type":Blue=0,Yellow=1,Green=2,Pink=3,White=4,Gray=5,Brown=6,Purple=7,None=8,
0,2,1,3,0,1.12671,1488334029545,3.64331,1488334032068
0,2,1,3,6,4.14356,1488334032562,6.64331,1488334035064
0,2,1,2,6,7.14331,1488334035562,9.64356,1488334038064
0,2,1,1,6,10.14355,1488334038562,11.27686,1488334039696
0,2,1,0,0,13.14404,1488334041562,15.64404,1488334044064
0,2,1,0,4,16.14380,1488334044562,18.64429,1488334047066
0,2,1,0,7,19.14429,1488334047562,21.64429,1488334050065
0,2,1,2,6,22.14453,1488334050563,24.64453,1488334053065
0,2,0,1,7,25.14453,1488334053563,27.64453,1488334056066
0,2,1,2,7,28.14478,1488334056563,30.64478,1488334059067
0,2,0,2,6,31.14478,1488334059563,32.34497,1488334060767
0,2,1,0,3,34.14502,1488334062564,36.64502,1488334065067
0,2,1,0,0,37.14526,1488334065564,39.64526,1488334068066
0,2,1,0,4,40.14551,1488334068564,42.64624,1488334071066
0,2,1,0,5,43.14551,1488334071564,45.64551,1488334074066
0,2,1,0,6,46.14575,1488334074564,48.64600,1488334077068
0,2,1,2,0,49.14600,1488334077565,51.64600,1488334080067
0,2,1,2,4,52.14600,1488334080564,54.64600,1488334083067
0,2,1,1,0,55.14600,1488334083564,56.54663,1488334084968
0,2,1,0,1,58.14624,1488334086565,60.64648,1488334089068
0,2,1,1,0,61.14648,1488334089565,63.61377,1488334092036
0,2,1,0,6,64.14648,1488334092565,66.64673,1488334095069
0,2,0,2,6,67.14673,1488334095566,68.08032,1488334096504
0,2,1,1,6,70.14697,1488334098565,71.04712,1488334099468
0,2,1,0,7,73.14697,1488334101565,75.64746,1488334104068
0,2,1,1,6,76.14722,1488334104565,77.14746,1488334105569
0,2,1,2,6,79.14795,1488334107567,81.64771,1488334110069
0,2,1,0,1,82.14771,1488334110566,84.64771,1488334113069
0,2,1,0,2,85.14795,1488334113566,87.64795,1488334116069
0,2,1,0,3,88.14795,1488334116566,90.64819,1488334119069
0,2,1,1,2,91.14819,1488334119568,91.68164,1488334120103
0,2,1,2,1,94.14819,1488334122566,96.64844,1488334125069
0,2,0,1,2,97.14868,1488334125568,99.64868,1488334128070
0,2,0,2,2,100.14870,1488334128567,101.28220,1488334129703
0,2,1,1,2,103.14890,1488334131567,104.74900,1488334133171
0,2,1,0,5,106.14890,1488334134567,108.64920,1488334137070
0,2,1,0,0,109.14920,1488334137567,111.64940,1488334140070
0,2,1,1,5,112.14970,1488334140568,113.74980,1488334142171
0,2,1,1,0,115.14970,1488334143568,115.98290,1488334144404
0,2,1,0,3,118.14970,1488334146568,120.64990,1488334149071
0,2,1,2,5,121.14990,1488334149569,123.64990,1488334152071
0,2,1,1,3,124.15010,1488334152569,125.14990,1488334153570
