%Recollect Version 2.3. Scene/Level: , Session: 11, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,FD,FD,,,0,1487791481314,,1487791483709,1487791485776
3,1,2,B0,B0,,,0,1487791487748,,1487791490076,1487791491609
3,2,3,6C9,6C9,,,0,1487791493615,,1487791497143,1487791499427
3,3,3,431,431,,,0,1487791501432,,1487791504927,1487791507027
10,0,0,,,1,1,0,1487791522379,1487791522379,1487791504927,1487791526144
10,1,0,,,1,1,0,1487791528330,1487791528329,1487791504927,1487791530428
10,2,0,,,0,0,0,1487791532397,1487791532397,1487791504927,1487791535528
10,3,0,,,0,0,0,1487791537497,1487791537496,1487791504927,1487791538929
10,4,0,,,0,0,0,1487791540897,1487791540897,1487791504927,1487791542229
10,5,0,,,0,0,0,1487791544197,1487791544197,1487791504927,1487791545463
10,6,0,,,1,1,0,1487791547464,1487791547464,1487791504927,1487791548763
10,7,0,,,0,0,0,1487791550731,1487791550731,1487791504927,1487791552062
10,8,0,,,1,1,0,1487791554031,1487791554031,1487791504927,1487791555330
10,9,0,,,0,0,0,1487791557331,1487791557331,1487791504927,1487791559497
10,10,0,,,1,1,0,1487791561498,1487791561498,1487791504927,1487791562997
10,11,0,,,1,1,0,1487791564965,1487791564965,1487791504927,1487791566397
10,12,0,,,1,1,0,1487791568398,1487791568398,1487791504927,1487791569631
10,13,0,,,0,0,0,1487791571598,1487791571598,1487791504927,1487791572764
10,14,0,,,1,1,0,1487791574732,1487791574732,1487791504927,1487791575897
10,15,0,,,1,1,0,1487791577866,1487791577866,1487791504927,1487791579464
13,0,2,AD,AD,10,10,0,1487791610605,1487791615872,1487791617239,1487791620400
13,1,2,46,46,11,11,0,1487791622372,1487791626873,1487791627973,1487791631367
13,2,2,BD,BD,01,01,0,1487791633339,1487791638307,1487791640207,1487791641901
14,0,3,6F9,6F9,010,010,0,1487791649241,1487791656808,1487791657808,1487791661236
14,1,5,6E1C3,6E1C3,10101,10101,0,1487791663208,1487791676242,1487791678409,1487791685554
14,2,3,3A4,3A4,001,001,0,1487791687742,1487791696293,1487791697994,1487791700855
14,3,2,A2,A5,11,00,0,1487791702860,1487791707394,1487791708627,1487791712522
14,4,2,17,17,00,00,0,1487791714711,1487791719411,1487791721245,1487791723472
14,5,5,E160B,E160B,11000,Z1000,0,1487791725661,1487791741729,1487791742830,1487791746257
14,6,4,A604,A604,1101,1101,0,1487791748446,1487791759847,1487791760946,1487791763808
14,7,2,17,17,10,10,0,1487791765997,1487791770531,1487791771599,1487791774125
14,8,3,872,871,011,011,0,1487791776098,1487791783198,1487791785932,1487791788693
14,9,5,F5203,F5203,00110,00110,0,1487791790882,1487791806249,1487791807616,1487791810711
14,10,4,507F,507F,0110,0110,0,1487791812683,1487791823283,1487791824318,1487791826779
14,11,4,E3F1,E3F5,1001,1001,1,1487791828967,1487791839468,1487791841500,1487791854030
