%Recollect Version 2.3. Scene/Level: , Session: 21, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,C4,C4,,,0,1487795505398,,1487795507761,1487795509694
3,1,2,29,29,,,0,1487795511665,,1487795513996,1487795516395
3,2,3,B79,B79,,,0,1487795518400,,1487795521928,1487795523528
3,3,3,5D1,5D1,,,0,1487795525533,,1487795529062,1487795530995
10,0,0,,,0,0,0,1487795555266,1487795555264,1487795529062,1487795556897
10,1,0,,,0,0,0,1487795558897,1487795558897,1487795529062,1487795561331
10,2,0,,,1,1,0,1487795563298,1487795563298,1487795529062,1487795564664
10,3,0,,,1,1,0,1487795566665,1487795566665,1487795529062,1487795567864
10,4,0,,,1,1,0,1487795569865,1487795569865,1487795529062,1487795572931
10,5,0,,,0,0,0,1487795574932,1487795574932,1487795529062,1487795576731
10,6,0,,,1,1,0,1487795578732,1487795578732,1487795529062,1487795580865
10,7,0,,,1,1,0,1487795582866,1487795582865,1487795529062,1487795584132
10,8,0,,,1,1,0,1487795586100,1487795586099,1487795529062,1487795588099
10,9,0,,,0,0,0,1487795590099,1487795590099,1487795529062,1487795591532
10,10,0,,,0,0,0,1487795593533,1487795593533,1487795529062,1487795594799
10,11,0,,,0,0,0,1487795596767,1487795596767,1487795529062,1487795598032
10,12,0,,,0,0,0,1487795600034,1487795600034,1487795529062,1487795601766
10,13,0,,,1,1,0,1487795603768,1487795603768,1487795529062,1487795605333
10,14,0,,,0,0,0,1487795607334,1487795607334,1487795529062,1487795609400
10,15,0,,,1,1,0,1487795611401,1487795611401,1487795529062,1487795612734
13,0,2,04,04,01,01,1,1487795626138,1487795630739,1487795631906,1487795636602
13,1,2,42,42,00,00,0,1487795638606,1487795643173,1487795644373,1487795646169
13,2,2,DB,DB,00,00,0,1487795648141,1487795652607,1487795654408,1487795656136
14,0,5,713D9,ZZ3B918ZZ,00101,00101,0,1487795665441,1487795678009,1487795679042,1487795691388
14,1,3,819,819,011,011,0,1487795693359,1487795700460,1487795701560,1487795704088
14,2,5,1A7F4,13E4,10011,10011,0,1487795706060,1487795719528,1487795721294,1487795726390
14,3,2,3E,3E,11,11,0,1487795728361,1487795733462,1487795735431,1487795739057
14,4,3,9B1,9B1,011,011,0,1487795741062,1487795748263,1487795749396,1487795751558
14,5,4,90C3,91C3,0010,0010,0,1487795753563,1487795763330,1487795764231,1487795767692
14,6,4,031B,03A1,0010,0000,0,1487795769663,1487795779331,1487795781398,1487795787693
14,7,2,ED,ED,11,01,0,1487795789698,1487795794098,1487795795332,1487795797260
14,8,4,FDE7,FDE7,0001,0001,0,1487795799232,1487795809066,1487795810233,1487795812561
14,9,3,C06,C06,001,001,0,1487795814532,1487795821567,1487795822634,1487795824762
14,10,2,A5,A5,10,10,0,1487795826768,1487795831200,1487795832068,1487795833962
14,11,5,2C0EB,280E7,11001,11001,0,1487795835935,1487795848702,1487795849736,1487795854297
