%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 3
%SymmetrySpan:Stage,TrailNum,SequenceLength,TargetSequence,ResponseSequence,SymmetrySequence,SymmetryResponses,ClearCount,TimeOfSequencePresentation,TimeOfSymmetryPresentation,TimeOfResponsePrompt,TimeOfResponseSubmission
3,0,2,32,32,,,0,1488245425473,,1488245427801,1488245431434
3,1,2,2F,2F,,,0,1488245433407,,1488245435734,1488245437501
3,2,3,963,963,,,0,1488245439474,,1488245443035,1488245446002
3,3,3,485,485,,,0,1488245447974,,1488245451469,1488245452802
10,0,0,,,1,1,0,1488245491589,1488245491589,1488245451469,1488245495805
10,1,0,,,1,1,0,1488245497989,1488245497989,1488245451469,1488245501521
10,2,0,,,0,0,0,1488245503523,1488245503523,1488245451469,1488245507388
10,3,0,,,1,1,0,1488245509357,1488245509357,1488245451469,1488245511755
10,4,0,,,0,0,0,1488245513724,1488245513724,1488245451469,1488245515156
10,5,0,,,1,1,0,1488245517124,1488245517124,1488245451469,1488245520189
10,6,0,,,0,0,0,1488245522157,1488245522157,1488245451469,1488245524189
10,7,0,,,0,0,0,1488245526158,1488245526158,1488245451469,1488245527890
10,8,0,,,0,0,0,1488245529858,1488245529858,1488245451469,1488245531990
10,9,0,,,1,1,0,1488245533958,1488245533958,1488245451469,1488245535623
10,10,0,,,1,1,0,1488245537625,1488245537625,1488245451469,1488245540024
10,11,0,,,0,0,0,1488245541992,1488245541992,1488245451469,1488245544490
10,12,0,,,1,1,0,1488245546459,1488245546459,1488245451469,1488245548424
10,13,0,,,0,0,0,1488245550393,1488245550393,1488245451469,1488245551758
10,14,0,,,0,0,0,1488245553726,1488245553726,1488245451469,1488245557924
10,15,0,,,1,1,0,1488245559926,1488245559926,1488245451469,1488245569225
13,0,2,3B,3B,01,01,0,1488245593249,1488245600249,1488245603417,1488245606411
13,1,2,3B,3B,10,10,0,1488245608383,1488245615083,1488245617383,1488245619211
13,2,2,2F,2F,10,10,0,1488245621184,1488245626117,1488245627351,1488245628811
14,0,4,D918,D818,1111,1111,1,1488245639918,1488245652786,1488245655418,1488245667581
14,1,4,3751,3751,0101,0101,0,1488245669553,1488245681587,1488245682653,1488245684349
14,2,3,E1F,E1F,000,000,0,1488245686321,1488245695688,1488245697422,1488245699983
14,3,5,07346,07346,01001,01001,0,1488245701955,1488245716422,1488245719123,1488245726117
14,4,3,218,218,100,100,1,1488245728305,1488245736540,1488245737607,1488245746535
14,5,2,43,43,01,01,0,1488245748509,1488245752874,1488245754542,1488245757736
14,6,5,B8594,B8594,10100,10100,0,1488245759708,1488245775176,1488245777144,1488245780137
14,7,3,9CF,A9CF,001,001,0,1488245782110,1488245790977,1488245793144,1488245797738
14,8,5,EC69A,EC6A9,11011,11011,0,1488245799711,1488245817711,1488245819045,1488245821873
14,9,2,97,97,10,10,0,1488245823846,1488245828612,1488245829946,1488245832407
14,10,4,51F0,51F0,1111,1111,0,1488245834379,1488245847080,1488245850080,1488245852708
14,11,2,AD,AD,10,10,0,1488245854680,1488245858981,1488245864381,1488245867842
