%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,0,1,1,3,5,1488247028548,-1,1488247027985
6,0,1,1,1,0,2,1488247031615,-1,1488247031085
6,0,2,1,1,0,1,1488247034715,-1,1488247034152
6,0,3,1,1,1,1,1488247037782,1488247038882,1488247037252
6,0,4,1,0,1,1,1488247040882,-1,1488247040319
6,0,5,1,1,0,2,1488247043982,-1,1488247043420
6,0,6,1,1,0,4,1488247047049,-1,1488247046487
6,0,7,1,1,0,6,1488247050116,-1,1488247049553
6,0,8,1,1,0,5,1488247053216,-1,1488247052653
6,0,9,1,1,1,5,1488247056283,1488247057216,1488247055721
6,0,10,1,1,0,1,1488247059349,-1,1488247058820
6,1,0,1,1,3,3,1488247067133,-1,1488247066571
6,1,1,1,1,0,6,1488247070234,-1,1488247069671
6,1,2,1,1,0,0,1488247073334,-1,1488247072771
6,1,3,1,1,1,0,1488247076400,1488247077268,1488247075838
6,1,4,1,0,1,0,1488247079467,-1,1488247078905
6,1,5,1,1,1,0,1488247082534,1488247083401,1488247082005
6,1,6,1,1,0,3,1488247085634,-1,1488247085072
6,1,7,1,1,0,6,1488247088668,-1,1488247088139
6,1,8,1,1,0,1,1488247091768,-1,1488247091206
6,1,9,1,1,0,0,1488247094868,-1,1488247094306
6,1,10,1,1,0,7,1488247097935,-1,1488247097373
6,1,11,1,1,1,7,1488247101035,1488247101802,1488247100474
6,1,12,1,1,0,2,1488247104135,-1,1488247103573
6,1,13,1,1,0,6,1488247107202,-1,1488247106640
6,1,14,1,1,0,3,1488247110269,-1,1488247109740
6,1,15,1,1,1,3,1488247113336,1488247114370,1488247112807
6,1,16,1,1,0,7,1488247116436,-1,1488247115874
6,1,17,1,1,1,7,1488247119470,1488247120169,1488247118941
6,1,18,1,1,0,4,1488247122503,-1,1488247121974
6,1,19,1,1,0,1,1488247125570,-1,1488247125007
6,1,20,1,1,0,6,1488247128670,-1,1488247128108
6,2,0,2,1,3,4,1488247139004,-1,1488247138473
6,2,1,2,1,3,0,1488247142104,-1,1488247141541
6,2,2,2,1,0,2,1488247145171,-1,1488247144642
6,2,3,2,1,0,5,1488247148238,-1,1488247147710
6,2,4,2,1,0,4,1488247151305,-1,1488247150742
6,2,5,2,0,1,5,1488247154371,-1,1488247153843
6,2,6,2,1,0,6,1488247157472,-1,1488247156909
6,2,7,2,0,1,5,1488247160539,-1,1488247159976
6,2,8,2,1,0,0,1488247163639,-1,1488247163076
6,2,9,2,0,0,4,1488247166672,1488247168606,1488247166143
