%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,2,1486155973720,-1,1486155973188
6,0,2,1,1,1,2,1486155976754,1486155977621,1486155976223
6,0,3,1,1,1,2,1486155979787,1486155981021,1486155979256
6,0,4,1,1,0,0,1486155982821,-1,1486155982290
6,0,5,1,1,0,7,1486155985854,-1,1486155985324
6,0,6,1,1,0,6,1486155988888,-1,1486155988357
6,0,7,1,1,0,2,1486155991887,-1,1486155991391
6,0,8,1,1,1,2,1486155994946,1486155995813,1486155994415
6,0,9,1,1,0,6,1486155997980,-1,1486155997483
6,0,10,1,1,0,3,1486156001013,-1,1486156000515
6,0,11,1,1,0,5,1486156004047,-1,1486156003550
6,1,1,1,1,3,4,1486156011514,-1,1486156010982
6,1,2,1,1,1,4,1486156014548,1486156015781,1486156014071
6,1,3,1,1,0,3,1486156017581,-1,1486156017051
6,1,4,1,1,0,5,1486156020614,-1,1486156020082
6,1,5,1,1,0,7,1486156023648,-1,1486156023117
6,1,6,1,1,0,6,1486156026715,-1,1486156026184
6,1,7,1,1,0,1,1486156029749,-1,1486156029251
6,1,8,1,1,1,1,1486156032816,1486156033482,1486156032284
6,1,9,1,1,0,4,1486156035849,-1,1486156035351
6,1,10,1,1,0,7,1486156038915,-1,1486156038384
6,1,11,1,1,0,6,1486156041982,-1,1486156041451
6,1,12,1,1,0,3,1486156045016,-1,1486156044485
6,1,13,1,1,0,7,1486156048050,-1,1486156047552
6,1,14,1,1,1,7,1486156051116,1486156052016,1486156050585
6,1,15,1,1,0,0,1486156054150,-1,1486156053619
6,1,16,1,1,1,0,1486156057216,1486156058250,1486156056685
6,1,17,1,1,0,7,1486156060283,-1,1486156059752
6,1,18,1,1,0,6,1486156063317,-1,1486156062786
6,1,19,1,1,0,1,1486156066384,-1,1486156065852
6,1,20,1,1,1,1,1486156069417,1486156070217,1486156068886
6,1,21,1,1,1,1,1486156072451,1486156073917,1486156071953
6,2,1,2,1,3,7,1486156082819,-1,1486156082285
6,2,2,2,1,3,2,1486156085851,-1,1486156085355
6,2,3,2,1,0,6,1486156088885,-1,1486156088387
6,2,4,2,1,1,2,1486156091952,1486156092852,1486156091421
6,2,5,2,1,1,6,1486156094986,1486156095919,1486156094488
6,2,6,2,1,0,4,1486156098052,-1,1486156097520
6,2,7,2,1,0,3,1486156101086,-1,1486156100554
6,2,8,2,1,0,0,1486156104152,-1,1486156103622
6,2,9,2,1,1,3,1486156107219,1486156108086,1486156106688
6,2,10,2,1,0,4,1486156110220,-1,1486156109722
6,2,11,2,1,0,1,1486156113286,-1,1486156112755
6,2,12,2,1,0,5,1486156116320,-1,1486156115823
6,3,1,2,1,3,6,1486156122220,-1,1486156121688
6,3,2,2,1,3,5,1486156125254,-1,1486156124723
6,3,3,2,1,0,0,1486156128287,-1,1486156127789
6,3,4,2,1,0,7,1486156131354,-1,1486156130823
6,3,5,2,1,0,2,1486156134387,-1,1486156133857
6,3,6,2,1,0,5,1486156137421,-1,1486156136890
6,3,7,2,1,0,6,1486156140454,-1,1486156139923
6,3,8,2,1,0,1,1486156143488,-1,1486156142957
6,3,9,2,1,0,7,1486156146555,-1,1486156146024
6,3,10,2,1,0,3,1486156149588,-1,1486156149090
6,3,11,2,1,0,2,1486156152622,-1,1486156152091
6,3,12,2,1,0,6,1486156155655,-1,1486156155124
6,3,13,2,1,1,2,1486156158689,1486156159656,1486156158158
6,3,14,2,1,0,7,1486156161756,-1,1486156161225
6,3,15,2,1,0,1,1486156164789,-1,1486156164260
6,3,16,2,1,0,5,1486156167856,-1,1486156167325
6,3,17,2,1,1,1,1486156170857,1486156171590,1486156170359
