%Recollect Version 2.3. Scene/Level: , Session: 19, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487801575310,1487801582176
1,1,34,34,1,1487801583178,1487801591944
2,0,52,52,0,1487801594778,1487801600843
2,1,36,36,0,1487801601815,1487801608344
2,2,368,368,0,1487801609314,1487801617478
2,3,208,208,0,1487801618480,1487801626711
2,4,2306,2306,0,1487801627680,1487801638045
2,5,5047,5047,0,1487801639048,1487801649980
2,6,41075,41075,0,1487801650982,1487801665581
2,7,31620,31620,0,1487801666549,1487801680281
2,8,281376,281376,0,1487801681250,1487801695316
2,9,816508,816508,0,1487801696284,1487801711083
2,10,4806317,8046137,1,1487801712051,1487801731284
2,11,0851680,0851680,0,1487801732289,1487801749652
2,12,47081536,0835176,0,1487801750654,1487801773920
2,13,25408016,25408106,0,1487801774922,1487801794438
3,0,60,06,0,1487801799890,1487801805955
3,1,24,42,0,1487801806957,1487801812889
4,0,51,15,0,1487801815791,1487801821222
4,1,37,73,0,1487801822191,1487801827989
4,2,630,036,0,1487801828958,1487801836923
4,3,580,085,0,1487801837892,1487801845557
4,4,5683,3865,0,1487801846526,1487801856191
4,5,2841,1482,0,1487801857160,1487801866525
4,6,47812,21784,0,1487801867498,1487801879292
4,7,03415,51430,0,1487801880294,1487801892493
4,8,507613,31650,0,1487801893495,1487801906827
4,9,073280,082370,0,1487801907796,1487801922928
4,10,4083671,176420,0,1487801923897,1487801939763
4,11,8027308,83720,0,1487801940731,1487801957864
