%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 0
%D2:Action,Row,Character,TimeOfResponse
-1,10,23,1487010608670
1,0,0,1487010611370
1,0,3,1487010613805
1,0,8,1487010616138
1,0,9,1487010616872
1,0,10,1487010617338
1,0,12,1487010618538
1,0,14,1487010619572
1,0,17,1487010621205
1,0,18,1487010622005
1,0,19,1487010622671
1,0,21,1487010623539
1,0,23,1487010624538
2,0,23,1487010625305
1,0,26,1487010627638
-1,0,25,1487010628005
-1,0,25,1487010628539
-1,0,25,1487010629039
9,0,-1,1487010629105
-1,0,25,1487010629539
-1,0,25,1487010630039
-1,0,25,1487010630772
-1,0,26,1487010631172
-1,0,26,1487010631638
-1,0,25,1487010633306
-1,0,25,1487010633640
-1,0,25,1487010633939
-1,0,30,1487010635039
-1,0,29,1487010635672
1,1,0,1487010638372
1,1,1,1487010639440
1,1,5,1487010642939
1,1,8,1487010644006
1,1,13,1487010645607
-1,1,9,1487010647740
-1,1,8,1487010648373
2,1,13,1487010648773
9,1,-1,1487010650114
-1,1,9,1487010650407
1,2,0,1487010652107
1,2,2,1487010652740
1,2,3,1487010653473
1,2,4,1487010654073
1,2,6,1487010655074
1,2,10,1487010656707
1,2,11,1487010657173
1,2,14,1487010658207
1,2,15,1487010658673
1,2,16,1487010659107
1,2,19,1487010661207
1,2,20,1487010661774
1,2,23,1487010663474
1,2,25,1487010664474
1,2,29,1487010666774
1,2,33,1487010668641
1,2,35,1487010669208
1,2,36,1487010669941
9,2,-1,1487010671108
-1,2,39,1487010671307
1,3,0,1487010672541
1,3,2,1487010674475
1,3,3,1487010674843
1,3,4,1487010675508
1,3,8,1487010677475
1,3,9,1487010677675
1,3,10,1487010678208
1,3,11,1487010678941
1,3,14,1487010680008
1,3,16,1487010680808
1,3,18,1487010681608
1,3,19,1487010682142
1,3,20,1487010683108
1,3,21,1487010683708
1,3,22,1487010684309
1,3,23,1487010684842
1,3,25,1487010686208
1,3,26,1487010686675
1,3,28,1487010687608
1,3,29,1487010687909
1,3,31,1487010688508
1,3,32,1487010689610
1,3,35,1487010690876
-1,3,34,1487010691375
-1,3,34,1487010691909
9,3,-1,1487010692110
1,4,0,1487010694742
1,4,2,1487010695609
1,4,3,1487010696075
1,4,4,1487010696776
1,4,5,1487010697376
1,4,10,1487010699743
1,4,11,1487010700176
1,4,14,1487010702476
1,4,15,1487010703309
1,4,16,1487010704376
1,4,18,1487010705509
1,4,20,1487010706843
1,4,22,1487010708043
-1,4,21,1487010708543
1,4,23,1487010710211
1,4,26,1487010711810
1,4,28,1487010712844
9,4,-1,1487010713111
1,5,0,1487010714411
1,5,1,1487010714810
1,5,6,1487010719011
1,5,7,1487010719511
1,5,9,1487010720344
1,5,10,1487010720844
1,5,11,1487010721211
1,5,13,1487010722044
1,5,16,1487010723712
1,5,17,1487010724144
1,5,18,1487010724744
2,5,18,1487010725111
1,5,18,1487010725644
1,5,20,1487010727045
1,5,26,1487010729545
1,5,27,1487010730112
1,5,30,1487010732178
1,5,31,1487010732912
1,5,33,1487010734078
9,5,-1,1487010734118
1,6,0,1487010735978
1,6,1,1487010736212
1,6,2,1487010736678
1,6,3,1487010737645
1,6,4,1487010738178
1,6,5,1487010738945
1,6,6,1487010739745
1,6,11,1487010742179
1,6,13,1487010743411
1,6,15,1487010744512
1,6,16,1487010744845
1,6,17,1487010745145
1,6,18,1487010745579
1,6,19,1487010745945
1,6,22,1487010748245
1,6,24,1487010748746
1,6,27,1487010750412
1,6,30,1487010754113
1,6,31,1487010754446
9,6,-1,1487010755114
