%Recollect Version 2.3. Scene/Level: , Game Number: 002
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1486147738442,1486147741443,1486147753911
1,G4,G,4,1486147755443,1486147758444,1486147763980
2,3W5,W,35,1486147765511,1486147770012,1486147781928
3,T7L,LT,7,1486147783461,1486147787963,1486147797779
4,1JA,AJ,1,1486147799312,1486147803781,1486147811157
0,F4,F,4,1486147817646,1486147820648,1486147826606
1,1J,J,1,1486147828130,1486147831132,1486147837048
2,A7,A,7,1486147838614,1486147841616,1486147847848
3,L1H,HL,1,1486147849381,1486147853883,1486147860823
4,T2S,TS,2,1486147862349,1486147866851,1486147872974
5,K43,K,34,1486147874499,1486147879001,1486147885073
6,R5B2,BR,25,1486147886600,1486147892602,1486147899427
7,N3L9,LN,39,1486147900951,1486147906953,1486147919652
8,5V8P,PV,58,1486147921186,1486147927187,1486147937386
9,4M7S1,ML,157,1486147938920,1486147946422,1486147960218
10,L3E1D,DEL,135,1486147961738,1486147969239,1486147984080
11,9M6K2,MLK,269,1486147985606,1486147993107,1486148009244
