%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 2
%LetterNumberSpan:TrailNum,Sequence,LetterInput,NumberInput,TimeOfPresentationStart,TimeOfPresentationEnd,TimeOfResponse
0,6F,F,6,1487034240170,1487034243172,1487034251160
1,G4,G,4,1487034252687,1487034255689,1487034260538
2,3W5,W,35,1487034262071,1487034266573,1487034272033
3,T7L,TL,7,1487034273555,1487034278057,1487034286842
4,1JA,AJ,1,1487034289873,1487034294374,1487034300118
0,F4,F,4,1487034304274,1487034307242,1487034311994
1,1J,J,1,1487034313524,1487034316526,1487034321502
2,A7,A,7,1487034323026,1487034326026,1487034330808
3,L1H,HL,1,1487034332342,1487034336843,1487034341719
4,T2S,ST,2,1487034343243,1487034347744,1487034353276
5,K43,K,34,1487034354810,1487034359311,1487034364506
6,R5B2,BR,25,1487034366027,1487034372029,1487034381283
7,N3L9,NL,39,1487034382811,1487034388813,1487034399762
8,5V8P,PV,58,1487034401296,1487034407297,1487034416382
9,4M7S1,MS,147,1487034417913,1487034425415,1487034443000
10,L3E1D,EDL,13,1487034444531,1487034452033,1487034476910
11,9M6K2,KM,269,1487034478433,1487034485936,1487034494972
12,D1B5R9,BDR,159,1487034496501,1487034505503,1487034517719
13,G9T2A5,AGT,259,1487034519252,1487034528255,1487034556500
14,3W5A1G,AGG,135,1487034558021,1487034567023,1487034585856
15,B6H7A5K,BHKL,356,1487034587390,1487034597891,1487034638930
16,8H4R1C2,CHR,1248,1487034640459,1487034650962,1487034685649
17,C7B5N9Y,BCRY,579,1487034687183,1487034697685,1487034723174
18,3Q8D4R6F,DFHRY,3456,1487034724701,1487034736704,1487034783857
19,P2H8F4Y6,FHPY,2468,1487034785389,1487034797390,1487034845141
20,7D9T3E4S,DEST,3479,1487034846675,1487034858677,1487034900685
