%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 5
%CorsiBlocks:Stage,TrailNum,TargetSequence,ResponseSequence,ClearCount,TimeOfPresentation,TimeOfResponse
1,0,20,20,0,1487035987625,1487035994124
1,1,34,34,0,1487035995126,1487036001057
2,0,52,52,0,1487036005459,1487036012091
2,1,36,36,0,1487036013059,1487036019592
2,2,368,368,0,1487036020561,1487036030026
2,3,208,208,0,1487036031027,1487036039259
2,4,2306,2306,0,1487036040261,1487036050226
2,5,5047,5047,0,1487036051195,1487036061194
2,6,41075,41075,0,1487036062162,1487036073829
2,7,31620,31620,0,1487036074796,1487036086495
2,8,281376,281376,0,1487036087464,1487036101164
2,9,816508,816508,0,1487036102165,1487036115998
2,10,4806317,460731,2,1487036117000,1487036155316
2,11,0851680,0851680,0,1487036156318,1487036174450
2,12,47081536,071456,0,1487036175452,1487036199818
2,13,25408016,25840186,1,1487036200821,1487036228820
3,0,60,06,0,1487036234789,1487036241687
3,1,24,42,0,1487036242656,1487036248554
4,0,51,15,0,1487036266224,1487036272523
4,1,37,73,0,1487036273525,1487036280990
4,2,630,036,0,1487036281992,1487036291291
4,3,580,085,0,1487036292259,1487036301557
4,4,5683,3865,0,1487036302559,1487036313458
4,5,2841,1482,1,1487036314426,1487036335159
4,6,47812,21874,0,1487036336133,1487036348060
4,7,03415,51430,0,1487036349030,1487036368461
4,8,507613,316705,0,1487036369430,1487036386996
4,9,073280,082370,0,1487036387965,1487036407430
4,10,4083671,1763084,1,1487036408433,1487036434198
4,11,8027308,,0,1487036435167,1487036463633
