%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":RV=0,Truck=1,FireTruck=2,Ambulance=3,Cab=4,Schoolbus=5,Limo=6,Police=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,3,1487036512602,-1,1487036512103
6,0,2,1,1,0,6,1487036515669,-1,1487036515139
6,0,3,1,1,0,0,1487036518736,-1,1487036518206
6,0,4,1,1,1,0,1487036521803,1487036522570,1487036521273
6,0,5,1,1,0,5,1487036524836,-1,1487036524306
6,0,6,1,1,0,6,1487036527903,-1,1487036527374
6,0,7,1,1,0,3,1487036530937,-1,1487036530439
6,0,8,1,1,1,3,1487036534003,1487036534538,1487036533473
6,0,9,1,1,0,1,1487036537037,-1,1487036536506
6,0,10,1,1,0,6,1487036540104,-1,1487036539573
6,0,11,1,1,1,6,1487036543137,1487036543804,1487036542607
6,1,1,1,1,3,3,1487036550571,-1,1487036550039
6,1,2,1,1,0,0,1487036553604,-1,1487036553074
6,1,3,1,1,0,7,1487036556638,-1,1487036556107
6,1,4,1,1,0,4,1487036559671,-1,1487036559141
6,1,5,1,1,1,4,1487036562705,1487036563172,1487036562175
6,1,6,1,1,1,4,1487036565738,1487036567089,1487036565208
6,1,7,1,1,1,4,1487036568755,1487036569556,1487036568260
6,1,8,1,1,0,2,1487036571822,-1,1487036571292
6,1,9,1,1,0,5,1487036574889,-1,1487036574359
6,1,10,1,1,0,4,1487036577956,-1,1487036577425
6,1,11,1,1,0,6,1487036581023,-1,1487036580493
6,1,12,1,1,0,7,1487036584056,-1,1487036583525
6,1,13,1,1,1,7,1487036587090,1487036587657,1487036586560
6,1,14,1,1,0,2,1487036590123,-1,1487036589593
6,1,15,1,1,1,2,1487036593157,1487036593790,1487036592626
6,1,16,1,1,1,2,1487036596224,1487036597124,1487036595694
6,1,17,1,1,0,0,1487036599258,-1,1487036598727
6,1,18,1,1,0,4,1487036602324,-1,1487036601793
6,1,19,1,1,0,2,1487036605325,-1,1487036604827
6,1,20,1,1,0,1,1487036608391,-1,1487036607860
6,1,21,1,1,0,0,1487036611392,-1,1487036610898
6,2,1,2,1,3,2,1487036624725,-1,1487036624193
6,2,2,2,1,3,7,1487036627759,-1,1487036627228
6,2,3,2,1,0,6,1487036630825,-1,1487036630295
6,2,4,2,1,1,7,1487036633892,1487036634859,1487036633362
6,2,5,2,1,0,4,1487036636926,-1,1487036636429
6,2,6,2,1,0,1,1487036639993,-1,1487036639462
6,2,7,2,1,0,5,1487036643060,-1,1487036642529
6,2,8,2,1,0,0,1487036646094,-1,1487036645596
6,2,9,2,1,1,5,1487036649127,1487036649927,1487036648629
6,2,10,2,1,1,0,1487036652193,1487036653327,1487036651663
6,2,11,2,1,0,7,1487036655260,-1,1487036654730
6,2,12,2,1,0,2,1487036658294,-1,1487036657764
6,3,1,2,1,3,5,1487036664162,-1,1487036663662
6,3,2,2,1,3,4,1487036667228,-1,1487036666697
6,3,3,2,1,0,1,1487036670294,-1,1487036669765
6,3,4,2,1,0,5,1487036673328,-1,1487036672831
6,3,5,2,1,0,7,1487036676395,-1,1487036675864
6,3,6,2,1,0,0,1487036679428,-1,1487036678897
6,3,7,2,1,0,3,1487036682495,-1,1487036681964
6,3,8,2,1,0,2,1487036685529,-1,1487036684998
6,3,9,2,1,1,3,1487036688596,1487036689463,1487036688065
6,3,10,2,1,0,1,1487036691629,-1,1487036691098
6,3,11,2,1,0,5,1487036694696,-1,1487036694165
6,3,12,2,0,0,0,1487036697730,1487036698930,1487036697199
6,3,13,2,0,1,5,1487036700763,-1,1487036700266
6,3,14,2,1,0,7,1487036703797,-1,1487036703300
6,3,15,2,1,0,6,1487036706830,-1,1487036706333
6,3,16,2,1,0,0,1487036709863,-1,1487036709366
6,3,17,2,1,1,6,1487036712930,1487036713597,1487036712400
6,3,18,2,1,0,7,1487036715964,-1,1487036715434
6,3,19,2,1,0,3,1487036718997,-1,1487036718467
6,3,20,2,1,1,7,1487036722031,1487036722665,1487036721500
6,3,21,2,1,1,3,1487036725097,1487036727031,1487036724567
6,3,22,2,1,1,7,1487036728164,1487036729232,1487036727634
6,4,1,3,1,3,6,1487036747432,-1,1487036746933
6,4,2,3,1,3,2,1487036750466,-1,1487036749935
6,4,3,3,1,3,3,1487036753499,-1,1487036752969
6,4,4,3,1,0,4,1487036756533,-1,1487036756002
6,4,5,3,1,0,5,1487036759599,-1,1487036759070
6,4,6,3,0,1,3,1487036762633,-1,1487036762102
6,4,7,3,1,0,0,1487036765667,-1,1487036765169
6,4,8,3,1,0,6,1487036768733,-1,1487036768201
6,4,9,3,1,0,2,1487036771767,-1,1487036771236
6,4,10,3,1,1,0,1487036774833,1487036775734,1487036774303
6,4,11,3,1,0,1,1487036777900,-1,1487036777370
6,4,12,3,1,1,2,1487036780934,1487036781801,1487036780404
6,4,13,3,1,0,7,1487036783967,-1,1487036783437
6,5,1,3,1,3,3,1487036788934,-1,1487036788402
6,5,2,3,1,3,0,1487036792002,-1,1487036791472
6,5,3,3,1,3,5,1487036795068,-1,1487036794538
6,5,4,3,1,0,4,1487036798102,-1,1487036797571
6,5,5,3,1,0,6,1487036801135,-1,1487036800605
6,5,6,3,1,0,7,1487036804169,-1,1487036803638
6,5,7,3,0,0,0,1487036807202,1487036808536,1487036806672
6,5,8,3,0,0,1,1487036810236,1487036811703,1487036809706
6,5,9,3,1,1,7,1487036813269,1487036814269,1487036812739
6,5,10,3,1,0,2,1487036816303,-1,1487036815771
6,5,11,3,1,0,3,1487036819336,-1,1487036818806
6,5,12,3,1,1,7,1487036822337,1487036823471,1487036821839
6,5,13,3,1,1,2,1487036825370,1487036826370,1487036824873
6,5,14,3,1,0,6,1487036828437,-1,1487036827906
6,5,15,3,1,0,1,1487036831503,-1,1487036830973
6,5,16,3,1,0,5,1487036834570,-1,1487036834040
6,5,17,3,1,0,4,1487036837637,-1,1487036837106
6,5,18,3,1,0,3,1487036840671,-1,1487036840140
6,5,19,3,1,0,7,1487036843704,-1,1487036843173
6,5,20,3,1,1,4,1487036846771,1487036847838,1487036846240
6,5,21,3,1,0,5,1487036849805,-1,1487036849274
6,5,22,3,1,1,7,1487036852871,1487036854105,1487036852341
6,5,23,3,0,1,4,1487036855906,-1,1487036855374
6,6,1,4,0,3,2,1487036861338,-1,1487036860806
6,6,2,4,0,3,3,1487036864405,-1,1487036863875
