%Recollect Version 2.3. Scene/Level: , Game Number: 004
%D2:Action,Row,Character,TimeOfResponse
1,0,0,1486151061974
1,0,2,1486151063042
1,0,3,1486151063375
1,0,5,1486151065574
1,0,7,1486151066709
-1,0,6,1486151067476
-1,0,6,1486151068542
-1,0,6,1486151069242
-1,0,6,1486151070209
-1,0,6,1486151070876
-1,0,6,1486151071842
-1,0,6,1486151072009
-1,0,6,1486151072176
-1,0,6,1486151073809
1,0,9,1486151074909
-1,0,6,1486151077743
-1,0,6,1486151078209
-1,0,6,1486151078542
-1,0,6,1486151078776
-1,0,6,1486151079709
-1,0,6,1486151080376
9,0,-1,1486151080843
1,1,0,1486151083776
1,1,1,1486151084509
1,1,3,1486151085710
1,1,5,1486151087110
1,1,8,1486151088477
1,1,10,1486151090077
1,1,12,1486151091577
1,1,14,1486151092775
1,1,16,1486151093978
1,1,18,1486151095344
1,1,19,1486151096110
1,1,22,1486151097644
2,1,22,1486151098377
1,1,26,1486151101044
9,1,-1,1486151101846
-1,1,26,1486151101944
-1,1,26,1486151102577
1,2,1,1486151104044
1,2,5,1486151105712
1,2,12,1486151107743
1,2,13,1486151108211
1,2,17,1486151110211
-1,2,16,1486151110978
-1,2,16,1486151111678
-1,2,16,1486151112078
1,2,20,1486151114778
1,2,22,1486151117479
1,2,24,1486151118578
1,2,25,1486151120746
1,2,27,1486151121446
1,2,28,1486151122279
9,2,-1,1486151122845
-1,2,30,1486151123079
1,3,2,1486151125645
1,3,4,1486151126479
1,3,7,1486151127445
1,3,8,1486151128179
1,3,9,1486151130246
1,3,11,1486151131646
1,3,13,1486151133280
1,3,15,1486151134446
1,3,17,1486151135779
1,3,23,1486151137779
1,3,24,1486151138346
1,3,26,1486151140146
1,3,29,1486151142680
9,3,-1,1486151143849
-1,3,33,1486151144080
1,4,1,1486151145879
1,4,2,1486151146413
1,4,4,1486151147945
1,4,5,1486151149045
1,4,7,1486151149545
1,4,11,1486151151112
1,4,14,1486151152379
1,4,17,1486151153347
1,4,22,1486151155214
1,4,24,1486151156547
1,4,26,1486151157414
1,4,28,1486151158614
1,4,29,1486151160881
1,4,31,1486151162115
1,4,33,1486151163581
1,4,34,1486151164214
9,4,-1,1486151164848
-1,4,36,1486151165081
1,5,0,1486151167381
1,5,1,1486151167749
1,5,3,1486151168848
1,5,4,1486151169115
1,5,7,1486151170681
1,5,8,1486151171915
1,5,10,1486151172948
1,5,12,1486151174482
1,5,17,1486151176782
1,5,18,1486151178049
1,5,23,1486151180815
1,5,24,1486151182049
1,5,25,1486151182715
1,5,27,1486151185082
9,5,-1,1486151185849
1,6,0,1486151188581
1,6,3,1486151189849
1,6,6,1486151192283
1,6,7,1486151192949
1,6,8,1486151193783
1,6,10,1486151194683
1,6,11,1486151195216
1,6,14,1486151196250
1,6,16,1486151197317
1,6,21,1486151199316
1,6,22,1486151199750
1,6,23,1486151200483
1,6,24,1486151201150
1,6,26,1486151201983
1,6,31,1486151204582
1,6,32,1486151205616
1,6,35,1486151206849
9,6,-1,1486151206851
1,7,1,1486151209351
1,7,5,1486151210851
1,7,8,1486151212251
1,7,11,1486151214051
1,7,12,1486151215085
1,7,15,1486151215984
1,7,16,1486151218085
1,7,18,1486151218718
1,7,19,1486151219250
1,7,20,1486151219851
1,7,22,1486151220984
1,7,24,1486151222418
1,7,25,1486151222718
1,7,26,1486151223417
1,7,30,1486151225584
1,7,35,1486151227652
9,7,-1,1486151227851
1,8,0,1486151230085
1,8,3,1486151232152
1,8,4,1486151232952
1,8,5,1486151233818
1,8,8,1486151235786
1,8,11,1486151236952
1,8,14,1486151238285
1,8,15,1486151239087
1,8,16,1486151239385
1,8,20,1486151241019
-1,8,19,1486151241819
1,8,24,1486151243486
1,8,26,1486151244585
1,8,27,1486151245053
1,8,28,1486151245620
1,8,30,1486151246752
1,8,33,1486151247920
9,8,-1,1486151248852
-1,8,36,1486151248987
1,9,0,1486151251086
1,9,1,1486151252253
-1,9,0,1486151254353
1,9,3,1486151255687
1,9,4,1486151255920
1,9,5,1486151257453
1,9,10,1486151259486
1,9,13,1486151260519
1,9,17,1486151262652
1,9,18,1486151263519
1,9,20,1486151264920
1,9,21,1486151265487
1,9,22,1486151265852
1,9,24,1486151267118
1,9,25,1486151267954
1,9,28,1486151269420
9,9,-1,1486151269854
-1,9,29,1486151270221
1,10,1,1486151272187
1,10,2,1486151273587
1,10,3,1486151273821
1,10,5,1486151274821
1,10,6,1486151275821
1,10,7,1486151276054
1,10,18,1486151280088
1,10,20,1486151281088
1,10,24,1486151283355
1,10,26,1486151284488
1,10,31,1486151286488
1,10,33,1486151287655
1,10,37,1486151289755
1,10,39,1486151290822
9,10,-1,1486151290855
-1,10,41,1486151291322
1,11,4,1486151294089
1,11,7,1486151295822
1,11,14,1486151301022
1,11,16,1486151302323
1,11,18,1486151304023
1,11,20,1486151304823
1,11,22,1486151305557
1,11,24,1486151306889
1,11,26,1486151307856
1,11,27,1486151308223
1,11,31,1486151311690
