%Recollect Version 2.3. Scene/Level: , Game Number: 006
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,1,1,0,3,1,1486152209770,1486152210837,1486152209237
6,0,2,1,1,0,5,1486152212804,-1,1486152212274
6,0,3,1,0,0,1,1486152215837,1486152216904,1486152215307
6,0,4,1,1,0,3,1486152218871,-1,1486152218340
6,0,5,1,1,1,3,1486152221938,1486152222638,1486152221407
6,0,6,1,1,0,5,1486152224971,-1,1486152224440
6,0,7,1,1,0,6,1486152228038,-1,1486152227507
6,0,8,1,1,0,4,1486152231071,-1,1486152230541
6,0,9,1,1,0,3,1486152234138,-1,1486152233608
6,0,10,1,1,1,3,1486152237172,1486152237839,1486152236641
6,0,11,1,1,1,3,1486152240239,1486152241872,1486152239709
6,1,1,1,1,3,3,1486152250039,-1,1486152249507
6,1,2,1,1,0,6,1486152253106,-1,1486152252576
6,1,3,1,1,0,0,1486152256139,-1,1486152255609
6,1,4,1,1,1,0,1486152259206,1486152259773,1486152258676
6,1,5,1,1,0,3,1486152262273,-1,1486152261743
6,1,6,1,1,0,7,1486152265307,-1,1486152264776
6,1,7,1,1,1,7,1486152268340,1486152268840,1486152267844
6,1,8,1,1,0,4,1486152271407,-1,1486152270876
6,1,9,1,1,0,2,1486152274474,-1,1486152273943
6,1,10,1,1,0,6,1486152277507,-1,1486152277009
6,1,11,1,1,1,6,1486152280574,1486152281041,1486152280043
6,1,12,1,1,1,6,1486152283608,1486152284175,1486152283077
6,1,13,1,1,0,2,1486152286641,-1,1486152286111
6,1,14,1,1,0,5,1486152289708,-1,1486152289177
6,1,15,1,1,0,0,1486152292775,-1,1486152292245
6,1,16,1,1,0,6,1486152295808,-1,1486152295278
6,1,17,1,1,0,1,1486152298842,-1,1486152298312
6,1,18,1,1,0,3,1486152301909,-1,1486152301379
6,1,19,1,1,0,6,1486152304975,-1,1486152304445
6,1,20,1,1,1,6,1486152308009,1486152308809,1486152307479
6,1,21,1,1,1,6,1486152311076,1486152311676,1486152310546
6,2,1,2,1,3,0,1486152338744,-1,1486152338211
6,2,2,2,1,3,1,1486152341778,-1,1486152341248
6,2,3,2,1,1,0,1486152344845,1486152345378,1486152344314
6,2,4,2,1,0,5,1486152347878,-1,1486152347348
6,2,5,2,1,0,6,1486152350945,-1,1486152350414
6,2,6,2,1,1,5,1486152353978,1486152354479,1486152353449
6,2,7,2,1,0,0,1486152357045,-1,1486152356515
6,2,8,2,1,0,2,1486152360079,-1,1486152359582
6,2,9,2,1,0,3,1486152363145,-1,1486152362615
6,2,10,2,1,0,5,1486152366179,-1,1486152365649
6,2,11,2,1,1,3,1486152369213,1486152369746,1486152368682
6,2,12,2,1,0,4,1486152372279,-1,1486152371749
6,3,1,2,1,3,1,1486152380847,-1,1486152380314
6,3,2,2,1,3,3,1486152383913,-1,1486152383383
6,3,3,2,1,0,7,1486152386947,-1,1486152386416
6,3,4,2,1,0,4,1486152390014,-1,1486152389484
6,3,5,2,1,1,7,1486152393047,1486152393748,1486152392516
6,3,6,2,1,0,6,1486152396114,-1,1486152395583
6,3,7,2,1,0,2,1486152399181,-1,1486152398650
6,3,8,2,1,0,3,1486152402214,-1,1486152401684
6,3,9,2,1,1,2,1486152405248,1486152405848,1486152404718
6,3,10,2,1,0,5,1486152408315,-1,1486152407784
6,3,11,2,0,1,2,1486152411348,-1,1486152410819
6,3,12,2,0,1,5,1486152414382,-1,1486152413852
6,3,13,2,0,0,0,1486152417382,1486152418149,1486152416885
6,3,14,2,0,1,5,1486152420449,-1,1486152419919
6,3,15,2,1,0,3,1486152423482,-1,1486152422952
6,3,16,2,1,0,2,1486152426549,-1,1486152426019
6,3,17,2,1,0,4,1486152429582,-1,1486152429052
6,3,18,2,1,0,5,1486152432616,-1,1486152432087
6,3,19,2,1,0,7,1486152435683,-1,1486152435153
6,3,20,2,1,1,5,1486152438750,1486152439651,1486152438219
6,3,21,2,1,0,2,1486152441783,-1,1486152441254
6,3,22,2,1,0,4,1486152444817,-1,1486152444319
6,4,1,3,1,3,6,1486152471168,-1,1486152470635
6,4,2,3,1,3,1,1486152474202,-1,1486152473707
6,4,3,3,1,3,3,1486152477269,-1,1486152476738
6,4,4,3,1,0,0,1486152480302,-1,1486152479771
6,4,5,3,1,0,0,1486152483369,-1,1486152482838
6,4,6,3,1,0,6,1486152486402,-1,1486152485872
6,4,7,3,1,1,0,1486152489436,1486152490803,1486152488905
6,4,8,3,1,1,0,1486152492503,1486152493670,1486152491973
6,4,9,3,0,0,3,1486152495570,1486152497203,1486152495039
6,4,10,3,1,0,7,1486152498603,-1,1486152498073
6,4,11,3,1,0,7,1486152501670,-1,1486152501140
6,4,12,3,1,0,1,1486152504703,-1,1486152504173
6,4,13,3,1,1,7,1486152507770,1486152508671,1486152507240
6,5,1,3,1,3,6,1486152514437,-1,1486152513905
6,5,2,3,1,3,5,1486152517504,-1,1486152516974
6,5,3,3,1,3,3,1486152520538,-1,1486152520007
6,5,4,3,1,0,7,1486152523604,-1,1486152523074
6,5,5,3,1,1,5,1486152526638,1486152528005,1486152526107
6,5,6,3,1,0,0,1486152529705,-1,1486152529174
6,5,7,3,1,0,2,1486152532738,-1,1486152532208
6,5,8,3,0,0,3,1486152535772,1486152537539,1486152535241
6,5,9,3,0,1,0,1486152538839,-1,1486152538308
6,5,10,3,1,0,6,1486152541905,-1,1486152541375
6,5,11,3,1,0,5,1486152544939,-1,1486152544408
