%Recollect Version 2.3. Scene/Level: , Session: 0, GameNumber: 6
%NearTransferObject:GameNumber,BlockNumber,TrialNumber,CurrentNLevel,IsCorrect,StimulusType,Image,PresentationTime,ResponseTime,ExpireTime
%Possible values for "Image":Bear=0,Sheep=1,Duck=2,Elephant=3,Turtle=4,Owl=5,Goat=6,Seal=7,Blank=8,
%Possible values for "Type":NonTarget=0,Target=1,Lure=2,lessThanN=3,
6,0,0,1,1,3,5,1488232867952,-1,1488232867420
6,0,1,1,1,0,3,1488232870986,-1,1488232870459
6,0,2,1,1,0,5,1488232874086,-1,1488232873523
6,0,3,1,1,1,5,1488232877152,1488232877686,1488232876588
6,0,4,1,0,1,5,1488232880186,-1,1488232879660
6,0,5,1,1,0,3,1488232883253,-1,1488232882724
6,0,6,1,1,0,6,1488232886320,-1,1488232885788
6,0,7,1,1,0,0,1488232889387,-1,1488232888855
6,0,8,1,1,0,7,1488232892454,-1,1488232891894
6,0,9,1,1,0,2,1488232895554,-1,1488232894991
6,0,10,1,1,1,2,1488232898654,1488232899321,1488232898089
6,1,0,1,1,3,6,1488232904921,-1,1488232904356
6,1,1,1,1,0,3,1488232907988,-1,1488232907456
6,1,2,1,1,0,0,1488232911088,-1,1488232910523
6,1,3,1,1,0,1,1488232914155,-1,1488232913592
6,1,4,1,1,0,6,1488232917221,-1,1488232916690
6,1,5,1,1,1,6,1488232920322,1488232920955,1488232919757
6,1,6,1,1,1,6,1488232923389,1488232923989,1488232922827
6,1,7,1,1,0,5,1488232926422,-1,1488232925893
6,1,8,1,1,0,0,1488232929489,-1,1488232928957
6,1,9,1,1,1,0,1488232932523,1488232933156,1488232931993
6,1,10,1,1,1,0,1488232935623,1488232936223,1488232935061
6,1,11,1,1,0,7,1488232938723,-1,1488232938158
6,1,12,1,1,0,5,1488232941823,-1,1488232941258
6,1,13,1,1,1,5,1488232944890,1488232945457,1488232944327
6,1,14,1,1,0,0,1488232947923,-1,1488232947394
6,1,15,1,1,0,6,1488232951023,-1,1488232950459
6,1,16,1,1,0,2,1488232954057,-1,1488232953527
6,1,17,1,1,0,1,1488232957157,-1,1488232956594
6,1,18,1,1,0,4,1488232960224,-1,1488232959692
6,1,19,1,1,0,6,1488232963324,-1,1488232962759
6,1,20,1,1,1,6,1488232966391,1488232967225,1488232965829
6,2,0,2,1,3,3,1488232988976,-1,1488232988445
6,2,1,2,1,3,0,1488232992076,-1,1488232991511
6,2,2,2,1,0,6,1488232995142,-1,1488232994578
6,2,3,2,1,0,7,1488232998176,-1,1488232997647
6,2,4,2,1,0,5,1488233001243,-1,1488233000715
6,2,5,2,1,0,2,1488233004310,-1,1488233003778
6,2,6,2,1,1,5,1488233007343,1488233007977,1488233006814
6,2,7,2,1,1,2,1488233010443,1488233011244,1488233009881
6,2,8,2,1,0,3,1488233013543,-1,1488233012979
6,2,9,2,1,0,7,1488233016610,-1,1488233016045
6,2,10,2,1,0,4,1488233019677,-1,1488233019115
6,2,11,2,1,1,7,1488233022778,1488233023577,1488233022214
6,3,0,2,1,3,3,1488233031511,-1,1488233030951
6,3,1,2,1,3,6,1488233034578,-1,1488233034048
6,3,2,2,1,0,2,1488233037645,-1,1488233037113
6,3,3,2,1,0,3,1488233040679,-1,1488233040149
6,3,4,2,1,1,2,1488233043746,1488233044579,1488233043216
6,3,5,2,1,0,5,1488233046845,-1,1488233046281
6,3,6,2,1,1,2,1488233049912,1488233050713,1488233049349
6,3,7,2,1,0,4,1488233053013,-1,1488233052450
6,3,8,2,1,0,1,1488233056113,-1,1488233055548
6,3,9,2,1,0,3,1488233059213,-1,1488233058648
6,3,10,2,1,0,0,1488233062247,-1,1488233061717
6,3,11,2,1,1,3,1488233065347,1488233065880,1488233064784
6,3,12,2,1,0,2,1488233068413,-1,1488233067882
6,3,13,2,1,0,6,1488233071480,-1,1488233070950
6,3,14,2,1,1,2,1488233074547,1488233075081,1488233073984
6,3,15,2,1,0,7,1488233077614,-1,1488233077049
6,3,16,2,1,0,3,1488233080647,-1,1488233080116
6,3,17,2,1,1,7,1488233083681,1488233084149,1488233083151
6,3,18,2,1,0,4,1488233086781,-1,1488233086219
6,3,19,2,1,1,7,1488233089881,1488233090781,1488233089316
6,3,20,2,1,0,5,1488233092948,-1,1488233092385
6,3,21,2,1,0,6,1488233096015,-1,1488233095452
6,4,0,3,1,3,7,1488233132750,-1,1488233132185
6,4,1,3,1,3,0,1488233135817,-1,1488233135255
6,4,2,3,1,3,3,1488233138884,-1,1488233138355
6,4,3,3,1,1,7,1488233141984,1488233142518,1488233141419
6,4,4,3,1,0,1,1488233145051,-1,1488233144520
6,4,5,3,1,0,2,1488233148118,-1,1488233147555
6,4,6,3,1,0,4,1488233151184,-1,1488233150622
6,4,7,3,1,0,0,1488233154251,-1,1488233153687
6,4,8,3,1,0,3,1488233157318,-1,1488233156755
6,4,9,3,1,1,4,1488233160352,1488233161086,1488233159824
6,4,10,3,1,0,5,1488233163419,-1,1488233162887
6,4,11,3,1,0,6,1488233166519,-1,1488233165954
6,4,12,3,1,1,4,1488233169586,1488233170053,1488233169059
6,5,0,3,1,3,7,1488233184520,-1,1488233183955
6,5,1,3,1,3,2,1488233187554,-1,1488233187022
6,5,2,3,1,3,1,1488233190620,-1,1488233190057
6,5,3,3,1,1,7,1488233193687,1488233194287,1488233193124
6,5,4,3,1,0,4,1488233196787,-1,1488233196222
6,5,5,3,1,1,1,1488233199854,1488233200455,1488233199324
6,5,6,3,1,0,3,1488233202921,-1,1488233202391
6,5,7,3,1,0,0,1488233206021,-1,1488233205456
6,5,8,3,1,0,5,1488233209088,-1,1488233208523
6,5,9,3,0,0,6,1488233212188,1488233212755,1488233211625
6,5,10,3,1,0,4,1488233215288,-1,1488233214725
6,5,11,3,1,0,2,1488233218355,-1,1488233217790
6,5,12,3,0,0,7,1488233221422,1488233222256,1488233220859
6,5,13,3,0,0,1,1488233224522,1488233225423,1488233223959
6,5,14,3,0,0,5,1488233227622,1488233228322,1488233227057
6,5,15,3,0,1,7,1488233230723,-1,1488233230159
6,5,16,3,1,0,3,1488233233790,-1,1488233233260
6,5,17,3,1,1,5,1488233236889,1488233237623,1488233236325
6,5,18,3,1,0,6,1488233239956,-1,1488233239425
6,5,19,3,1,0,0,1488233242990,-1,1488233242460
6,5,20,3,1,0,2,1488233246057,-1,1488233245527
6,5,21,3,0,1,6,1488233249123,-1,1488233248592
6,5,22,3,1,1,0,1488233252157,1488233253390,1488233251628
6,6,0,1,1,3,3,1488233258924,-1,1488233258359
6,6,1,1,1,0,2,1488233262024,-1,1488233261459
6,6,2,1,1,1,2,1488233265091,1488233265558,1488233264529
6,6,3,1,1,0,0,1488233268158,-1,1488233267595
6,6,4,1,1,0,3,1488233271258,-1,1488233270693
6,6,5,1,1,0,5,1488233274325,-1,1488233273762
6,6,6,1,1,1,5,1488233277392,1488233278026,1488233276829
6,6,7,1,1,0,7,1488233280492,-1,1488233279927
6,6,8,1,1,0,2,1488233283526,-1,1488233282994
6,6,9,1,1,1,2,1488233286626,1488233287226,1488233286063
6,6,10,1,1,0,5,1488233289726,-1,1488233289163
6,6,11,1,1,0,1,1488233292759,-1,1488233292228
6,6,12,1,1,1,1,1488233295793,1488233296227,1488233295264
6,6,13,1,1,0,2,1488233298860,-1,1488233298330
6,6,14,1,1,0,4,1488233301960,-1,1488233301395
6,6,15,1,1,0,0,1488233305027,-1,1488233304462
6,6,16,1,1,0,6,1488233308094,-1,1488233307531
6,6,17,1,1,1,6,1488233311193,1488233311927,1488233310630
6,6,18,1,1,1,6,1488233314260,1488233314861,1488233313729
6,6,19,1,1,0,1,1488233317327,-1,1488233316763
6,6,20,1,1,0,3,1488233320394,-1,1488233319831
6,7,0,2,1,3,7,1488233333161,-1,1488233332597
6,7,1,2,1,3,6,1488233336262,-1,1488233335697
6,7,2,2,1,0,1,1488233339295,-1,1488233338766
6,7,3,2,0,1,6,1488233342396,-1,1488233341833
6,7,4,2,1,0,3,1488233345495,-1,1488233344931
6,7,5,2,1,0,4,1488233348563,-1,1488233348000
6,7,6,2,1,1,3,1488233351635,1488233352502,1488233351072
6,7,7,2,1,2,6,1488233354735,-1,1488233354170
6,7,8,2,1,2,4,1488233357801,-1,1488233357237
6,7,9,2,1,2,3,1488233360869,-1,1488233360306
6,7,10,2,1,0,1,1488233363968,-1,1488233363407
6,7,11,2,1,0,7,1488233367035,-1,1488233366470
6,7,12,2,1,1,1,1488233370102,1488233370703,1488233369539
6,7,13,2,1,1,7,1488233373203,1488233373736,1488233372640
6,7,14,2,1,1,1,1488233376269,1488233376770,1488233375738
6,7,15,2,1,0,3,1488233379336,-1,1488233378804
6,7,16,2,1,2,3,1488233382370,-1,1488233381841
6,7,17,2,1,0,6,1488233385436,-1,1488233384908
6,7,18,2,1,2,1,1488233388537,-1,1488233387972
6,7,19,2,1,0,0,1488233391637,-1,1488233391074
6,7,20,2,1,2,6,1488233394704,-1,1488233394141
6,7,21,2,1,1,0,1488233397804,1488233398404,1488233397239
6,8,0,3,1,3,4,1488233416405,-1,1488233415842
6,8,1,3,1,3,1,1488233419505,-1,1488233418940
6,8,2,3,1,3,2,1488233422572,-1,1488233422009
6,8,3,3,0,1,4,1488233425639,-1,1488233425076
6,8,4,3,1,1,1,1488233428739,1488233429939,1488233428174
6,8,5,3,0,2,4,1488233431839,1488233432706,1488233431274
6,8,6,3,0,1,4,1488233434906,-1,1488233434343
6,8,7,3,1,0,0,1488233437973,-1,1488233437443
6,8,8,3,1,1,4,1488233441073,1488233441873,1488233440508
6,8,9,3,1,0,5,1488233444140,-1,1488233443577
6,8,10,3,0,2,4,1488233447207,1488233448074,1488233446678
6,8,11,3,1,0,3,1488233450307,-1,1488233449742
6,8,12,3,1,0,1,1488233453373,-1,1488233452809
6,8,13,3,1,1,4,1488233456441,1488233457774,1488233455878
6,8,14,3,1,2,4,1488233459507,-1,1488233458944
6,8,15,3,1,0,2,1488233462574,-1,1488233462042
6,8,16,3,1,0,6,1488233465674,-1,1488233465112
6,8,17,3,1,0,7,1488233468775,-1,1488233468212
6,8,18,3,1,0,0,1488233471875,-1,1488233471310
6,8,19,3,1,2,0,1488233474941,-1,1488233474377
6,8,20,3,0,2,0,1488233478009,1488233479142,1488233477446
6,8,21,3,1,1,0,1488233481108,1488233481742,1488233480546
6,8,22,3,1,2,7,1488233484209,-1,1488233483644
